# Log Net Income (lower edge), Log Net Income (upper edge), Log Net Wealth (lower edge), Log Net Wealth (upper edge), Probability
8.832642663854402, 8.988842881165183, 2.461301028978319, 3.2817347053044252, 0.05030908239979382
8.832642663854402, 8.988842881165183, 3.2817347053044252, 4.102168381630531, 0.021175436946805837
8.832642663854402, 8.988842881165183, 4.102168381630531, 4.922602057956638, 0.020952532486586864
8.832642663854402, 8.988842881165183, 4.922602057956638, 5.743035734282744, 0.06531261484847178
8.832642663854402, 8.988842881165183, 5.743035734282744, 6.5634694106088505, 0.025511145017933407
8.832642663854402, 8.988842881165183, 6.5634694106088505, 7.383903086934957, 0.0401864269882924
8.832642663854402, 8.988842881165183, 7.383903086934957, 8.204336763261063, 0.17270343720999387
8.832642663854402, 8.988842881165183, 8.204336763261063, 9.024770439587169, 0.14316157471973548
8.832642663854402, 8.988842881165183, 9.024770439587169, 9.845204115913276, 0.07778595768987573
8.832642663854402, 8.988842881165183, 9.845204115913276, 10.665637792239382, 0.15966032880649147
8.832642663854402, 8.988842881165183, 10.665637792239382, 11.486071468565488, 0.0967696663612399
8.832642663854402, 8.988842881165183, 11.486071468565488, 12.306505144891595, 0.08461902169752973
8.832642663854402, 8.988842881165183, 12.306505144891595, 13.126938821217701, 0.009241024017184562
8.832642663854402, 8.988842881165183, 13.126938821217701, 13.947372497543807, 0.004196487890799093
8.832642663854402, 8.988842881165183, 13.947372497543807, 14.767806173869914, 0.0
8.832642663854402, 8.988842881165183, 14.767806173869914, 15.58823985019602, 0.003247411959867029
8.832642663854402, 8.988842881165183, 15.58823985019602, 16.408673526522126, 0.0
8.988842881165183, 9.145043098475963, 0.0, 0.8204336763261063, 0.019809376940020614
8.988842881165183, 9.145043098475963, 0.8204336763261063, 1.6408673526522126, 0.0
8.988842881165183, 9.145043098475963, 1.6408673526522126, 2.461301028978319, 0.0
8.988842881165183, 9.145043098475963, 2.461301028978319, 3.2817347053044252, 0.03332853759181755
8.988842881165183, 9.145043098475963, 3.2817347053044252, 4.102168381630531, 0.03002478553350126
8.988842881165183, 9.145043098475963, 4.102168381630531, 4.922602057956638, 0.051581172370986715
8.988842881165183, 9.145043098475963, 4.922602057956638, 5.743035734282744, 0.043434638174724115
8.988842881165183, 9.145043098475963, 5.743035734282744, 6.5634694106088505, 0.057789436379177606
8.988842881165183, 9.145043098475963, 6.5634694106088505, 7.383903086934957, 0.09483957752026849
8.988842881165183, 9.145043098475963, 7.383903086934957, 8.204336763261063, 0.07060156073438016
8.988842881165183, 9.145043098475963, 8.204336763261063, 9.024770439587169, 0.11295541793647307
8.988842881165183, 9.145043098475963, 9.024770439587169, 9.845204115913276, 0.11752734772511278
8.988842881165183, 9.145043098475963, 9.845204115913276, 10.665637792239382, 0.15673771142594248
8.988842881165183, 9.145043098475963, 10.665637792239382, 11.486071468565488, 0.11057544153220734
8.988842881165183, 9.145043098475963, 11.486071468565488, 12.306505144891595, 0.06564071639080536
8.988842881165183, 9.145043098475963, 12.306505144891595, 13.126938821217701, 0.02218212563266133
8.988842881165183, 9.145043098475963, 13.126938821217701, 13.947372497543807, 0.012972154111921022
8.988842881165183, 9.145043098475963, 13.947372497543807, 14.767806173869914, 0.0
8.988842881165183, 9.145043098475963, 14.767806173869914, 15.58823985019602, 0.0
8.988842881165183, 9.145043098475963, 15.58823985019602, 16.408673526522126, 0.0
9.145043098475963, 9.301243315786742, 0.0, 0.8204336763261063, 0.0
9.145043098475963, 9.301243315786742, 0.8204336763261063, 1.6408673526522126, 0.0
9.145043098475963, 9.301243315786742, 1.6408673526522126, 2.461301028978319, 0.0014250053598497954
9.145043098475963, 9.301243315786742, 2.461301028978319, 3.2817347053044252, 0.004546746106607563
9.145043098475963, 9.301243315786742, 3.2817347053044252, 4.102168381630531, 0.010304493969826216
9.145043098475963, 9.301243315786742, 4.102168381630531, 4.922602057956638, 0.05699342002335013
9.145043098475963, 9.301243315786742, 4.922602057956638, 5.743035734282744, 0.08238140000004407
9.145043098475963, 9.301243315786742, 5.743035734282744, 6.5634694106088505, 0.06459686123277728
9.145043098475963, 9.301243315786742, 6.5634694106088505, 7.383903086934957, 0.053888166515047936
9.145043098475963, 9.301243315786742, 7.383903086934957, 8.204336763261063, 0.09268184042964693
9.145043098475963, 9.301243315786742, 8.204336763261063, 9.024770439587169, 0.13498172448253487
9.145043098475963, 9.301243315786742, 9.024770439587169, 9.845204115913276, 0.11459500748969538
9.145043098475963, 9.301243315786742, 9.845204115913276, 10.665637792239382, 0.11751657525544676
9.145043098475963, 9.301243315786742, 10.665637792239382, 11.486071468565488, 0.1481071816005231
9.145043098475963, 9.301243315786742, 11.486071468565488, 12.306505144891595, 0.0591855151286385
9.145043098475963, 9.301243315786742, 12.306505144891595, 13.126938821217701, 0.043175584335633496
9.145043098475963, 9.301243315786742, 13.126938821217701, 13.947372497543807, 0.011425304928415635
9.145043098475963, 9.301243315786742, 13.947372497543807, 14.767806173869914, 0.003161746698334241
9.145043098475963, 9.301243315786742, 14.767806173869914, 15.58823985019602, 0.0010334264436279428
9.145043098475963, 9.301243315786742, 15.58823985019602, 16.408673526522126, 0.0
9.301243315786742, 9.457443533097523, 0.0, 0.8204336763261063, 0.0
9.301243315786742, 9.457443533097523, 0.8204336763261063, 1.6408673526522126, 0.003673330769825768
9.301243315786742, 9.457443533097523, 1.6408673526522126, 2.461301028978319, 0.0
9.301243315786742, 9.457443533097523, 2.461301028978319, 3.2817347053044252, 0.008881161507753425
9.301243315786742, 9.457443533097523, 3.2817347053044252, 4.102168381630531, 0.01665254009733167
9.301243315786742, 9.457443533097523, 4.102168381630531, 4.922602057956638, 0.024218949369203213
9.301243315786742, 9.457443533097523, 4.922602057956638, 5.743035734282744, 0.05954619490508496
9.301243315786742, 9.457443533097523, 5.743035734282744, 6.5634694106088505, 0.059469792516061534
9.301243315786742, 9.457443533097523, 6.5634694106088505, 7.383903086934957, 0.05913671567679903
9.301243315786742, 9.457443533097523, 7.383903086934957, 8.204336763261063, 0.09103150408685076
9.301243315786742, 9.457443533097523, 8.204336763261063, 9.024770439587169, 0.12602119317650542
9.301243315786742, 9.457443533097523, 9.024770439587169, 9.845204115913276, 0.1900261807296729
9.301243315786742, 9.457443533097523, 9.845204115913276, 10.665637792239382, 0.1460702214057594
9.301243315786742, 9.457443533097523, 10.665637792239382, 11.486071468565488, 0.09199956788556138
9.301243315786742, 9.457443533097523, 11.486071468565488, 12.306505144891595, 0.06749254848111702
9.301243315786742, 9.457443533097523, 12.306505144891595, 13.126938821217701, 0.04203264922517027
9.301243315786742, 9.457443533097523, 13.126938821217701, 13.947372497543807, 0.011662979377248197
9.301243315786742, 9.457443533097523, 13.947372497543807, 14.767806173869914, 0.0020844707900549517
9.301243315786742, 9.457443533097523, 14.767806173869914, 15.58823985019602, 0.0
9.301243315786742, 9.457443533097523, 15.58823985019602, 16.408673526522126, 0.0
9.457443533097523, 9.613643750408302, 0.0, 0.8204336763261063, 0.003882387385502954
9.457443533097523, 9.613643750408302, 0.8204336763261063, 1.6408673526522126, 0.01723768175963127
9.457443533097523, 9.613643750408302, 1.6408673526522126, 2.461301028978319, 0.0
9.457443533097523, 9.613643750408302, 2.461301028978319, 3.2817347053044252, 0.0
9.457443533097523, 9.613643750408302, 3.2817347053044252, 4.102168381630531, 0.01639563599776569
9.457443533097523, 9.613643750408302, 4.102168381630531, 4.922602057956638, 0.012193034245455951
9.457443533097523, 9.613643750408302, 4.922602057956638, 5.743035734282744, 0.030914344945802443
9.457443533097523, 9.613643750408302, 5.743035734282744, 6.5634694106088505, 0.08872272879859093
9.457443533097523, 9.613643750408302, 6.5634694106088505, 7.383903086934957, 0.0972177882516037
9.457443533097523, 9.613643750408302, 7.383903086934957, 8.204336763261063, 0.10687075594268824
9.457443533097523, 9.613643750408302, 8.204336763261063, 9.024770439587169, 0.13715429598443638
9.457443533097523, 9.613643750408302, 9.024770439587169, 9.845204115913276, 0.1460756848826935
9.457443533097523, 9.613643750408302, 9.845204115913276, 10.665637792239382, 0.13415468510149067
9.457443533097523, 9.613643750408302, 10.665637792239382, 11.486071468565488, 0.10337290239652884
9.457443533097523, 9.613643750408302, 11.486071468565488, 12.306505144891595, 0.06829711353399782
9.457443533097523, 9.613643750408302, 12.306505144891595, 13.126938821217701, 0.02718599475885509
9.457443533097523, 9.613643750408302, 13.126938821217701, 13.947372497543807, 0.008085253670237736
9.457443533097523, 9.613643750408302, 13.947372497543807, 14.767806173869914, 0.0022397123447187284
9.457443533097523, 9.613643750408302, 14.767806173869914, 15.58823985019602, 0.0
9.457443533097523, 9.613643750408302, 15.58823985019602, 16.408673526522126, 0.0
9.613643750408302, 9.769843967719083, 0.0, 0.8204336763261063, 0.00725892650928188
9.613643750408302, 9.769843967719083, 0.8204336763261063, 1.6408673526522126, 0.0013300005269861967
9.613643750408302, 9.769843967719083, 1.6408673526522126, 2.461301028978319, 0.005549579361221288
9.613643750408302, 9.769843967719083, 2.461301028978319, 3.2817347053044252, 0.006291669269193803
9.613643750408302, 9.769843967719083, 3.2817347053044252, 4.102168381630531, 0.004534758534406853
9.613643750408302, 9.769843967719083, 4.102168381630531, 4.922602057956638, 0.018117579784504963
9.613643750408302, 9.769843967719083, 4.922602057956638, 5.743035734282744, 0.03530933455101046
9.613643750408302, 9.769843967719083, 5.743035734282744, 6.5634694106088505, 0.05008436823479096
9.613643750408302, 9.769843967719083, 6.5634694106088505, 7.383903086934957, 0.08902498382016835
9.613643750408302, 9.769843967719083, 7.383903086934957, 8.204336763261063, 0.12197281134343078
9.613643750408302, 9.769843967719083, 8.204336763261063, 9.024770439587169, 0.14015028665639256
9.613643750408302, 9.769843967719083, 9.024770439587169, 9.845204115913276, 0.1463372840368277
9.613643750408302, 9.769843967719083, 9.845204115913276, 10.665637792239382, 0.15298574066451393
9.613643750408302, 9.769843967719083, 10.665637792239382, 11.486071468565488, 0.12184795573695853
9.613643750408302, 9.769843967719083, 11.486071468565488, 12.306505144891595, 0.06425109515719901
9.613643750408302, 9.769843967719083, 12.306505144891595, 13.126938821217701, 0.02464374560321951
9.613643750408302, 9.769843967719083, 13.126938821217701, 13.947372497543807, 0.00959441013449845
9.613643750408302, 9.769843967719083, 13.947372497543807, 14.767806173869914, 0.0005631389737982323
9.613643750408302, 9.769843967719083, 14.767806173869914, 15.58823985019602, 0.0
9.613643750408302, 9.769843967719083, 15.58823985019602, 16.408673526522126, 0.00015233110159634
9.769843967719083, 9.926044185029863, 0.0, 0.8204336763261063, 0.0075102168533426016
9.769843967719083, 9.926044185029863, 0.8204336763261063, 1.6408673526522126, 0.0025276717475326968
9.769843967719083, 9.926044185029863, 1.6408673526522126, 2.461301028978319, 0.00525528088703788
9.769843967719083, 9.926044185029863, 2.461301028978319, 3.2817347053044252, 0.0022318666129845953
9.769843967719083, 9.926044185029863, 3.2817347053044252, 4.102168381630531, 0.016060852176237452
9.769843967719083, 9.926044185029863, 4.102168381630531, 4.922602057956638, 0.004300974118312944
9.769843967719083, 9.926044185029863, 4.922602057956638, 5.743035734282744, 0.047079943390791114
9.769843967719083, 9.926044185029863, 5.743035734282744, 6.5634694106088505, 0.041713964497888854
9.769843967719083, 9.926044185029863, 6.5634694106088505, 7.383903086934957, 0.07613274982782015
9.769843967719083, 9.926044185029863, 7.383903086934957, 8.204336763261063, 0.10864390424700925
9.769843967719083, 9.926044185029863, 8.204336763261063, 9.024770439587169, 0.13597288328139542
9.769843967719083, 9.926044185029863, 9.024770439587169, 9.845204115913276, 0.15579367665021615
9.769843967719083, 9.926044185029863, 9.845204115913276, 10.665637792239382, 0.12123006874665831
9.769843967719083, 9.926044185029863, 10.665637792239382, 11.486071468565488, 0.14025406871794596
9.769843967719083, 9.926044185029863, 11.486071468565488, 12.306505144891595, 0.08742525935137208
9.769843967719083, 9.926044185029863, 12.306505144891595, 13.126938821217701, 0.03281301016236027
9.769843967719083, 9.926044185029863, 13.126938821217701, 13.947372497543807, 0.013845403517014476
9.769843967719083, 9.926044185029863, 13.947372497543807, 14.767806173869914, 0.001208205214079608
9.769843967719083, 9.926044185029863, 14.767806173869914, 15.58823985019602, 0.0
9.769843967719083, 9.926044185029863, 15.58823985019602, 16.408673526522126, 0.0
9.926044185029863, 10.082244402340642, 0.0, 0.8204336763261063, 0.0034233686615672133
9.926044185029863, 10.082244402340642, 0.8204336763261063, 1.6408673526522126, 0.006424518056305081
9.926044185029863, 10.082244402340642, 1.6408673526522126, 2.461301028978319, 0.01184992634378982
9.926044185029863, 10.082244402340642, 2.461301028978319, 3.2817347053044252, 0.0
9.926044185029863, 10.082244402340642, 3.2817347053044252, 4.102168381630531, 0.01035684192142832
9.926044185029863, 10.082244402340642, 4.102168381630531, 4.922602057956638, 0.017058925620992104
9.926044185029863, 10.082244402340642, 4.922602057956638, 5.743035734282744, 0.03585955777470614
9.926044185029863, 10.082244402340642, 5.743035734282744, 6.5634694106088505, 0.0751721585618753
9.926044185029863, 10.082244402340642, 6.5634694106088505, 7.383903086934957, 0.09827052006080794
9.926044185029863, 10.082244402340642, 7.383903086934957, 8.204336763261063, 0.0940446713247975
9.926044185029863, 10.082244402340642, 8.204336763261063, 9.024770439587169, 0.10411989807698281
9.926044185029863, 10.082244402340642, 9.024770439587169, 9.845204115913276, 0.1559563689559937
9.926044185029863, 10.082244402340642, 9.845204115913276, 10.665637792239382, 0.12767347390876382
9.926044185029863, 10.082244402340642, 10.665637792239382, 11.486071468565488, 0.11700344161070794
9.926044185029863, 10.082244402340642, 11.486071468565488, 12.306505144891595, 0.08813010004503259
9.926044185029863, 10.082244402340642, 12.306505144891595, 13.126938821217701, 0.03527305995187216
9.926044185029863, 10.082244402340642, 13.126938821217701, 13.947372497543807, 0.01732392471737118
9.926044185029863, 10.082244402340642, 13.947372497543807, 14.767806173869914, 0.0018517807609847435
9.926044185029863, 10.082244402340642, 14.767806173869914, 15.58823985019602, 0.00020746364602148318
9.926044185029863, 10.082244402340642, 15.58823985019602, 16.408673526522126, 0.0
10.082244402340642, 10.238444619651423, 0.0, 0.8204336763261063, 0.0020943821236655722
10.082244402340642, 10.238444619651423, 0.8204336763261063, 1.6408673526522126, 0.0
10.082244402340642, 10.238444619651423, 1.6408673526522126, 2.461301028978319, 0.004711694553629596
10.082244402340642, 10.238444619651423, 2.461301028978319, 3.2817347053044252, 0.0016451101719929626
10.082244402340642, 10.238444619651423, 3.2817347053044252, 4.102168381630531, 0.004947458399932001
10.082244402340642, 10.238444619651423, 4.102168381630531, 4.922602057956638, 0.008246542864606032
10.082244402340642, 10.238444619651423, 4.922602057956638, 5.743035734282744, 0.011674958562942048
10.082244402340642, 10.238444619651423, 5.743035734282744, 6.5634694106088505, 0.022541498813106912
10.082244402340642, 10.238444619651423, 6.5634694106088505, 7.383903086934957, 0.06986577873795573
10.082244402340642, 10.238444619651423, 7.383903086934957, 8.204336763261063, 0.08050901577363538
10.082244402340642, 10.238444619651423, 8.204336763261063, 9.024770439587169, 0.12888234323625522
10.082244402340642, 10.238444619651423, 9.024770439587169, 9.845204115913276, 0.13789575306970817
10.082244402340642, 10.238444619651423, 9.845204115913276, 10.665637792239382, 0.1324896047303528
10.082244402340642, 10.238444619651423, 10.665637792239382, 11.486071468565488, 0.16873903647378016
10.082244402340642, 10.238444619651423, 11.486071468565488, 12.306505144891595, 0.12331182983858917
10.082244402340642, 10.238444619651423, 12.306505144891595, 13.126938821217701, 0.08496363189171773
10.082244402340642, 10.238444619651423, 13.126938821217701, 13.947372497543807, 0.015611904016504547
10.082244402340642, 10.238444619651423, 13.947372497543807, 14.767806173869914, 0.0017595965986801016
10.082244402340642, 10.238444619651423, 14.767806173869914, 15.58823985019602, 0.00010986014294577727
10.082244402340642, 10.238444619651423, 15.58823985019602, 16.408673526522126, 0.0
10.238444619651423, 10.394644836962202, 0.0, 0.8204336763261063, 0.0007922910690366233
10.238444619651423, 10.394644836962202, 0.8204336763261063, 1.6408673526522126, 0.0
10.238444619651423, 10.394644836962202, 1.6408673526522126, 2.461301028978319, 0.0
10.238444619651423, 10.394644836962202, 2.461301028978319, 3.2817347053044252, 0.0
10.238444619651423, 10.394644836962202, 3.2817347053044252, 4.102168381630531, 0.011140067822680245
10.238444619651423, 10.394644836962202, 4.102168381630531, 4.922602057956638, 0.0025705370437648914
10.238444619651423, 10.394644836962202, 4.922602057956638, 5.743035734282744, 0.014437838242812912
10.238444619651423, 10.394644836962202, 5.743035734282744, 6.5634694106088505, 0.04784767723737308
10.238444619651423, 10.394644836962202, 6.5634694106088505, 7.383903086934957, 0.10432693297329211
10.238444619651423, 10.394644836962202, 7.383903086934957, 8.204336763261063, 0.05551184055521138
10.238444619651423, 10.394644836962202, 8.204336763261063, 9.024770439587169, 0.09926690422204837
10.238444619651423, 10.394644836962202, 9.024770439587169, 9.845204115913276, 0.13917967984805918
10.238444619651423, 10.394644836962202, 9.845204115913276, 10.665637792239382, 0.17418989656805858
10.238444619651423, 10.394644836962202, 10.665637792239382, 11.486071468565488, 0.15713838924475035
10.238444619651423, 10.394644836962202, 11.486071468565488, 12.306505144891595, 0.11105410926953309
10.238444619651423, 10.394644836962202, 12.306505144891595, 13.126938821217701, 0.06385973894020601
10.238444619651423, 10.394644836962202, 13.126938821217701, 13.947372497543807, 0.016061577743210452
10.238444619651423, 10.394644836962202, 13.947372497543807, 14.767806173869914, 0.002426489466981987
10.238444619651423, 10.394644836962202, 14.767806173869914, 15.58823985019602, 0.0001960297529809728
10.238444619651423, 10.394644836962202, 15.58823985019602, 16.408673526522126, 0.0
10.394644836962202, 10.550845054272983, 0.0, 0.8204336763261063, 0.0
10.394644836962202, 10.550845054272983, 0.8204336763261063, 1.6408673526522126, 0.0
10.394644836962202, 10.550845054272983, 1.6408673526522126, 2.461301028978319, 0.0
10.394644836962202, 10.550845054272983, 2.461301028978319, 3.2817347053044252, 0.00806072477393131
10.394644836962202, 10.550845054272983, 3.2817347053044252, 4.102168381630531, 0.00022284347224465478
10.394644836962202, 10.550845054272983, 4.102168381630531, 4.922602057956638, 0.012699210790004157
10.394644836962202, 10.550845054272983, 4.922602057956638, 5.743035734282744, 0.013798371559613515
10.394644836962202, 10.550845054272983, 5.743035734282744, 6.5634694106088505, 0.022636727391761917
10.394644836962202, 10.550845054272983, 6.5634694106088505, 7.383903086934957, 0.03867625354959206
10.394644836962202, 10.550845054272983, 7.383903086934957, 8.204336763261063, 0.0697578851493424
10.394644836962202, 10.550845054272983, 8.204336763261063, 9.024770439587169, 0.10826378904341785
10.394644836962202, 10.550845054272983, 9.024770439587169, 9.845204115913276, 0.14327558451492062
10.394644836962202, 10.550845054272983, 9.845204115913276, 10.665637792239382, 0.2125238196422214
10.394644836962202, 10.550845054272983, 10.665637792239382, 11.486071468565488, 0.13931892707745427
10.394644836962202, 10.550845054272983, 11.486071468565488, 12.306505144891595, 0.13763601707771822
10.394644836962202, 10.550845054272983, 12.306505144891595, 13.126938821217701, 0.06670161886316549
10.394644836962202, 10.550845054272983, 13.126938821217701, 13.947372497543807, 0.02244121406648742
10.394644836962202, 10.550845054272983, 13.947372497543807, 14.767806173869914, 0.002924996743874594
10.394644836962202, 10.550845054272983, 14.767806173869914, 15.58823985019602, 0.00036684207671516296
10.394644836962202, 10.550845054272983, 15.58823985019602, 16.408673526522126, 0.0006951742075348172
10.550845054272983, 10.707045271583763, 0.0, 0.8204336763261063, 0.009288425504700376
10.550845054272983, 10.707045271583763, 0.8204336763261063, 1.6408673526522126, 0.0
10.550845054272983, 10.707045271583763, 1.6408673526522126, 2.461301028978319, 0.0
10.550845054272983, 10.707045271583763, 2.461301028978319, 3.2817347053044252, 0.0
10.550845054272983, 10.707045271583763, 3.2817347053044252, 4.102168381630531, 0.0002103813821697948
10.550845054272983, 10.707045271583763, 4.102168381630531, 4.922602057956638, 0.0046074897831456145
10.550845054272983, 10.707045271583763, 4.922602057956638, 5.743035734282744, 0.00986695568304882
10.550845054272983, 10.707045271583763, 5.743035734282744, 6.5634694106088505, 0.0504461244403017
10.550845054272983, 10.707045271583763, 6.5634694106088505, 7.383903086934957, 0.021988181431052092
10.550845054272983, 10.707045271583763, 7.383903086934957, 8.204336763261063, 0.0824675014571052
10.550845054272983, 10.707045271583763, 8.204336763261063, 9.024770439587169, 0.1450938871299023
10.550845054272983, 10.707045271583763, 9.024770439587169, 9.845204115913276, 0.14021106923613513
10.550845054272983, 10.707045271583763, 9.845204115913276, 10.665637792239382, 0.1544159922099912
10.550845054272983, 10.707045271583763, 10.665637792239382, 11.486071468565488, 0.17104536822633687
10.550845054272983, 10.707045271583763, 11.486071468565488, 12.306505144891595, 0.10408944612659596
10.550845054272983, 10.707045271583763, 12.306505144891595, 13.126938821217701, 0.07807501293530654
10.550845054272983, 10.707045271583763, 13.126938821217701, 13.947372497543807, 0.02451832030409399
10.550845054272983, 10.707045271583763, 13.947372497543807, 14.767806173869914, 0.0012762678297018424
10.550845054272983, 10.707045271583763, 14.767806173869914, 15.58823985019602, 0.00011876674216463908
10.550845054272983, 10.707045271583763, 15.58823985019602, 16.408673526522126, 0.0022808095782480666
10.707045271583763, 10.863245488894542, 0.0, 0.8204336763261063, 0.0
10.707045271583763, 10.863245488894542, 0.8204336763261063, 1.6408673526522126, 0.0
10.707045271583763, 10.863245488894542, 1.6408673526522126, 2.461301028978319, 0.0
10.707045271583763, 10.863245488894542, 2.461301028978319, 3.2817347053044252, 0.0
10.707045271583763, 10.863245488894542, 3.2817347053044252, 4.102168381630531, 0.0
10.707045271583763, 10.863245488894542, 4.102168381630531, 4.922602057956638, 0.007151690835698921
10.707045271583763, 10.863245488894542, 4.922602057956638, 5.743035734282744, 0.010479874714778022
10.707045271583763, 10.863245488894542, 5.743035734282744, 6.5634694106088505, 0.008222574432494054
10.707045271583763, 10.863245488894542, 6.5634694106088505, 7.383903086934957, 0.039539518308442406
10.707045271583763, 10.863245488894542, 7.383903086934957, 8.204336763261063, 0.06834639038922102
10.707045271583763, 10.863245488894542, 8.204336763261063, 9.024770439587169, 0.121217119084605
10.707045271583763, 10.863245488894542, 9.024770439587169, 9.845204115913276, 0.16616601469930228
10.707045271583763, 10.863245488894542, 9.845204115913276, 10.665637792239382, 0.178288906051024
