Model time; nNonBTLHomeless; nBTLHomeless; nHomeless; nRenting; nNonOwner; nNonBTLOwnerOccupier; nBTLOwnerOccupier; nOwnerOccupier; nActiveBTL; nBTL; nNonBTLBankrupt; nBTLBankrupt; TotalPopulation; HousingStock; nEmptyHouses; BTLStockFraction; Sale HPI; Sale AnnualHPA; Sale AvBidPrice; Sale AvOfferPrice; Sale AvSalePrice; Sale AvMonthsOnMarket; Sale nBuyers; Sale nBTLBuyers; Sale nSellers; Sale nNewSellers; Sale nBTLSellers; Sale nSales; Sale nNonBTLBidsAboveExpAvSalePrice; Sale nBTLBidsAboveExpAvSalePrice; Sale nSalesToBTL; Sale nSalesToFTB; Rental HPI; Rental AnnualHPA; Rental AvBidPrice; Rental AvOfferPrice; Rental AvSalePrice; Rental AvMonthsOnMarket; Rental nBuyers; Rental nSellers; Rental nSales; Rental ExpAvFlowYield; nStockMortgages; nNewFTBMortgages; nNewFTBMortgagesToBTL; nNewHMMortgages; nNewBTLMortgages; newFTBCredit; newHMCredit; newBTLCredit; newTotalCredit; creditStock; interestRate
296; 1467; 172; 1639; 1842; 3481; 5205; 452; 5657; 886; 1510; 3; 0; 10024; 8556; 171; 0.2353; 1.3000; -2.6529e-02; 51909.73; 555328.18; 176097.16; 5.3103; 468; 165; 400; 46; 99; 29; 695; 757; 2; 8; 0.9915; 2.8855e-02; 625.88; 962.74; 563.12; 3.0400; 1445; 271; 100; 0.0240; 3564; 6; 5; 0; 1; 594396.19; 0.00; 88565.77; 682961.96; 362733963.67; 0.033764
297; 1468; 173; 1641; 1844; 3485; 5203; 448; 5651; 884; 1505; 3; 0; 10020; 8556; 177; 0.2362; 1.3351; -1.5205e-02; 59423.85; 549415.64; 165401.98; 0.1304; 466; 169; 422; 52; 102; 23; 691; 765; 4; 3; 0.9788; 2.6365e-02; 625.37; 954.69; 561.26; 1.1509; 1450; 283; 106; 0.0241; 3557; 1; 0; 0; 3; 4048.83; 0.00; 219230.62; 223279.45; 361205123.70; 0.032696
298; 1468; 174; 1642; 1845; 3487; 5201; 447; 5648; 885; 1506; 2; 0; 10020; 8556; 178; 0.2364; 1.2717; -1.6221e-02; 67167.78; 543926.10; 232070.02; 5.5556; 475; 165; 438; 40; 104; 27; 682; 766; 5; 11; 0.9910; 2.3416e-02; 623.49; 938.43; 547.79; 1.2342; 1444; 289; 111; 0.0242; 3553; 9; 3; 0; 2; 937102.48; 0.00; 188569.34; 1125671.82; 359633135.02; 0.032086
299; 1470; 176; 1646; 1846; 3492; 5198; 448; 5646; 883; 1507; 3; 0; 10021; 8556; 181; 0.2369; 1.2647; -2.1910e-02; 52298.84; 543130.79; 191266.66; 1.7619; 455; 168; 451; 43; 108; 21; 704; 764; 4; 7; 0.9682; 1.8259e-02; 624.72; 947.92; 560.56; 1.5175; 1472; 295; 114; 0.0242; 3545; 4; 1; 0; 2; 543250.48; 0.00; 214167.46; 757417.94; 357634326.45; 0.033284
300; 1470; 176; 1646; 1850; 3496; 5196; 444; 5640; 886; 1506; 2; 7; 10022; 8556; 180; 0.2373; 1.2517; -5.8201e-02; 53249.38; 537419.91; 208089.23; 0.2727; 461; 165; 468; 41; 109; 22; 712; 757; 5; 6; 0.9835; 1.7896e-02; 626.98; 958.33; 594.94; 0.9244; 1470; 299; 119; 0.0243; 3377; 6; 2; 0; 5; 420345.13; 0.00; 649163.75; 1069508.88; 352455491.64; 0.032795
301; 1469; 179; 1648; 1856; 3504; 5197; 440; 5637; 886; 1505; 2; 0; 10027; 8556; 177; 0.2376; 1.2568; -6.2504e-02; 52454.88; 535877.66; 184660.55; 0.7500; 435; 159; 477; 31; 115; 16; 714; 761; 5; 3; 0.9735; 8.2787e-03; 621.90; 923.85; 499.43; 1.4615; 1488; 294; 117; 0.0245; 3364; 1; 0; 1; 3; 84290.83; 58193.92; 278238.08; 420722.84; 350627055.04; 0.033209
302; 1463; 180; 1643; 1862; 3505; 5192; 440; 5632; 886; 1506; 1; 0; 10023; 8556; 176; 0.2382; 1.2945; -7.2531e-02; 56182.55; 525407.57; 188823.30; 0.0833; 423; 164; 505; 44; 121; 24; 723; 776; 6; 2; 0.9702; 4.7977e-03; 624.48; 943.77; 528.31; 1.0000; 1495; 285; 109; 0.0246; 3340; 1; 1; 1; 4; 142890.24; 56739.63; 612585.65; 812215.53; 349021064.25; 0.032349
303; 1464; 179; 1643; 1865; 3508; 5183; 446; 5629; 887; 1512; 1; 0; 10024; 8556; 175; 0.2384; 1.2374; -8.7371e-02; 47695.99; 519237.84; 195978.26; 1.7857; 421; 160; 529; 48; 126; 28; 705; 763; 3; 11; 0.9718; 2.7884e-03; 624.80; 929.10; 539.15; 1.2661; 1511; 299; 124; 0.0246; 3337; 10; 8; 0; 2; 1264632.98; 0.00; 114712.26; 1379345.23; 348422027.06; 0.032868
304; 1468; 178; 1646; 1869; 3515; 5180; 446; 5626; 885; 1509; 1; 0; 10026; 8556; 176; 0.2390; 1.2394; -9.9178e-02; 44158.85; 518051.62; 168897.00; 0.0833; 417; 164; 540; 41; 127; 12; 708; 761; 3; 3; 0.9776; 2.9606e-03; 624.93; 942.07; 564.71; 1.0081; 1518; 299; 123; 0.0248; 3326; 3; 2; 0; 2; 157414.06; 0.00; 154439.88; 311853.94; 346485144.22; 0.033621
305; 1471; 175; 1646; 1862; 3508; 5185; 452; 5637; 881; 1508; 1; 0; 10026; 8556; 176; 0.2382; 1.2517; -6.9779e-02; 42964.82; 501744.49; 163360.06; 0.2400; 407; 157; 574; 47; 136; 25; 705; 773; 3; 13; 0.9652; 4.4107e-04; 626.46; 952.04; 565.30; 1.0179; 1515; 288; 112; 0.0249; 3314; 11; 7; 0; 2; 923163.97; 0.00; 249066.26; 1172230.24; 344685780.89; 0.032205
306; 1478; 174; 1652; 1856; 3508; 5187; 451; 5638; 878; 1503; 1; 1; 10024; 8556; 184; 0.2384; 1.2410; -5.3105e-02; 40489.09; 499410.17; 166813.27; 1.5000; 401; 156; 598; 50; 133; 24; 698; 763; 3; 5; 0.9562; -9.8655e-03; 626.79; 970.72; 588.06; 2.8704; 1521; 292; 108; 0.0248; 3301; 1; 1; 1; 2; 82006.00; 14231.73; 162327.33; 258565.05; 342682353.69; 0.033346
307; 1476; 173; 1649; 1863; 3512; 5187; 449; 5636; 876; 1498; 1; 0; 10024; 8556; 181; 0.2389; 1.1887; -5.1113e-02; 82684.17; 493301.86; 166107.01; 1.1481; 396; 163; 619; 45; 138; 27; 685; 778; 8; 5; 0.9832; -9.9491e-03; 628.49; 947.02; 559.88; 0.7797; 1536; 299; 118; 0.0250; 3292; 3; 2; 0; 5; 227342.94; 0.00; 515583.85; 742926.79; 340932186.54; 0.032134
308; 1483; 170; 1653; 1868; 3521; 5179; 451; 5630; 876; 1497; 1; 0; 10027; 8556; 182; 0.2396; 1.2366; -7.4021e-02; 38069.13; 495298.92; 167231.77; 3.1667; 383; 156; 620; 29; 141; 18; 690; 778; 5; 7; 0.9655; -1.5751e-02; 625.70; 946.95; 566.12; 2.6393; 1548; 304; 122; 0.0251; 3292; 4; 3; 0; 3; 285022.21; 0.00; 261774.99; 546797.20; 340063001.64; 0.032776
309; 1482; 168; 1650; 1869; 3519; 5176; 452; 5628; 877; 1497; 1; 0; 10024; 8556; 182; 0.2397; 1.2497; -7.2144e-02; 49685.18; 489516.87; 169570.49; 0.9655; 382; 160; 639; 38; 149; 29; 686; 782; 7; 6; 0.9721; -1.0312e-02; 626.65; 999.11; 570.65; 0.3908; 1518; 269; 87; 0.0251; 3284; 2; 1; 0; 2; 77781.94; 0.00; 151896.45; 229678.39; 338427997.67; 0.032516
310; 1476; 169; 1645; 1882; 3527; 5168; 448; 5616; 880; 1497; 1; 0; 10023; 8556; 178; 0.2408; 1.1786; -6.1924e-02; 36688.48; 489888.86; 170930.68; 9.2778; 383; 152; 652; 42; 151; 18; 702; 790; 3; 3; 0.9839; -1.3459e-02; 628.19; 940.65; 558.41; 1.1855; 1539; 302; 124; 0.0253; 3273; 2; 0; 0; 3; 56792.62; 0.00; 277744.94; 334537.56; 336745539.17; 0.032096
311; 1485; 167; 1652; 1885; 3537; 5162; 448; 5610; 882; 1497; 1; 0; 10029; 8556; 179; 0.2412; 1.2260; -5.6092e-02; 37430.55; 483920.70; 169118.93; 2.7000; 379; 154; 669; 36; 152; 20; 710; 797; 5; 10; 0.9575; -8.3815e-03; 628.00; 957.13; 534.23; 1.2762; 1530; 284; 105; 0.0254; 3269; 6; 3; 0; 3; 353657.20; 0.00; 310555.64; 664212.83; 335384177.94; 0.032235
312; 1476; 169; 1645; 1893; 3538; 5156; 446; 5602; 884; 1499; 1; 0; 10024; 8556; 177; 0.2419; 1.1693; -5.6535e-02; 56583.16; 477713.84; 174437.05; 1.5455; 393; 156; 687; 40; 158; 22; 704; 786; 7; 6; 0.9673; -1.1608e-02; 628.75; 918.98; 524.21; 0.8810; 1534; 303; 126; 0.0255; 3262; 2; 1; 0; 3; 192512.77; 0.00; 452528.89; 645041.66; 334037180.90; 0.032672
313; 1473; 170; 1643; 1900; 3543; 5154; 443; 5597; 881; 1494; 1; 0; 10021; 8556; 178; 0.2429; 1.2189; -4.2133e-02; 32197.24; 472852.69; 163811.72; 1.5882; 366; 155; 703; 40; 164; 17; 708; 794; 6; 2; 0.9646; -1.2254e-02; 629.56; 949.82; 561.94; 1.7119; 1551; 296; 118; 0.0256; 3259; 2; 0; 0; 6; 112437.69; 0.00; 605089.25; 717526.95; 332813153.89; 0.032646
314; 1475; 172; 1647; 1906; 3553; 5146; 441; 5587; 883; 1496; 1; 1; 10023; 8556; 180; 0.2438; 1.1307; -7.4729e-02; 32230.42; 469390.54; 149037.87; 2.0625; 377; 151; 719; 34; 164; 16; 706; 790; 3; 2; 0.9795; -5.4138e-03; 631.10; 957.52; 540.93; 0.7642; 1528; 286; 106; 0.0259; 3253; 0; 0; 0; 3; 0.00; 0.00; 320523.44; 320523.44; 331401804.45; 0.032743
315; 1479; 171; 1650; 1905; 3555; 5144; 441; 5585; 883; 1495; 1; 0; 10023; 8556; 183; 0.2440; 1.0837; -9.3833e-02; 28812.46; 465307.51; 141092.18; 1.2353; 354; 149; 730; 27; 170; 17; 712; 806; 3; 3; 0.9692; -7.3332e-04; 631.04; 966.39; 544.20; 1.7300; 1546; 283; 100; 0.0261; 3246; 3; 2; 0; 3; 203771.53; 0.00; 307129.02; 510900.55; 330022965.19; 0.032216
316; 1481; 172; 1653; 1913; 3566; 5135; 441; 5576; 885; 1498; 1; 0; 10027; 8556; 182; 0.2449; 1.1057; -1.1965e-01; 52490.28; 463355.68; 174479.73; 0.5000; 351; 159; 749; 36; 178; 10; 730; 813; 5; 3; 0.9873; 5.6016e-03; 630.37; 952.77; 555.47; 0.8919; 1568; 293; 111; 0.0265; 3239; 3; 2; 0; 1; 148214.20; 0.00; 160159.79; 308373.99; 328579642.71; 0.032468
317; 1478; 169; 1647; 1924; 3571; 5125; 444; 5569; 884; 1497; 2; 0; 10024; 8556; 179; 0.2458; 1.1198; -1.1244e-01; 24170.22; 452842.61; 106768.71; 0.1429; 338; 152; 781; 42; 188; 14; 728; 834; 4; 8; 0.9799; 7.4486e-03; 630.52; 942.58; 515.44; 1.1308; 1568; 286; 107; 0.0267; 3234; 5; 5; 0; 2; 354052.66; 0.00; 159943.12; 513995.77; 327465578.09; 0.032200
318; 1479; 169; 1648; 1932; 3580; 5118; 445; 5563; 881; 1495; 3; 0; 10024; 8556; 180; 0.2468; 1.0935; -1.1067e-01; 30899.58; 445183.38; 162485.26; 2.2727; 341; 156; 809; 43; 187; 11; 725; 834; 5; 4; 0.9835; 1.7786e-02; 631.71; 928.47; 568.97; 1.7090; 1592; 314; 134; 0.0271; 3228; 3; 1; 0; 2; 91673.03; 0.00; 158217.61; 249890.64; 325744671.54; 0.032473
319; 1483; 167; 1650; 1929; 3579; 5118; 447; 5565; 879; 1493; 3; 1; 10023; 8556; 183; 0.2468; 1.0789; -1.0572e-01; 29366.75; 437520.18; 145161.40; 0.6842; 353; 155; 832; 37; 192; 19; 764; 848; 3; 7; 0.9881; 1.6121e-02; 635.66; 932.78; 586.14; 1.5985; 1591; 320; 137; 0.0273; 3215; 1; 1; 0; 2; 73558.55; 0.00; 187837.53; 261396.08; 323487806.18; 0.032122
320; 1487; 166; 1653; 1936; 3589; 5107; 445; 5552; 883; 1494; 3; 0; 10024; 8556; 185; 0.2479; 1.0666; -1.1656e-01; 37147.29; 433027.55; 152409.82; 0.6190; 363; 158; 853; 41; 196; 21; 758; 864; 7; 6; 0.9977; 2.2175e-02; 633.50; 947.28; 531.09; 0.9630; 1551; 293; 108; 0.0277; 3206; 5; 2; 0; 5; 450159.15; 0.00; 371327.88; 821487.03; 322302889.92; 0.032137
321; 1486; 167; 1653; 1943; 3596; 5098; 442; 5540; 885; 1494; 2; 0; 10021; 8556; 188; 0.2491; 1.0150; -1.4000e-01; 27531.78; 432674.06; 157220.07; 1.0000; 346; 152; 867; 37; 204; 13; 763; 862; 6; 3; 0.9887; 1.8376e-02; 634.02; 951.98; 564.46; 1.5169; 1572; 306; 118; 0.0281; 3200; 1; 0; 0; 5; 33357.68; 0.00; 385748.81; 419106.49; 321035881.45; 0.032881
322; 1492; 167; 1659; 1950; 3609; 5089; 440; 5529; 885; 1492; 2; 0; 10023; 8556; 192; 0.2504; 1.0520; -1.4495e-01; 32338.60; 423400.15; 114399.61; 1.1538; 333; 145; 905; 52; 207; 13; 786; 885; 5; 3; 0.9700; 1.1958e-02; 635.61; 976.73; 597.52; 2.3645; 1576; 299; 107; 0.0283; 3191; 2; 1; 0; 4; 108842.61; 0.00; 300561.40; 409404.01; 319331286.80; 0.032347
323; 1494; 167; 1661; 1958; 3619; 5077; 439; 5516; 888; 1494; 2; 0; 10023; 8556; 194; 0.2515; 0.9765; -1.6713e-01; 40011.75; 417489.12; 151683.09; 4.5789; 344; 149; 926; 38; 210; 19; 786; 889; 7; 4; 0.9737; 6.5104e-03; 635.65; 952.69; 591.36; 2.2778; 1590; 320; 126; 0.0286; 3187; 2; 2; 0; 5; 119714.15; 0.00; 555959.03; 675673.18; 317794211.23; 0.032334
324; 1498; 167; 1665; 1962; 3627; 5073; 439; 5512; 887; 1493; 3; 0; 10026; 8556; 195; 0.2521; 0.9483; -1.6706e-01; 36291.40; 412703.34; 129209.79; 4.6000; 329; 144; 949; 45; 219; 15; 803; 898; 7; 4; 0.9457; -6.6068e-03; 632.40; 931.73; 538.81; 2.7520; 1604; 320; 125; 0.0290; 3179; 1; 1; 0; 1; 205907.20; 0.00; 31955.81; 237863.01; 316425761.98; 0.032687
325; 1492; 167; 1659; 1970; 3629; 5071; 437; 5508; 885; 1489; 3; 0; 10022; 8556; 193; 0.2528; 0.9866; -1.9444e-01; 25205.79; 402285.91; 108063.41; 0.0000; 329; 138; 988; 58; 223; 17; 817; 929; 6; 4; 0.9622; -2.7109e-03; 635.43; 935.11; 536.63; 0.9920; 1596; 318; 125; 0.0293; 3170; 1; 1; 0; 6; 58281.95; 0.00; 327118.51; 385400.46; 314150971.18; 0.032106
326; 1489; 166; 1655; 1984; 3639; 5062; 434; 5496; 887; 1487; 3; 0; 10022; 8556; 189; 0.2540; 0.9740; -1.7331e-01; 28238.01; 398250.48; 123277.37; 1.5000; 321; 139; 1009; 39; 223; 12; 818; 921; 7; 5; 0.9568; -1.6057e-02; 635.24; 947.18; 559.20; 1.4065; 1592; 312; 123; 0.0296; 3162; 1; 1; 0; 3; 2159.89; 0.00; 241366.49; 243526.37; 312516371.52; 0.032302
327; 1497; 166; 1663; 1991; 3654; 5055; 434; 5489; 885; 1485; 3; 0; 10028; 8556; 191; 0.2550; 0.9315; -1.5759e-01; 20624.73; 392380.91; 113541.84; 2.5000; 308; 131; 1034; 38; 225; 6; 830; 916; 2; 3; 0.9719; -7.7082e-03; 633.42; 945.60; 537.95; 0.9412; 1604; 310; 119; 0.0300; 3155; 2; 2; 0; 1; 282385.48; 0.00; 55570.17; 337955.64; 310994015.15; 0.032114
328; 1492; 165; 1657; 2000; 3657; 5049; 435; 5484; 883; 1483; 3; 0; 10024; 8556; 189; 0.2558; 0.9016; -1.5449e-01; 34133.30; 382730.06; 95201.27; 0.5000; 324; 132; 1077; 50; 230; 22; 850; 924; 5; 6; 0.9761; -1.0620e-02; 635.29; 932.18; 551.18; 1.4044; 1601; 325; 136; 0.0305; 3152; 3; 2; 0; 2; 183600.05; 0.00; 121239.74; 304839.79; 309506565.90; 0.032239
329; 1492; 168; 1660; 2003; 3663; 5042; 436; 5478; 883; 1487; 2; 1; 10024; 8556; 192; 0.2565; 0.9405; -1.6184e-01; 31819.29; 382217.52; 154980.18; 4.2222; 313; 131; 1083; 29; 234; 9; 862; 933; 3; 4; 0.9839; -1.5248e-03; 636.59; 954.28; 549.60; 1.3884; 1598; 313; 121; 0.0309; 3148; 3; 3; 0; 0; 386043.74; 0.00; 0.00; 386043.74; 308045721.20; 0.032195
330; 1489; 169; 1658; 2014; 3672; 5032; 438; 5470; 881; 1488; 2; 0; 10023; 8556; 191; 0.2577; 0.8488; -1.8925e-01; 23606.30; 375875.53; 126636.67; 3.4444; 315; 126; 1118; 48; 237; 9; 859; 931; 3; 4; 0.9804; -3.4594e-03; 636.94; 936.37; 562.82; 1.3636; 1610; 334; 143; 0.0315; 3145; 3; 2; 0; 2; 183017.21; 0.00; 103156.75; 286173.96; 306910582.62; 0.032303
331; 1489; 169; 1658; 2023; 3681; 5019; 437; 5456; 883; 1489; 2; 0; 10020; 8556; 194; 0.2591; 0.8376; -2.0207e-01; 29937.58; 370295.11; 153599.32; 15.5000; 317; 134; 1150; 47; 241; 14; 876; 935; 7; 5; 0.9968; 3.2491e-03; 635.23; 954.20; 544.70; 0.7131; 1595; 316; 122; 0.0323; 3137; 2; 2; 0; 4; 162280.86; 0.00; 384694.04; 546974.90; 305391576.38; 0.032170
332; 1487; 170; 1657; 2032; 3689; 5012; 433; 5445; 887; 1490; 2; 0; 10021; 8556; 192; 0.2599; 0.8746; -2.0932e-01; 168784.51; 365728.31; 133974.38; 0.2143; 317; 134; 1166; 39; 249; 14; 894; 949; 9; 4; 0.9888; -1.1284e-03; 636.54; 956.89; 553.14; 1.6119; 1605; 326; 134; 0.0328; 3130; 2; 2; 0; 4; 365535.85; 0.00; 276839.66; 642375.52; 303822040.58; 0.032516
333; 1491; 170; 1661; 2034; 3695; 5007; 434; 5441; 886; 1490; 2; 0; 10022; 8556; 195; 0.2605; 0.7788; -2.1183e-01; 24638.61; 362521.73; 141705.15; 7.1250; 307; 127; 1187; 38; 256; 8; 890; 947; 3; 3; 0.9787; -3.4358e-03; 636.45; 987.72; 542.45; 0.4860; 1587; 302; 107; 0.0336; 3122; 3; 3; 0; 1; 294120.12; 0.00; 21515.25; 315635.38; 302350444.21; 0.032643
334; 1495; 170; 1665; 2044; 3709; 4992; 433; 5425; 888; 1491; 1; 0; 10022; 8556; 199; 0.2622; 0.7831; -2.2247e-01; 26133.24; 357311.39; 106994.47; 0.1000; 302; 127; 1211; 39; 257; 10; 919; 966; 7; 3; 0.9894; 1.7270e-04; 636.80; 964.65; 544.75; 0.9516; 1610; 323; 124; 0.0344; 3121; 3; 3; 0; 4; 167913.18; 0.00; 244927.64; 412840.82; 301238069.75; 0.032209
335; 1499; 170; 1669; 2050; 3719; 4984; 432; 5416; 888; 1490; 1; 1; 10023; 8556; 202; 0.2632; 0.8081; -2.2131e-01; 18149.51; 352511.51; 90104.74; 0.2500; 297; 123; 1240; 42; 260; 4; 927; 972; 2; 1; 0.9627; -5.4112e-04; 640.00; 994.30; 574.26; 2.7611; 1606; 315; 113; 0.0349; 3118; 1; 1; 0; 2; 64427.60; 0.00; 139787.23; 204214.83; 299976635.02; 0.032338
336; 1501; 168; 1669; 2065; 3734; 4970; 435; 5405; 886; 1489; 1; 2; 10025; 8556; 200; 0.2647; 0.7525; -2.1268e-01; 27503.29; 345692.39; 107446.89; 3.7778; 308; 132; 1281; 48; 273; 18; 937; 974; 11; 7; 0.9835; 1.5968e-02; 640.05; 982.99; 567.43; 0.7339; 1609; 324; 124; 0.0356; 3107; 2; 2; 0; 3; 111265.21; 0.00; 178267.32; 289532.53; 298159295.95; 0.032062
337; 1501; 164; 1665; 2074; 3739; 4961; 442; 5403; 882; 1488; 1; 0; 10024; 8556; 197; 0.2654; 0.7821; -1.9534e-01; 20343.59; 342182.07; 97288.68; 5.6667; 305; 127; 1300; 39; 279; 12; 937; 981; 2; 8; 0.9808; 1.5758e-02; 639.96; 984.86; 558.54; 1.0750; 1610; 317; 120; 0.0363; 3105; 7; 7; 0; 1; 421678.61; 0.00; 37614.28; 459292.89; 297208163.49; 0.032175
338; 1505; 163; 1668; 2080; 3748; 4954; 438; 5392; 885; 1486; 1; 0; 10025; 8556; 199; 0.2664; 0.7281; -2.2216e-01; 23446.07; 337994.33; 92381.40; 1.4545; 296; 127; 1323; 40; 278; 11; 936; 984; 6; 2; 0.9976; 3.3917e-02; 641.78; 996.58; 553.13; 1.0357; 1609; 311; 112; 0.0371; 3103; 2; 2; 0; 6; 109879.03; 0.00; 207277.53; 317156.56; 295752826.28; 0.032400
339; 1503; 161; 1664; 2088; 3752; 4939; 440; 5379; 887; 1488; 1; 0; 10018; 8556; 202; 0.2676; 0.7534; -2.1733e-01; 152548.12; 332773.10; 123361.72; 8.8500; 300; 128; 1350; 43; 286; 20; 946; 993; 11; 9; 0.9859; 2.5379e-02; 641.48; 973.78; 538.76; 1.5610; 1613; 325; 123; 0.0378; 3098; 7; 6; 0; 3; 392542.88; 0.00; 183300.40; 575843.28; 294686843.59; 0.032211
340; 1504; 161; 1665; 2099; 3764; 4929; 439; 5368; 889; 1489; 1; 1; 10021; 8556; 200; 0.2687; 0.7507; -2.0481e-01; 25963.12; 332764.63; 109914.09; 1.2941; 297; 127; 1346; 20; 281; 17; 943; 997; 11; 3; 0.9764; 1.8949e-02; 644.21; 980.74; 557.68; 1.5565; 1609; 324; 124; 0.0383; 3096; 1; 1; 0; 5; 214505.31; 0.00; 372869.28; 587374.60; 293683418.19; 0.032555
341; 1510; 158; 1668; 2102; 3770; 4924; 438; 5362; 889; 1485; 1; 0; 10021; 8556; 203; 0.2694; 0.7458; -1.8881e-01; 48228.25; 327767.38; 100885.72; 1.6190; 300; 129; 1372; 49; 284; 21; 961; 989; 10; 4; 0.9906; 7.1665e-03; 642.48; 973.90; 561.77; 1.2955; 1629; 335; 132; 0.0389; 3091; 4; 4; 0; 3; 260234.55; 0.00; 196919.66; 457154.20; 291994319.54; 0.032570
342; 1519; 156; 1675; 2106; 3781; 4912; 437; 5349; 893; 1486; 1; 0; 10023; 8556; 208; 0.2705; 0.7587; -1.6190e-01; 29442.13; 326773.28; 95477.19; 1.3158; 299; 130; 1378; 29; 285; 19; 969; 991; 10; 5; 0.9753; 6.2971e-04; 643.84; 965.28; 539.72; 1.1926; 1635; 343; 135; 0.0394; 3092; 4; 3; 0; 9; 142672.44; 0.00; 470678.50; 613350.93; 290593599.02; 0.032397
343; 1515; 155; 1670; 2124; 3794; 4899; 436; 5335; 893; 1484; 2; 0; 10022; 8556; 204; 0.2721; 0.7251; -1.5122e-01; 43799.74; 323560.55; 115063.71; 1.2667; 297; 134; 1396; 41; 289; 15; 958; 992; 11; 3; 0.9802; -5.0513e-03; 643.70; 971.54; 545.42; 0.8077; 1629; 334; 130; 0.0399; 3090; 2; 1; 0; 8; 63968.36; 0.00; 600243.90; 664212.26; 289478350.45; 0.032605
344; 1510; 157; 1667; 2139; 3806; 4888; 435; 5323; 893; 1485; 2; 2; 10022; 8556; 201; 0.2735; 0.7043; -1.4558e-01; 31451.28; 322008.94; 147252.62; 8.5000; 294; 125; 1405; 30; 288; 12; 964; 999; 6; 2; 0.9890; -7.2394e-03; 643.28; 950.97; 550.50; 0.9664; 1642; 350; 149; 0.0405; 3085; 1; 1; 0; 4; 349751.06; 0.00; 415153.66; 764904.72; 288492309.09; 0.032672
345; 1513; 156; 1669; 2152; 3821; 4873; 434; 5307; 892; 1482; 2; 0; 10020; 8556; 205; 0.2755; 0.6830; -1.5197e-01; 46535.17; 317125.50; 97772.36; 2.5385; 292; 126; 1441; 55; 291; 13; 958; 1000; 7; 3; 0.9979; 9.7029e-04; 644.01; 961.53; 543.55; 0.6454; 1641; 346; 141; 0.0412; 3079; 1; 1; 0; 4; 27138.44; 0.00; 228732.26; 255870.70; 287021352.70; 0.032806
346; 1523; 152; 1675; 2156; 3831; 4866; 435; 5301; 892; 1479; 2; 1; 10024; 8556; 207; 0.2762; 0.6866; -1.4883e-01; 55152.33; 312707.78; 111663.72; 9.9444; 292; 127; 1461; 40; 293; 18; 972; 1006; 7; 8; 1.0032; 1.1229e-02; 644.94; 990.28; 557.44; 1.2520; 1632; 330; 123; 0.0419; 3078; 4; 3; 0; 2; 508245.68; 0.00; 146408.81; 654654.49; 285905217.96; 0.032130
347; 1519; 152; 1671; 2169; 3840; 4856; 438; 5294; 889; 1479; 2; 0; 10023; 8556; 204; 0.2773; 0.6538; -1.4626e-01; 116219.01; 310423.49; 100574.69; 3.2692; 307; 140; 1474; 42; 295; 26; 961; 1007; 15; 8; 0.9984; 2.3443e-02; 644.08; 958.69; 542.18; 1.4236; 1635; 348; 144; 0.0427; 3075; 3; 2; 0; 8; 66711.50; 0.00; 548715.47; 615426.97; 284429941.70; 0.032659
348; 1528; 152; 1680; 2166; 3846; 4852; 442; 5294; 885; 1479; 3; 2; 10025; 8556; 211; 0.2778; 0.6880; -1.3458e-01; 96686.85; 308350.60; 89517.22; 1.8696; 298; 129; 1490; 47; 295; 23; 988; 1014; 9; 8; 1.0107; 2.6118e-02; 645.09; 984.91; 576.04; 1.5896; 1643; 345; 134; 0.0434; 3073; 7; 4; 0; 6; 323015.83; 0.00; 439575.99; 762591.82; 283255468.68; 0.032607
349; 1525; 152; 1677; 2173; 3850; 4842; 446; 5288; 886; 1484; 3; 1; 10024; 8556; 209; 0.2784; 0.6737; -1.3972e-01; 117545.71; 306910.25; 129179.74; 2.8966; 312; 135; 1492; 30; 300; 29; 974; 1012; 11; 12; 1.0090; 3.1105e-02; 647.02; 988.95; 549.26; 0.7705; 1616; 331; 122; 0.0441; 3074; 8; 5; 0; 8; 729127.54; 0.00; 417047.96; 1146175.50; 282487323.59; 0.032802
350; 1527; 152; 1679; 2188; 3867; 4828; 439; 5267; 893; 1484; 3; 0; 10027; 8556; 208; 0.2800; 0.6851; -9.5459e-02; 120363.81; 305661.31; 104642.50; 1.7143; 298; 132; 1491; 36; 295; 28; 982; 1008; 16; 6; 1.0089; 2.2501e-02; 645.30; 934.00; 540.52; 0.5092; 1666; 371; 163; 0.0447; 3073; 4; 3; 0; 10; 147336.10; 0.00; 615039.16; 762375.27; 281360674.77; 0.033311
351; 1533; 154; 1687; 2187; 3874; 4817; 439; 5256; 893; 1486; 2; 0; 10023; 8556; 220; 0.2813; 0.6665; -1.0530e-01; 36068.25; 304903.66; 118790.65; 5.0357; 304; 128; 1498; 39; 300; 28; 976; 1001; 11; 6; 0.9929; 1.5654e-02; 649.08; 1001.17; 548.04; 1.1818; 1626; 341; 121; 0.0453; 3059; 4; 4; 0; 7; 490133.48; 0.00; 434965.71; 925099.19; 279418602.36; 0.032802
352; 1538; 154; 1692; 2187; 3879; 4817; 435; 5252; 894; 1483; 2; 0; 10025; 8556; 223; 0.2817; 0.6654; -9.6410e-02; 25228.17; 303761.56; 102928.96; 1.5000; 288; 120; 1504; 42; 293; 16; 996; 999; 7; 3; 0.9749; 5.6494e-03; 653.61; 996.71; 565.65; 1.8797; 1655; 356; 133; 0.0455; 3058; 1; 1; 0; 5; 50070.75; 0.00; 277692.36; 327763.11; 278185628.52; 0.033018
