Model time; nNonBTLHomeless; nBTLHomeless; nHomeless; nRenting; nNonOwner; nNonBTLOwnerOccupier; nBTLOwnerOccupier; nOwnerOccupier; nActiveBTL; nBTL; nNonBTLBankrupt; nBTLBankrupt; TotalPopulation; HousingStock; nEmptyHouses; BTLStockFraction; Sale HPI; Sale AnnualHPA; Sale AvBidPrice; Sale AvOfferPrice; Sale AvSalePrice; Sale AvMonthsOnMarket; Sale nBuyers; Sale nBTLBuyers; Sale nSellers; Sale nNewSellers; Sale nBTLSellers; Sale nSales; Sale nNonBTLBidsAboveExpAvSalePrice; Sale nBTLBidsAboveExpAvSalePrice; Sale nSalesToBTL; Sale nSalesToFTB; Rental HPI; Rental AnnualHPA; Rental AvBidPrice; Rental AvOfferPrice; Rental AvSalePrice; Rental AvMonthsOnMarket; Rental nBuyers; Rental nSellers; Rental nSales; Rental ExpAvFlowYield; nStockMortgages; nNewFTBMortgages; nNewFTBMortgagesToBTL; nNewHMMortgages; nNewBTLMortgages; newFTBCredit; newHMCredit; newBTLCredit; newTotalCredit; creditStock; interestRate
10; 1446; 208; 1654; 1172; 2826; 5844; 689; 6533; 666; 1563; 0; 0; 10025; 8556; 185; 0.1586; 0.9849; -1.3514e-02; 28371.05; 317824.62; 200888.43; 4.0000; 452; 201; 664; 30; 3; 25; 699; 859; 1; 14; 0.8649; -9.1792e-02; 642.55; 1476.01; 573.98; 2.5000; 1417; 197; 12; 0.0370; 1220; 11; 2; 5; 0; 1255683.32; 598624.37; 0.00; 1854307.68; 135263591.11; 0.034178
11; 1449; 204; 1653; 1165; 2818; 5848; 692; 6540; 666; 1562; 0; 0; 10024; 8556; 185; 0.1578; 0.9608; -2.7809e-02; 27152.31; 316116.62; 168706.63; 5.7037; 441; 201; 671; 32; 2; 27; 689; 875; 2; 11; 0.9154; -9.2860e-02; 641.69; 1473.90; 515.48; 0.0000; 1424; 194; 9; 0.0364; 1228; 6; 2; 2; 1; 372201.32; 168916.17; 60468.38; 601585.88; 135414999.59; 0.034250
12; 1440; 205; 1645; 1169; 2814; 5852; 690; 6542; 668; 1563; 0; 0; 10024; 8556; 177; 0.1573; 0.9695; -2.8759e-02; 26212.39; 316830.72; 145566.95; 5.2692; 455; 199; 676; 34; 2; 26; 755; 890; 1; 17; 0.9189; -1.0720e-01; 646.93; 1161.01; 541.89; 1.1078; 1494; 279; 102; 0.0359; 1242; 14; 3; 0; 1; 1237700.67; 0.00; 130395.77; 1368096.43; 136409781.35; 0.032588
13; 1438; 203; 1641; 1177; 2818; 5850; 692; 6542; 667; 1562; 1; 0; 10027; 8556; 170; 0.1574; 0.9769; -3.1570e-02; 24911.86; 315147.06; 134132.16; 3.1000; 443; 200; 698; 50; 4; 30; 747; 897; 2; 17; 0.9453; -9.2228e-02; 645.19; 1174.11; 580.59; 0.8515; 1500; 271; 101; 0.0355; 1257; 12; 2; 3; 2; 680152.04; 238318.52; 104907.00; 1023377.56; 136971465.66; 0.033605
14; 1434; 204; 1638; 1186; 2824; 5847; 692; 6539; 667; 1563; 1; 0; 10030; 8556; 164; 0.1578; 0.9519; -3.6112e-02; 25829.61; 316222.63; 161813.78; 4.4167; 446; 202; 700; 35; 4; 24; 743; 898; 3; 11; 0.9088; -6.9828e-02; 644.26; 1158.91; 550.94; 1.1683; 1495; 265; 101; 0.0352; 1271; 11; 1; 1; 3; 830283.18; 143295.31; 272574.43; 1246152.92; 137783736.34; 0.033148
15; 1430; 203; 1633; 1180; 2813; 5854; 689; 6543; 670; 1562; 1; 0; 10026; 8556; 163; 0.1570; 0.9222; -5.4015e-02; 36669.29; 314817.37; 189139.18; 6.1143; 453; 200; 710; 35; 4; 35; 748; 908; 5; 18; 0.9300; -4.7619e-02; 643.60; 1141.55; 529.45; 0.2970; 1482; 264; 101; 0.0350; 1289; 14; 1; 1; 4; 1500437.97; 90626.90; 432490.22; 2023555.08; 139392624.97; 0.033443
16; 1431; 202; 1633; 1180; 2813; 5854; 690; 6544; 672; 1564; 1; 0; 10029; 8556; 160; 0.1566; 0.9562; -6.5359e-02; 23180.54; 315606.76; 129252.78; 5.3750; 434; 196; 703; 29; 5; 24; 759; 930; 1; 12; 0.9272; -2.4211e-02; 644.80; 1138.56; 529.45; 0.5243; 1499; 263; 103; 0.0348; 1292; 8; 2; 0; 0; 527631.26; 0.00; 0.00; 527631.26; 139307245.80; 0.034474
17; 1426; 202; 1628; 1182; 2810; 5857; 688; 6545; 671; 1561; 0; 0; 10026; 8556; 158; 0.1566; 0.9489; -7.4081e-02; 26209.92; 314957.84; 143352.40; 3.5556; 434; 196; 715; 40; 7; 27; 746; 937; 2; 16; 0.9429; -1.7800e-02; 643.39; 1177.28; 554.20; 0.5543; 1486; 250; 92; 0.0347; 1300; 9; 0; 2; 1; 579922.87; 211464.16; 48222.48; 839609.52; 139512911.18; 0.032491
18; 1422; 202; 1624; 1182; 2806; 5857; 687; 6544; 673; 1562; 2; 0; 10023; 8556; 157; 0.1565; 0.9195; -7.3229e-02; 31756.20; 312632.83; 196244.20; 6.1000; 447; 196; 737; 49; 6; 30; 750; 944; 3; 16; 0.9211; -5.3926e-03; 646.57; 1187.13; 544.07; 0.7317; 1455; 239; 82; 0.0345; 1313; 10; 2; 3; 3; 1319661.38; 180536.86; 182041.46; 1682239.70; 140547337.94; 0.032904
19; 1427; 201; 1628; 1185; 2813; 5856; 685; 6541; 673; 1559; 2; 0; 10027; 8556; 157; 0.1568; 0.9293; -8.0579e-02; 32050.91; 309736.42; 158906.21; 4.3421; 457; 196; 745; 39; 6; 38; 779; 950; 2; 18; 0.9445; 2.4435e-02; 647.95; 1196.14; 596.50; 0.5714; 1452; 241; 84; 0.0345; 1324; 13; 2; 2; 1; 942043.87; 254646.41; 185421.68; 1382111.96; 141289791.79; 0.034023
20; 1429; 200; 1629; 1185; 2814; 5855; 684; 6539; 672; 1556; 2; 0; 10025; 8556; 160; 0.1572; 0.9333; -7.7658e-02; 31150.22; 312961.65; 170876.22; 4.6250; 442; 195; 744; 39; 6; 32; 789; 948; 3; 11; 0.9623; 3.7840e-02; 647.79; 1117.15; 548.73; 0.3636; 1494; 270; 110; 0.0345; 1329; 7; 1; 2; 2; 564121.14; 80002.73; 157739.50; 801863.37; 141056767.79; 0.033625
21; 1431; 196; 1627; 1183; 2810; 5855; 685; 6540; 675; 1556; 2; 0; 10025; 8556; 158; 0.1567; 0.9303; -6.4231e-02; 29778.88; 313096.66; 153088.38; 4.0541; 440; 192; 744; 35; 7; 37; 774; 951; 2; 16; 0.9677; 4.7191e-02; 650.61; 1208.00; 584.32; 0.6579; 1459; 234; 76; 0.0346; 1338; 10; 4; 3; 1; 822791.98; 230934.25; 46553.79; 1100280.02; 141631447.47; 0.032855
22; 1431; 194; 1625; 1184; 2809; 5854; 684; 6538; 677; 1555; 2; 0; 10024; 8556; 157; 0.1567; 0.9014; -6.5700e-02; 132399.83; 312435.58; 141024.30; 3.8125; 428; 194; 752; 45; 7; 32; 778; 954; 6; 13; 0.9625; 6.1651e-02; 651.06; 1220.34; 563.07; 0.6471; 1463; 225; 68; 0.0347; 1350; 12; 4; 0; 3; 714051.66; 0.00; 240340.12; 954391.78; 141920203.53; 0.033251
23; 1432; 194; 1626; 1186; 2812; 5855; 683; 6538; 675; 1552; 2; 0; 10025; 8556; 157; 0.1570; 0.9251; -5.4775e-02; 24703.49; 313346.47; 126137.70; 3.9655; 430; 191; 756; 37; 7; 29; 790; 957; 2; 17; 0.9592; 6.1744e-02; 654.35; 1125.00; 551.35; 0.9020; 1490; 259; 102; 0.0348; 1360; 10; 0; 2; 1; 421011.35; 145003.27; 118374.50; 684389.12; 142122128.72; 0.033057
24; 1435; 192; 1627; 1188; 2815; 5851; 684; 6535; 675; 1551; 2; 0; 10025; 8556; 158; 0.1573; 0.8952; -6.6387e-02; 24544.36; 312794.18; 140039.10; 5.0833; 425; 192; 760; 35; 8; 24; 782; 953; 1; 10; 0.9720; 7.2078e-02; 656.16; 1130.55; 570.18; 0.9703; 1497; 259; 101; 0.0349; 1369; 9; 3; 2; 0; 553231.68; 95309.22; 0.00; 648540.90; 142285208.87; 0.032699
25; 1436; 196; 1632; 1190; 2822; 5846; 679; 6525; 677; 1552; 2; 0; 10024; 8556; 164; 0.1583; 0.8580; -7.8730e-02; 26051.27; 312587.33; 130094.26; 5.3636; 419; 188; 772; 37; 9; 22; 761; 962; 4; 7; 0.9791; 4.7012e-02; 654.56; 1301.70; 524.22; 0.4444; 1435; 200; 36; 0.0351; 1374; 5; 1; 1; 1; 279823.81; 33659.04; 28703.58; 342186.43; 142203012.45; 0.032651
26; 1443; 194; 1637; 1188; 2825; 5844; 679; 6523; 677; 1550; 3; 0; 10025; 8556; 168; 0.1585; 0.9002; -8.4505e-02; 23399.15; 308912.34; 119138.07; 1.9091; 422; 187; 795; 49; 9; 33; 779; 969; 1; 13; 0.9583; 4.9211e-02; 654.49; 1286.81; 494.93; 0.8108; 1447; 205; 37; 0.0353; 1381; 7; 2; 1; 1; 598188.56; 65371.81; 29229.61; 692789.98; 142393038.37; 0.032245
27; 1439; 195; 1634; 1189; 2823; 5843; 680; 6523; 678; 1553; 3; 0; 10024; 8556; 166; 0.1584; 0.8392; -8.8951e-02; 26009.12; 312361.68; 140792.93; 3.6190; 415; 189; 789; 30; 9; 21; 776; 969; 2; 6; 0.9602; 4.0755e-02; 657.13; 1284.46; 645.03; 1.8298; 1460; 213; 47; 0.0354; 1387; 4; 1; 2; 1; 356360.96; 112794.41; 99950.68; 569106.05; 142484143.71; 0.032710
28; 1435; 194; 1629; 1202; 2831; 5833; 678; 6511; 681; 1553; 3; 0; 10023; 8556; 162; 0.1594; 0.8295; -9.2379e-02; 25884.59; 310290.20; 159361.60; 2.2105; 408; 185; 810; 43; 11; 19; 796; 982; 3; 6; 0.9724; 4.5147e-02; 657.02; 1223.00; 565.89; 1.2542; 1467; 221; 59; 0.0358; 1389; 4; 3; 0; 1; 528367.14; 0.00; 151460.20; 679827.34; 142314907.25; 0.032546
29; 1437; 193; 1630; 1207; 2837; 5828; 673; 6501; 684; 1550; 3; 0; 10022; 8556; 164; 0.1602; 0.8316; -1.1567e-01; 23733.85; 308192.51; 132475.54; 4.5200; 403; 184; 822; 34; 12; 25; 807; 985; 5; 10; 0.9348; 2.4037e-02; 655.58; 1199.96; 558.38; 1.7969; 1474; 228; 64; 0.0360; 1397; 6; 1; 0; 4; 473120.91; 0.00; 244935.57; 718056.48; 142425445.98; 0.032693
30; 1438; 194; 1632; 1217; 2849; 5813; 677; 6490; 683; 1554; 3; 0; 10022; 8556; 166; 0.1616; 0.8115; -1.2463e-01; 18324.92; 306724.48; 113744.23; 4.0714; 395; 182; 839; 42; 12; 14; 804; 985; 3; 9; 0.9376; 1.9218e-02; 657.00; 1201.83; 552.48; 1.0000; 1477; 226; 60; 0.0363; 1403; 7; 4; 0; 0; 493116.48; 0.00; 0.00; 493116.48; 142473847.90; 0.032744
31; 1443; 194; 1637; 1222; 2859; 5806; 679; 6485; 683; 1556; 3; 0; 10027; 8556; 166; 0.1622; 0.8058; -1.2469e-01; 22549.44; 303504.74; 138973.09; 1.6111; 396; 184; 859; 34; 13; 18; 819; 993; 2; 7; 0.9363; 7.7864e-05; 656.31; 1223.27; 598.80; 1.5714; 1482; 222; 56; 0.0365; 1407; 5; 3; 0; 1; 313909.29; 0.00; 179570.26; 493479.55; 142419648.58; 0.032445
32; 1440; 195; 1635; 1227; 2862; 5804; 679; 6483; 682; 1556; 2; 0; 10027; 8556; 164; 0.1626; 0.8014; -1.3065e-01; 28139.15; 300088.10; 124714.68; 1.6000; 407; 183; 883; 42; 17; 25; 839; 1000; 2; 10; 0.9556; 5.2905e-04; 658.21; 1164.55; 579.94; 1.1184; 1490; 240; 76; 0.0368; 1409; 5; 3; 0; 1; 431693.85; 0.00; 25511.03; 457204.88; 141985197.86; 0.032445
33; 1439; 196; 1635; 1233; 2868; 5796; 682; 6478; 682; 1560; 2; 0; 10028; 8556; 163; 0.1632; 0.8102; -1.3448e-01; 24542.80; 300929.55; 136378.81; 6.4286; 403; 183; 880; 24; 16; 21; 837; 1001; 4; 9; 0.9422; -1.4092e-02; 657.88; 1154.71; 574.16; 1.5556; 1493; 244; 81; 0.0370; 1413; 6; 3; 0; 2; 559084.30; 0.00; 117667.55; 676751.85; 141854654.48; 0.032397
34; 1437; 194; 1631; 1238; 2869; 5792; 681; 6473; 683; 1558; 2; 0; 10025; 8556; 162; 0.1636; 0.7917; -1.3082e-01; 22079.25; 299157.61; 170663.41; 4.6111; 398; 178; 893; 35; 16; 18; 829; 1000; 1; 8; 0.9488; -1.5896e-02; 656.33; 1160.84; 591.49; 0.4750; 1496; 242; 80; 0.0374; 1416; 4; 2; 0; 0; 188065.19; 0.00; 0.00; 188065.19; 141222230.24; 0.032689
35; 1432; 195; 1627; 1245; 2872; 5787; 677; 6464; 684; 1556; 2; 0; 10020; 8556; 163; 0.1646; 0.7836; -1.3468e-01; 22450.59; 294655.55; 120960.94; 2.4348; 402; 179; 912; 39; 14; 23; 818; 1006; 4; 10; 0.9636; -1.2028e-02; 653.63; 1147.57; 571.18; 0.8706; 1492; 248; 85; 0.0378; 1417; 2; 1; 0; 2; 112434.75; 0.00; 182959.38; 295394.13; 141080244.18; 0.032040
36; 1428; 194; 1622; 1257; 2879; 5779; 675; 6454; 686; 1555; 2; 0; 10019; 8556; 159; 0.1655; 0.7907; -1.3066e-01; 36122.77; 294557.40; 157974.64; 3.2917; 401; 179; 929; 41; 16; 24; 849; 1008; 6; 7; 0.9718; -3.2845e-03; 654.50; 1080.36; 586.60; 0.4322; 1514; 277; 118; 0.0381; 1418; 5; 3; 0; 4; 451820.25; 0.00; 390149.02; 841969.27; 141086827.89; 0.032183
37; 1431; 193; 1624; 1261; 2885; 5776; 672; 6448; 688; 1553; 2; 0; 10021; 8556; 159; 0.1660; 0.7880; -1.1798e-01; 22090.14; 293656.28; 143398.70; 7.0000; 393; 171; 937; 32; 16; 21; 837; 1007; 1; 9; 0.9439; -1.0628e-02; 651.79; 1086.47; 577.85; 2.1652; 1518; 274; 115; 0.0384; 1420; 6; 4; 0; 0; 509810.75; 0.00; 0.00; 509810.75; 140958371.85; 0.032908
38; 1432; 192; 1624; 1263; 2887; 5772; 672; 6444; 688; 1552; 2; 0; 10019; 8556; 161; 0.1664; 0.7857; -1.0890e-01; 23951.03; 292952.31; 148658.60; 6.1667; 391; 176; 944; 29; 19; 24; 831; 1009; 4; 15; 0.9762; -6.0276e-03; 652.34; 1147.12; 568.90; 0.2963; 1494; 242; 81; 0.0387; 1425; 6; 3; 0; 2; 642467.09; 0.00; 177368.81; 819835.90; 141342154.81; 0.032467
39; 1437; 188; 1625; 1261; 2886; 5769; 678; 6447; 687; 1553; 2; 0; 10020; 8556; 161; 0.1662; 0.8001; -8.6074e-02; 26245.84; 290375.18; 104344.42; 4.0769; 391; 172; 948; 31; 20; 26; 824; 1013; 2; 14; 0.9502; -9.4089e-03; 652.07; 1159.14; 547.80; 1.8784; 1481; 235; 74; 0.0389; 1432; 9; 4; 0; 1; 440535.56; 0.00; 34313.90; 474849.46; 141234770.39; 0.032879
40; 1441; 186; 1627; 1270; 2897; 5762; 680; 6442; 685; 1551; 1; 0; 10024; 8556; 159; 0.1670; 0.7846; -7.7243e-02; 23596.50; 290299.64; 120541.74; 2.0690; 389; 174; 956; 36; 20; 29; 820; 1014; 7; 11; 0.9055; -2.0417e-02; 651.83; 1184.57; 563.54; 2.7460; 1472; 222; 63; 0.0388; 1444; 6; 2; 3; 5; 306176.84; 260157.96; 396364.16; 962698.96; 141775876.96; 0.032421
41; 1440; 185; 1625; 1283; 2908; 5751; 677; 6428; 690; 1552; 0; 0; 10026; 8556; 155; 0.1681; 0.7649; -6.0282e-02; 26504.30; 290413.49; 146845.32; 5.4583; 384; 175; 960; 33; 21; 24; 846; 1017; 6; 6; 0.9187; -3.2424e-02; 655.59; 1136.08; 588.69; 2.5176; 1498; 240; 85; 0.0388; 1450; 4; 2; 0; 4; 432318.54; 0.00; 205502.11; 637820.66; 141944489.15; 0.033068
42; 1437; 183; 1620; 1292; 2912; 5742; 678; 6420; 691; 1552; 0; 0; 10023; 8556; 153; 0.1689; 0.7383; -7.4772e-02; 29208.60; 289658.64; 154165.91; 7.4231; 387; 170; 967; 35; 21; 26; 845; 1018; 4; 8; 0.9022; -4.1590e-02; 655.15; 1110.14; 565.06; 1.3370; 1494; 245; 92; 0.0390; 1454; 3; 2; 2; 1; 245292.78; 94559.27; 25980.81; 365832.86; 141754709.34; 0.032637
43; 1438; 183; 1621; 1303; 2924; 5726; 677; 6403; 696; 1556; 0; 0; 10023; 8556; 154; 0.1703; 0.7494; -8.0189e-02; 146157.64; 289010.42; 119757.23; 5.3500; 376; 167; 970; 33; 21; 20; 855; 1023; 6; 10; 0.9121; -2.6945e-02; 655.50; 1128.69; 540.20; 0.7375; 1489; 234; 80; 0.0392; 1464; 8; 3; 0; 4; 875693.18; 0.00; 173825.95; 1049519.12; 142297733.53; 0.032276
44; 1439; 183; 1622; 1314; 2936; 5720; 675; 6395; 697; 1555; 0; 0; 10028; 8556; 150; 0.1711; 0.7400; -7.8960e-02; 24111.83; 286571.74; 129278.22; 4.6190; 381; 166; 988; 39; 21; 21; 863; 1022; 5; 4; 0.9318; -2.9459e-02; 655.12; 1127.07; 516.34; 0.8158; 1480; 226; 76; 0.0395; 1467; 2; 1; 0; 4; 303288.32; 0.00; 288582.38; 591870.70; 142391600.09; 0.033184
45; 1443; 180; 1623; 1319; 2942; 5714; 675; 6389; 698; 1553; 0; 0; 10029; 8556; 150; 0.1717; 0.7672; -6.6495e-02; 19720.58; 284963.42; 97415.94; 5.6842; 370; 164; 1000; 33; 21; 19; 868; 1017; 5; 5; 0.9295; -2.1439e-02; 656.80; 1139.90; 528.54; 2.1690; 1486; 221; 71; 0.0395; 1468; 3; 2; 0; 3; 115898.59; 0.00; 195189.64; 311088.23; 142191190.55; 0.032577
46; 1441; 176; 1617; 1326; 2943; 5707; 677; 6384; 696; 1549; 0; 0; 10023; 8556; 150; 0.1725; 0.7312; -6.8623e-02; 149085.51; 282139.53; 124539.56; 4.3077; 366; 164; 1021; 42; 20; 26; 868; 1013; 7; 9; 0.9255; -2.1020e-02; 654.15; 1114.94; 513.22; 0.8421; 1491; 226; 76; 0.0398; 1473; 4; 2; 0; 3; 259672.05; 0.00; 264482.92; 524154.96; 142169416.87; 0.032204
47; 1440; 176; 1616; 1333; 2949; 5702; 680; 6382; 696; 1552; 0; 0; 10027; 8556; 145; 0.1727; 0.7331; -6.4574e-02; 36267.14; 280243.25; 160260.97; 4.3929; 369; 161; 1034; 42; 20; 28; 879; 1014; 4; 8; 0.9498; -1.7481e-02; 656.38; 1122.42; 552.42; 0.3205; 1485; 223; 78; 0.0402; 1477; 6; 4; 1; 2; 1083241.64; 970.07; 110325.15; 1194536.86; 142722429.89; 0.032487
48; 1435; 174; 1609; 1340; 2949; 5696; 680; 6376; 696; 1550; 0; 0; 10021; 8556; 144; 0.1734; 0.7381; -6.9152e-02; 22179.81; 279137.78; 132802.73; 6.7826; 360; 160; 1038; 33; 20; 23; 884; 1020; 3; 6; 0.9313; -2.6892e-02; 656.48; 1086.80; 580.25; 2.2292; 1508; 240; 96; 0.0403; 1482; 4; 2; 0; 3; 319067.49; 0.00; 260832.90; 579900.39; 142724196.23; 0.033376
49; 1438; 174; 1612; 1347; 2959; 5689; 680; 6369; 698; 1552; 1; 0; 10026; 8556; 142; 0.1740; 0.7354; -6.5893e-02; 23794.30; 278795.33; 145976.58; 5.2000; 366; 170; 1040; 27; 23; 20; 869; 1026; 7; 6; 0.9579; -1.3987e-02; 656.92; 1120.38; 591.04; 0.8795; 1494; 225; 83; 0.0407; 1487; 4; 2; 0; 6; 606863.05; 0.00; 511329.64; 1118192.69; 143252208.70; 0.032560
50; 1435; 174; 1609; 1353; 2962; 5685; 681; 6366; 697; 1552; 1; 0; 10025; 8556; 140; 0.1745; 0.7479; -6.0488e-02; 28566.00; 277823.00; 118324.77; 4.8966; 375; 164; 1046; 28; 23; 29; 860; 1021; 5; 8; 0.9525; -1.7343e-02; 658.50; 1118.62; 565.64; 0.8734; 1476; 219; 79; 0.0409; 1491; 6; 3; 1; 1; 395727.61; 61197.88; 48016.57; 504942.06; 143151467.01; 0.033275
51; 1442; 171; 1613; 1351; 2964; 5682; 681; 6363; 698; 1550; 0; 0; 10025; 8556; 144; 0.1747; 0.7213; -7.1304e-02; 30755.69; 275821.03; 137236.44; 10.8333; 361; 158; 1057; 44; 21; 30; 861; 1027; 3; 13; 0.9480; -4.1593e-03; 658.29; 1153.58; 592.38; 1.5972; 1480; 216; 72; 0.0412; 1503; 10; 2; 2; 1; 537219.05; 82729.43; 54290.27; 674238.75; 143401283.98; 0.032461
52; 1445; 168; 1613; 1352; 2965; 5677; 682; 6359; 699; 1549; 0; 0; 10023; 8556; 146; 0.1751; 0.7399; -6.8088e-02; 30472.74; 274769.15; 130374.97; 5.4103; 371; 157; 1061; 35; 21; 39; 886; 1026; 3; 17; 0.9602; 1.0148e-02; 659.34; 1108.04; 544.89; 1.8353; 1487; 231; 85; 0.0414; 1512; 10; 3; 3; 1; 1001412.16; 236738.67; 24824.91; 1262975.75; 143925675.17; 0.032686
53; 1443; 168; 1611; 1355; 2966; 5673; 683; 6356; 702; 1553; 0; 0; 10024; 8556; 143; 0.1751; 0.7407; -6.2899e-02; 29509.06; 275780.72; 145506.36; 8.8235; 370; 166; 1051; 31; 22; 34; 876; 1028; 5; 5; 0.9259; 2.1482e-02; 659.69; 1131.21; 581.22; 1.5823; 1487; 222; 79; 0.0416; 1517; 3; 2; 2; 3; 207768.09; 118773.32; 298274.13; 624815.54; 143943347.15; 0.033467
