Model time; nNonBTLHomeless; nBTLHomeless; nHomeless; nRenting; nNonOwner; nNonBTLOwnerOccupier; nBTLOwnerOccupier; nOwnerOccupier; nActiveBTL; nBTL; nNonBTLBankrupt; nBTLBankrupt; TotalPopulation; HousingStock; nEmptyHouses; BTLStockFraction; Sale HPI; Sale AnnualHPA; Sale AvBidPrice; Sale AvOfferPrice; Sale AvSalePrice; Sale AvMonthsOnMarket; Sale nBuyers; Sale nBTLBuyers; Sale nSellers; Sale nNewSellers; Sale nBTLSellers; Sale nSales; Sale nNonBTLBidsAboveExpAvSalePrice; Sale nBTLBidsAboveExpAvSalePrice; Sale nSalesToBTL; Sale nSalesToFTB; Rental HPI; Rental AnnualHPA; Rental AvBidPrice; Rental AvOfferPrice; Rental AvSalePrice; Rental AvMonthsOnMarket; Rental nBuyers; Rental nSellers; Rental nSales; Rental ExpAvFlowYield; nStockMortgages; nNewFTBMortgages; nNewFTBMortgagesToBTL; nNewHMMortgages; nNewBTLMortgages; newFTBCredit; newHMCredit; newBTLCredit; newTotalCredit; creditStock; interestRate
291; 1511; 119; 1630; 1734; 3364; 5236; 455; 5691; 967; 1541; 0; 2; 10022; 8556; 164; 0.2218; 0.5601; 3.1333e-01; 231285.64; 468606.47; 313686.16; 24.8393; 629; 212; 89; 42; 11; 56; 889; 998; 20; 11; 0.5845; 6.4388e-03; 620.59; 1006.99; 393.97; 0.3400; 1311; 264; 100; 0.0321; 3534; 10; 3; 10; 12; 1532859.75; 2589280.99; 1727921.43; 5850062.17; 359130753.70; 0.037967
292; 1518; 121; 1639; 1740; 3379; 5224; 454; 5678; 968; 1543; 0; 3; 10025; 8556; 170; 0.2232; 0.5377; 3.0207e-01; 209204.97; 471405.05; 312251.78; 15.3256; 627; 200; 67; 34; 8; 43; 903; 960; 17; 7; 0.5970; 1.2255e-02; 620.22; 1044.86; 398.65; 0.0918; 1306; 268; 98; 0.0318; 3543; 6; 1; 7; 12; 917784.88; 1089723.24; 1902758.35; 3910266.47; 359156888.00; 0.039578
293; 1507; 126; 1633; 1751; 3384; 5218; 453; 5671; 968; 1547; 0; 3; 10023; 8556; 166; 0.2241; 0.5541; 2.6312e-01; 213122.10; 478685.85; 314964.48; 33.0909; 676; 208; 51; 27; 6; 33; 931; 996; 10; 3; 0.5955; 1.0048e-02; 622.21; 1047.37; 455.08; 0.2432; 1277; 277; 111; 0.0315; 3545; 3; 0; 6; 6; 570494.73; 1477336.78; 621415.61; 2669247.11; 358142276.41; 0.037005
294; 1511; 126; 1637; 1753; 3390; 5210; 452; 5662; 969; 1547; 0; 2; 10021; 8556; 172; 0.2250; 0.5789; 2.4137e-01; 249875.63; 442772.35; 412607.26; 22.2857; 694; 215; 45; 27; 4; 42; 947; 1023; 17; 6; 0.5926; 2.6847e-02; 623.63; 1097.60; 431.54; 0.6132; 1263; 278; 106; 0.0312; 3550; 4; 0; 7; 12; 722826.02; 1219617.89; 3026265.77; 4968709.68; 358055437.72; 0.035358
295; 1509; 125; 1634; 1760; 3394; 5206; 450; 5656; 970; 1545; 0; 3; 10020; 8556; 170; 0.2256; 0.6048; 2.5941e-01; 192604.77; 281714.94; 281714.94; 6.8750; 671; 204; 40; 37; 5; 40; 937; 962; 12; 11; 0.5977; 2.9468e-02; 622.98; 1087.84; 411.58; 0.2358; 1274; 276; 106; 0.0308; 3556; 10; 0; 8; 5; 1269051.50; 1951622.57; 552552.81; 3773226.88; 358333339.47; 0.038410
296; 1513; 127; 1640; 1764; 3404; 5199; 448; 5647; 970; 1545; 0; 3; 10021; 8556; 175; 0.2266; 0.6031; 2.5767e-01; 169351.20; 332394.34; 332394.34; 0.0000; 700; 208; 24; 24; 0; 24; 941; 969; 8; 6; 0.6071; 3.8003e-02; 619.82; 1090.70; 439.27; 0.1171; 1253; 286; 111; 0.0305; 3557; 6; 0; 5; 3; 742586.64; 1170487.45; 621865.92; 2534940.02; 357996897.58; 0.036823
297; 1516; 124; 1640; 1759; 3399; 5202; 453; 5655; 966; 1543; 0; 4; 10020; 8556; 176; 0.2262; 0.6240; 2.2727e-01; 192890.45; 201499.91; 201817.29; 0.0000; 724; 221; 47; 47; 2; 47; 952; 988; 5; 22; 0.6098; 3.8052e-02; 622.11; 1120.14; 402.35; 0.2526; 1243; 271; 95; 0.0301; 3565; 17; 4; 9; 4; 1943994.63; 1073408.31; 689419.28; 3706822.22; 358462736.66; 0.035180
298; 1523; 122; 1645; 1759; 3404; 5202; 453; 5655; 964; 1539; 0; 4; 10023; 8556; 178; 0.2264; 0.6364; 1.9914e-01; 164696.82; 220537.02; 220537.02; 0.0000; 714; 219; 41; 41; 0; 41; 952; 955; 8; 11; 0.6048; 4.8323e-02; 618.31; 1077.57; 405.12; 0.4955; 1268; 289; 111; 0.0296; 3576; 9; 2; 9; 5; 1212153.46; 1606511.63; 532780.03; 3351445.12; 359652985.93; 0.036735
299; 1525; 122; 1647; 1753; 3400; 5208; 455; 5663; 961; 1538; 0; 4; 10024; 8556; 179; 0.2258; 0.6577; 1.9700e-01; 170782.40; 255212.71; 255212.71; 0.0000; 731; 226; 42; 42; 0; 42; 932; 941; 4; 12; 0.5986; 5.2024e-02; 621.01; 1100.34; 419.62; 0.7308; 1255; 283; 104; 0.0291; 3586; 11; 1; 12; 3; 1234439.27; 1817474.44; 491398.41; 3543312.12; 360482292.42; 0.036264
300; 1533; 124; 1657; 1743; 3400; 5211; 454; 5665; 959; 1537; 0; 4; 10024; 8556; 189; 0.2258; 0.6684; 2.0595e-01; 144000.39; 236487.19; 236487.19; 0.0000; 739; 217; 27; 27; 1; 27; 934; 926; 3; 8; 0.5955; 5.2288e-02; 620.21; 1107.42; 431.86; 1.5979; 1236; 286; 97; 0.0286; 3592; 8; 0; 7; 3; 731526.66; 1223488.79; 507199.96; 2462215.41; 360941043.89; 0.036518
301; 1541; 125; 1666; 1741; 3407; 5205; 452; 5657; 962; 1539; 0; 3; 10026; 8556; 196; 0.2264; 0.6889; 2.3836e-01; 147615.18; 267825.49; 267825.49; 0.0000; 741; 219; 26; 26; 1; 26; 929; 931; 6; 8; 0.6020; 4.1469e-02; 623.34; 1143.35; 464.56; 0.6437; 1232; 283; 87; 0.0281; 3601; 8; 2; 6; 5; 1269674.70; 648811.80; 884511.16; 2802997.66; 361663411.82; 0.035084
302; 1533; 125; 1658; 1748; 3406; 5202; 453; 5655; 960; 1538; 0; 2; 10021; 8556; 193; 0.2269; 0.6887; 2.3393e-01; 165453.48; 223684.00; 223684.00; 0.0000; 753; 215; 49; 49; 0; 49; 940; 912; 6; 15; 0.6058; 3.8003e-02; 620.20; 1067.48; 407.91; 0.4144; 1243; 304; 111; 0.0276; 3616; 14; 2; 8; 5; 2082087.55; 1790745.11; 483001.25; 4355833.91; 364052694.39; 0.035536
303; 1540; 127; 1667; 1748; 3415; 5199; 453; 5652; 960; 1540; 0; 2; 10027; 8556; 196; 0.2272; 0.7417; 2.7607e-01; 166573.73; 266541.38; 267154.54; 0.0000; 743; 221; 24; 24; 2; 24; 905; 879; 4; 6; 0.5940; 2.8704e-02; 620.49; 1110.34; 428.48; 1.2316; 1243; 291; 95; 0.0270; 3624; 6; 1; 8; 4; 755833.50; 1583808.97; 469227.89; 2808870.36; 365227983.08; 0.037597
304; 1538; 130; 1668; 1755; 3423; 5192; 447; 5639; 962; 1539; 0; 2; 10024; 8556; 200; 0.2285; 0.7779; 3.2452e-01; 171313.46; 291878.27; 291878.27; 0.0000; 747; 216; 40; 40; 0; 40; 904; 881; 12; 11; 0.6003; 1.8546e-02; 618.42; 1071.19; 462.94; 0.5207; 1258; 321; 121; 0.0265; 3625; 10; 1; 5; 6; 1118336.46; 695813.46; 1343177.97; 3157327.88; 365796659.06; 0.035545
305; 1533; 128; 1661; 1767; 3428; 5187; 445; 5632; 961; 1534; 0; 2; 10021; 8556; 196; 0.2294; 0.7700; 3.8611e-01; 155000.40; 244602.54; 244962.13; 0.0000; 743; 219; 35; 35; 0; 35; 888; 864; 7; 13; 0.6086; 1.4592e-02; 618.46; 1088.91; 459.37; 0.8333; 1252; 310; 114; 0.0259; 3625; 8; 0; 3; 7; 941606.53; 265512.09; 1289750.14; 2496868.76; 365977828.83; 0.036007
306; 1539; 129; 1668; 1767; 3435; 5183; 444; 5627; 961; 1534; 0; 2; 10023; 8556; 201; 0.2300; 0.8015; 4.0626e-01; 154253.37; 317954.70; 317954.70; 0.0000; 740; 219; 36; 36; 0; 36; 884; 860; 7; 6; 0.6192; 2.4046e-02; 617.73; 1152.56; 475.18; 0.5978; 1244; 293; 92; 0.0254; 3629; 6; 1; 8; 5; 1236535.27; 833128.63; 1011755.13; 3081419.04; 366546503.37; 0.035131
307; 1538; 131; 1669; 1769; 3438; 5187; 444; 5631; 957; 1532; 0; 2; 10026; 8556; 199; 0.2300; 0.8007; 3.6507e-01; 154324.44; 293816.19; 293816.19; 0.0000; 735; 209; 42; 42; 0; 42; 878; 830; 5; 11; 0.5943; 2.0276e-02; 613.14; 1115.87; 466.03; 1.1636; 1260; 309; 110; 0.0249; 3629; 9; 0; 7; 2; 1183631.96; 1245580.39; 450312.79; 2879525.13; 367223546.70; 0.035906
308; 1534; 131; 1665; 1773; 3438; 5183; 443; 5626; 958; 1532; 1; 2; 10022; 8556; 199; 0.2305; 0.8336; 3.6318e-01; 126452.25; 282682.14; 282829.76; 0.0000; 726; 200; 41; 41; 0; 41; 855; 819; 6; 13; 0.6066; 1.2564e-02; 612.21; 1145.34; 445.30; 0.7419; 1240; 292; 93; 0.0244; 3641; 13; 3; 10; 5; 2070817.29; 2008334.75; 971110.37; 5050262.41; 369610089.04; 0.035638
309; 1536; 133; 1669; 1776; 3445; 5178; 444; 5622; 958; 1535; 1; 2; 10025; 8556; 200; 0.2309; 0.8597; 3.6142e-01; 136638.86; 268802.02; 268802.02; 0.0000; 712; 190; 28; 28; 0; 28; 850; 782; 4; 11; 0.5930; -1.1459e-02; 616.50; 1094.77; 412.96; 0.8716; 1256; 309; 109; 0.0238; 3645; 9; 2; 4; 3; 1621790.17; 832333.16; 899917.32; 3354040.65; 371248681.14; 0.038519
310; 1532; 136; 1668; 1777; 3445; 5181; 440; 5621; 958; 1534; 1; 2; 10024; 8556; 200; 0.2311; 0.8755; 3.7846e-01; 138508.64; 302060.47; 302208.82; 0.0000; 702; 175; 33; 33; 1; 33; 839; 782; 10; 3; 0.5809; -2.2661e-02; 614.99; 1161.18; 475.58; 1.8315; 1238; 289; 89; 0.0232; 3649; 3; 0; 8; 6; 796797.82; 1271225.40; 692622.02; 2760645.24; 371773437.39; 0.036269
311; 1533; 138; 1671; 1783; 3454; 5173; 439; 5612; 960; 1537; 1; 2; 10026; 8556; 201; 0.2319; 0.8894; 3.6834e-01; 136793.56; 350027.81; 324371.31; 0.0000; 709; 196; 37; 37; 1; 36; 830; 769; 7; 7; 0.5688; -3.8925e-02; 614.40; 1111.06; 422.31; 0.9286; 1258; 299; 98; 0.0226; 3655; 7; 1; 11; 7; 1409606.02; 2352555.74; 964678.61; 4726840.37; 373625252.66; 0.035482
312; 1534; 138; 1672; 1788; 3460; 5167; 440; 5607; 959; 1537; 1; 2; 10026; 8556; 202; 0.2326; 0.8901; 3.5289e-01; 114520.02; 336364.00; 265559.32; 0.0000; 690; 178; 39; 38; 0; 36; 821; 740; 8; 9; 0.5833; -3.6682e-02; 614.30; 1063.72; 435.46; 0.4500; 1282; 322; 120; 0.0220; 3665; 6; 2; 9; 6; 1035966.09; 1213016.26; 887377.37; 3136359.72; 375110005.99; 0.038090
313; 1530; 139; 1669; 1788; 3457; 5169; 438; 5607; 959; 1536; 1; 2; 10023; 8556; 202; 0.2326; 0.9025; 3.3103e-01; 146924.42; 420071.87; 301248.03; 0.0294; 684; 170; 39; 36; 0; 34; 812; 743; 7; 10; 0.5898; -3.0190e-02; 611.93; 1105.29; 445.35; 1.0980; 1264; 304; 102; 0.0216; 3671; 10; 1; 3; 5; 1476461.97; 700049.94; 955980.82; 3132492.73; 376033677.78; 0.035980
314; 1531; 141; 1672; 1791; 3463; 5166; 438; 5604; 957; 1536; 2; 2; 10024; 8556; 204; 0.2332; 0.9378; 3.3450e-01; 114529.54; 432048.06; 277596.52; 0.0000; 689; 169; 41; 36; 1; 33; 790; 731; 10; 12; 0.6002; -1.6610e-02; 611.74; 1077.04; 397.11; 1.5566; 1257; 310; 106; 0.0211; 3674; 10; 1; 5; 7; 2053864.88; 805875.21; 896481.45; 3756221.54; 377450752.91; 0.035975
315; 1534; 143; 1677; 1782; 3459; 5171; 437; 5608; 957; 1537; 2; 1; 10024; 8556; 209; 0.2327; 0.9311; 3.0762e-01; 115492.77; 420283.97; 313948.97; 0.0652; 698; 164; 52; 44; 1; 46; 786; 715; 6; 12; 0.5633; -2.6925e-02; 613.31; 1120.21; 400.10; 1.3059; 1236; 294; 85; 0.0206; 3683; 10; 1; 13; 5; 1521196.17; 2435445.16; 965280.34; 4921921.67; 379755606.88; 0.036802
316; 1529; 143; 1672; 1783; 3455; 5170; 439; 5609; 956; 1538; 2; 1; 10020; 8556; 208; 0.2327; 0.9738; 2.8720e-01; 109516.03; 474411.79; 305276.84; 0.0000; 690; 162; 33; 27; 0; 27; 785; 706; 2; 12; 0.5879; -2.7031e-02; 609.50; 1038.88; 385.40; 0.4000; 1274; 328; 120; 0.0201; 3691; 9; 2; 6; 2; 1571996.74; 933534.38; 443272.31; 2948803.43; 381177930.19; 0.038349
317; 1532; 143; 1675; 1784; 3459; 5170; 439; 5609; 955; 1537; 3; 1; 10023; 8556; 208; 0.2328; 1.0009; 2.6905e-01; 116269.45; 521730.01; 334294.29; 0.0000; 689; 166; 34; 28; 0; 27; 772; 708; 6; 6; 0.5778; -4.1011e-02; 611.93; 1073.65; 443.19; 0.8739; 1268; 319; 111; 0.0196; 3691; 5; 1; 7; 3; 892363.63; 1136494.09; 446399.44; 2475257.16; 381349319.26; 0.035730
318; 1527; 146; 1673; 1785; 3458; 5171; 437; 5608; 955; 1538; 2; 1; 10021; 8556; 208; 0.2329; 1.0380; 2.8230e-01; 128746.96; 401900.19; 303515.33; 0.1860; 681; 174; 48; 41; 0; 43; 761; 692; 8; 16; 0.5805; -4.4785e-02; 609.54; 1072.44; 425.57; 1.1963; 1280; 315; 107; 0.0192; 3708; 14; 1; 11; 4; 2042383.54; 1793631.95; 954110.12; 4790125.61; 384005786.64; 0.035102
319; 1535; 142; 1677; 1782; 3459; 5173; 439; 5612; 954; 1535; 2; 1; 10025; 8556; 208; 0.2326; 1.0542; 3.0387e-01; 121879.86; 420426.36; 296963.84; 0.0000; 684; 176; 51; 46; 1; 43; 752; 660; 9; 15; 0.5850; -4.3239e-02; 608.28; 1096.83; 429.03; 1.0000; 1276; 302; 94; 0.0187; 3730; 14; 5; 10; 8; 2626270.06; 1710158.87; 1047738.22; 5384167.15; 387579397.46; 0.038174
320; 1535; 145; 1680; 1785; 3465; 5173; 440; 5613; 952; 1537; 2; 1; 10030; 8556; 206; 0.2327; 1.0775; 3.0133e-01; 114362.51; 517179.79; 322083.77; 0.0000; 665; 168; 38; 30; 1; 27; 744; 649; 4; 10; 0.5792; -4.1407e-02; 610.31; 1114.51; 494.62; 1.6559; 1279; 299; 93; 0.0183; 3731; 6; 0; 9; 2; 1310918.64; 1229969.16; 238648.56; 2779536.36; 388139287.53; 0.038962
321; 1529; 146; 1675; 1794; 3469; 5168; 440; 5608; 951; 1537; 1; 1; 10028; 8556; 203; 0.2334; 1.0925; 2.9280e-01; 111512.35; 470132.38; 293418.11; 0.0625; 669; 174; 43; 32; 1; 32; 703; 657; 7; 4; 0.5645; -3.6300e-02; 603.38; 1028.60; 415.74; 0.9504; 1306; 324; 121; 0.0178; 3736; 4; 0; 10; 2; 1003113.51; 1106449.11; 380359.07; 2489921.69; 389168949.11; 0.035508
322; 1530; 146; 1676; 1797; 3473; 5163; 441; 5604; 950; 1537; 1; 1; 10027; 8556; 205; 0.2340; 1.1284; 2.8403e-01; 106828.88; 580553.04; 279035.58; 0.0000; 650; 161; 39; 28; 1; 21; 697; 649; 3; 8; 0.5824; -3.0514e-02; 607.49; 1041.57; 423.98; 1.0598; 1304; 322; 117; 0.0174; 3737; 6; 1; 2; 2; 936731.19; 281652.75; 167791.22; 1386175.16; 388982899.02; 0.035124
323; 1525; 147; 1672; 1800; 3472; 5162; 442; 5604; 949; 1538; 1; 1; 10025; 8556; 203; 0.2341; 1.1383; 2.7985e-01; 110562.18; 563910.47; 317865.38; 0.0000; 652; 159; 57; 39; 1; 34; 673; 647; 3; 7; 0.5819; -7.9511e-03; 603.52; 1083.45; 448.85; 0.5842; 1288; 304; 101; 0.0170; 3744; 7; 3; 10; 2; 1136206.24; 1643275.15; 313867.94; 3093349.32; 390071779.79; 0.033660
324; 1529; 148; 1677; 1806; 3483; 5153; 441; 5594; 951; 1540; 0; 1; 10028; 8556; 205; 0.2350; 1.1522; 2.8769e-01; 108921.51; 552318.72; 302784.81; 0.0541; 660; 171; 65; 42; 2; 37; 686; 631; 11; 9; 0.5806; 6.8775e-03; 607.24; 1054.74; 445.81; 1.0261; 1301; 320; 115; 0.0167; 3754; 8; 2; 6; 9; 1124923.24; 1401567.08; 1275004.24; 3801494.56; 391852355.57; 0.035925
325; 1522; 147; 1669; 1812; 3481; 5150; 443; 5593; 950; 1540; 0; 1; 10024; 8556; 201; 0.2353; 1.1790; 2.9359e-01; 143214.07; 551610.89; 307043.45; 0.1622; 674; 173; 66; 38; 2; 37; 682; 614; 6; 15; 0.5803; 4.8275e-04; 610.47; 1062.94; 479.60; 1.5126; 1291; 320; 119; 0.0163; 3757; 12; 3; 4; 3; 2109391.44; 447356.97; 412406.83; 2969155.24; 392743667.51; 0.036864
326; 1524; 145; 1669; 1816; 3485; 5147; 442; 5589; 949; 1536; 0; 1; 10023; 8556; 202; 0.2359; 1.2007; 2.9354e-01; 126176.09; 620101.55; 312134.46; 0.4333; 657; 171; 70; 42; 2; 30; 647; 604; 5; 10; 0.5813; -1.7579e-02; 606.09; 1060.29; 431.79; 1.0536; 1300; 314; 112; 0.0160; 3769; 7; 1; 10; 3; 1213734.90; 2018085.36; 506015.98; 3737836.24; 394666406.60; 0.035760
327; 1527; 147; 1674; 1820; 3494; 5142; 438; 5580; 952; 1537; 0; 1; 10026; 8556; 204; 0.2366; 1.1753; 2.8277e-01; 122559.44; 639615.97; 318558.66; 0.4667; 647; 170; 73; 33; 2; 30; 641; 592; 4; 9; 0.5796; -6.9579e-03; 605.96; 1086.88; 452.48; 1.0404; 1297; 303; 99; 0.0157; 3766; 9; 0; 1; 1; 1685054.15; 128304.15; 189132.99; 2002491.28; 394425891.86; 0.036780
328; 1523; 150; 1673; 1827; 3500; 5136; 438; 5574; 950; 1538; 0; 1; 10024; 8556; 205; 0.2375; 1.1913; 2.5495e-01; 125093.58; 638004.18; 334254.91; 0.3235; 667; 177; 83; 40; 1; 34; 631; 598; 9; 7; 0.5632; -1.5651e-02; 603.48; 1038.36; 381.89; 1.5766; 1295; 316; 111; 0.0153; 3770; 7; 1; 9; 7; 1127179.75; 1612542.01; 936885.86; 3676607.61; 395448739.07; 0.034478
329; 1521; 150; 1671; 1831; 3502; 5135; 438; 5573; 949; 1537; 0; 1; 10024; 8556; 203; 0.2377; 1.2199; 2.3431e-01; 127938.46; 682170.28; 283060.75; 0.2963; 666; 167; 82; 33; 1; 27; 635; 578; 3; 8; 0.5516; -2.0038e-02; 606.35; 1074.82; 428.71; 2.1863; 1278; 305; 102; 0.0150; 3776; 7; 1; 8; 1; 1171264.69; 1232032.98; 24470.68; 2427768.35; 396208939.66; 0.036699
330; 1520; 152; 1672; 1837; 3509; 5128; 439; 5567; 950; 1541; 0; 1; 10026; 8556; 202; 0.2383; 1.2009; 1.9899e-01; 121447.29; 787807.47; 380081.30; 1.4286; 635; 162; 82; 27; 2; 21; 622; 578; 3; 7; 0.5726; -3.3708e-02; 604.73; 1065.11; 420.86; 1.0556; 1304; 310; 108; 0.0147; 3769; 5; 2; 2; 1; 1144205.99; 407109.73; 82452.02; 1633767.75; 395601284.19; 0.035042
331; 1514; 154; 1668; 1843; 3511; 5123; 438; 5561; 950; 1542; 0; 1; 10022; 8556; 202; 0.2390; 1.2278; 1.7960e-01; 114272.70; 730956.11; 309869.24; 0.1852; 636; 156; 98; 37; 2; 27; 619; 588; 3; 10; 0.5798; -2.2585e-02; 602.26; 1042.24; 384.96; 0.8073; 1301; 311; 109; 0.0145; 3767; 10; 1; 4; 1; 1657672.04; 810299.18; 145776.82; 2613748.04; 395942320.97; 0.033989
332; 1515; 153; 1668; 1840; 3508; 5126; 439; 5565; 948; 1540; 0; 1; 10021; 8556; 203; 0.2388; 1.2483; 1.6002e-01; 124255.65; 749411.79; 311998.81; 0.1111; 629; 154; 103; 33; 3; 27; 631; 573; 2; 12; 0.5881; -2.4403e-03; 603.61; 1085.88; 460.71; 0.4000; 1301; 303; 100; 0.0143; 3765; 7; 1; 6; 1; 1323871.93; 1316651.22; 195505.58; 2836028.73; 396449077.39; 0.035289
333; 1518; 153; 1671; 1841; 3512; 5120; 440; 5560; 949; 1542; 0; 1; 10021; 8556; 206; 0.2392; 1.2134; 1.4432e-01; 114901.26; 783927.39; 381942.89; 2.1304; 642; 165; 99; 23; 3; 23; 627; 569; 2; 8; 0.5754; 8.4225e-03; 604.85; 1068.04; 432.30; 1.7596; 1300; 310; 104; 0.0141; 3765; 7; 1; 7; 0; 1083773.95; 1974271.69; 0.00; 3058045.64; 397006430.95; 0.035584
334; 1524; 154; 1678; 1843; 3521; 5115; 441; 5556; 949; 1544; 0; 2; 10026; 8556; 208; 0.2397; 1.2423; 1.2298e-01; 109153.00; 807365.93; 329354.63; 0.7222; 637; 167; 100; 25; 4; 18; 627; 570; 2; 11; 0.5664; 2.2205e-03; 605.20; 1078.32; 417.92; 0.5208; 1304; 304; 96; 0.0139; 3767; 11; 1; 1; 1; 1445146.47; 168851.11; 114861.76; 1728859.33; 397108198.55; 0.035879
335; 1522; 156; 1678; 1841; 3519; 5107; 445; 5552; 949; 1550; 0; 2; 10020; 8556; 214; 0.2402; 1.2409; 1.0048e-01; 125017.54; 757495.47; 306163.82; 0.4000; 684; 172; 118; 36; 4; 30; 664; 578; 2; 11; 0.5575; -1.7008e-02; 609.50; 1050.17; 444.05; 1.4261; 1285; 329; 115; 0.0137; 3770; 10; 5; 8; 0; 2332992.52; 1019612.85; 0.00; 3352605.37; 398406776.89; 0.034116
336; 1530; 153; 1683; 1846; 3529; 5101; 445; 5546; 948; 1546; 0; 2; 10023; 8556; 216; 0.2410; 1.2737; 9.8875e-02; 136859.79; 757781.00; 340462.96; 0.8000; 634; 171; 130; 42; 4; 35; 634; 568; 8; 11; 0.5769; -2.5236e-02; 604.34; 1018.79; 418.68; 0.4113; 1342; 340; 124; 0.0136; 3772; 10; 4; 8; 4; 1726192.41; 1329928.18; 442787.27; 3498907.86; 398720018.83; 0.036271
337; 1522; 152; 1674; 1852; 3526; 5101; 447; 5548; 946; 1545; 0; 2; 10020; 8556; 210; 0.2410; 1.2596; 8.7836e-02; 97797.92; 807384.97; 320718.15; 0.4500; 644; 166; 129; 34; 5; 20; 628; 563; 1; 8; 0.5667; -2.3924e-02; 606.48; 1068.70; 452.68; 1.0583; 1309; 313; 103; 0.0134; 3774; 6; 4; 5; 0; 1353121.99; 843521.90; 0.00; 2196643.88; 398811367.41; 0.036465
338; 1524; 153; 1677; 1861; 3538; 5094; 446; 5540; 947; 1546; 0; 2; 10025; 8556; 208; 0.2418; 1.3063; 8.7109e-02; 100080.54; 818001.81; 296980.49; 0.6667; 653; 169; 136; 27; 5; 18; 632; 570; 2; 8; 0.5638; -2.0015e-02; 605.30; 1025.44; 430.11; 1.2314; 1315; 329; 121; 0.0132; 3773; 5; 0; 3; 1; 827505.43; 572033.76; 131486.77; 1531025.95; 398742820.48; 0.034737
339; 1523; 155; 1678; 1866; 3544; 5090; 444; 5534; 949; 1548; 1; 2; 10027; 8556; 207; 0.2423; 1.2852; 8.3272e-02; 107697.86; 815892.34; 285467.24; 0.3929; 638; 164; 153; 35; 7; 28; 613; 572; 6; 8; 0.5454; -3.7519e-02; 604.36; 1052.56; 448.20; 1.6226; 1307; 313; 106; 0.0130; 3775; 7; 1; 3; 4; 1162121.64; 464815.86; 382187.68; 2009125.18; 398816333.21; 0.033854
340; 1520; 156; 1676; 1871; 3547; 5091; 440; 5531; 948; 1544; 1; 2; 10026; 8556; 206; 0.2428; 1.2561; 7.8549e-02; 115664.46; 833726.12; 369273.03; 2.2593; 634; 162; 157; 32; 9; 27; 604; 565; 5; 14; 0.5541; -3.5246e-02; 601.10; 999.79; 382.73; 0.8235; 1328; 325; 119; 0.0129; 3772; 13; 0; 2; 1; 2629335.36; 784799.21; 100207.68; 3514342.24; 400095025.47; 0.034488
341; 1515; 158; 1673; 1871; 3544; 5093; 439; 5532; 948; 1545; 0; 2; 10024; 8556; 205; 0.2426; 1.2634; 6.0815e-02; 96418.47; 795528.10; 257406.19; 0.6800; 652; 164; 179; 49; 10; 25; 614; 562; 2; 7; 0.5454; -2.9170e-02; 604.47; 1021.96; 459.37; 2.7623; 1313; 327; 122; 0.0127; 3774; 6; 0; 5; 1; 845757.55; 822849.02; 124633.83; 1793240.41; 400085608.37; 0.036485
342; 1514; 159; 1673; 1881; 3554; 5085; 437; 5522; 949; 1545; 0; 1; 10025; 8556; 204; 0.2437; 1.3134; 6.1134e-02; 104765.75; 800995.72; 299552.58; 0.5417; 621; 165; 189; 35; 11; 24; 582; 571; 3; 9; 0.5691; -1.1126e-02; 600.49; 1051.03; 467.11; 0.9810; 1324; 309; 105; 0.0126; 3778; 9; 0; 6; 1; 1416997.15; 1087842.50; 131353.96; 2636193.61; 400872911.48; 0.034201
343; 1514; 162; 1676; 1884; 3560; 5081; 438; 5519; 948; 1548; 0; 1; 10027; 8556; 205; 0.2442; 1.2024; 3.5800e-02; 107688.88; 808744.78; 381544.04; 2.3200; 602; 164; 198; 33; 13; 25; 591; 568; 4; 9; 0.5510; -2.2547e-02; 600.36; 991.44; 404.10; 1.5323; 1363; 329; 124; 0.0125; 3782; 8; 1; 5; 0; 1602834.59; 796704.44; 0.00; 2399539.03; 401446536.46; 0.035319
344; 1514; 161; 1675; 1890; 3565; 5075; 439; 5514; 947; 1547; 0; 1; 10026; 8556; 205; 0.2449; 1.2173; 1.5270e-02; 100265.22; 796846.25; 310461.00; 1.3478; 614; 166; 204; 31; 14; 23; 612; 578; 5; 9; 0.5459; -4.2806e-02; 602.04; 1022.34; 450.92; 1.9831; 1347; 323; 118; 0.0125; 3780; 7; 3; 4; 2; 1559671.05; 399419.89; 303336.60; 2262427.54; 401532265.44; 0.035005
345; 1508; 164; 1672; 1894; 3566; 5074; 437; 5511; 947; 1548; 0; 1; 10024; 8556; 204; 0.2452; 1.2789; 2.4490e-03; 90721.59; 797223.31; 259066.37; 0.3500; 584; 158; 214; 33; 15; 20; 618; 575; 2; 8; 0.5491; -5.5836e-02; 601.13; 1035.25; 391.15; 0.5600; 1350; 304; 100; 0.0124; 3780; 7; 0; 2; 2; 748317.00; 440384.05; 163612.51; 1352313.57; 401360203.70; 0.034823
346; 1514; 162; 1676; 1896; 3572; 5070; 438; 5508; 946; 1546; 0; 1; 10026; 8556; 206; 0.2457; 1.2352; 7.3865e-03; 81940.12; 816964.66; 293164.10; 0.1818; 549; 152; 222; 30; 20; 11; 617; 572; 0; 5; 0.5247; -6.3772e-02; 606.88; 1045.07; 447.53; 3.2523; 1392; 313; 107; 0.0122; 3780; 5; 2; 0; 0; 802168.16; 0.00; 0.00; 802168.16; 400717145.60; 0.033616
