Model time; nNonBTLHomeless; nBTLHomeless; nHomeless; nRenting; nNonOwner; nNonBTLOwnerOccupier; nBTLOwnerOccupier; nOwnerOccupier; nActiveBTL; nBTL; nNonBTLBankrupt; nBTLBankrupt; TotalPopulation; HousingStock; nEmptyHouses; BTLStockFraction; Sale HPI; Sale AnnualHPA; Sale AvBidPrice; Sale AvOfferPrice; Sale AvSalePrice; Sale AvMonthsOnMarket; Sale nBuyers; Sale nBTLBuyers; Sale nSellers; Sale nNewSellers; Sale nBTLSellers; Sale nSales; Sale nNonBTLBidsAboveExpAvSalePrice; Sale nBTLBidsAboveExpAvSalePrice; Sale nSalesToBTL; Sale nSalesToFTB; Rental HPI; Rental AnnualHPA; Rental AvBidPrice; Rental AvOfferPrice; Rental AvSalePrice; Rental AvMonthsOnMarket; Rental nBuyers; Rental nSellers; Rental nSales; Rental ExpAvFlowYield; nStockMortgages; nNewFTBMortgages; nNewFTBMortgagesToBTL; nNewHMMortgages; nNewBTLMortgages; newFTBCredit; newHMCredit; newBTLCredit; newTotalCredit; creditStock; interestRate
18; 1869; 231; 2100; 1216; 3316; 5391; 684; 6075; 630; 1545; 1; 5; 10021; 8556; 635; 0.2163; 0.7282; -1.7753e-01; 23527.09; 428558.13; 89798.17; 0.7273; 474; 225; 1423; 47; 44; 11; 1057; 842; 4; 6; 0.8427; -2.5378e-02; 621.16; 1595.27; 549.04; 2.2778; 1958; 743; 108; 0.0298; 865; 3; 3; 0; 3; 282961.14; 0.00; 126339.98; 409301.11; 144605157.17; 0.032508
19; 1867; 229; 2096; 1230; 3326; 5382; 685; 6067; 632; 1546; 2; 5; 10025; 8556; 627; 0.2170; 0.7592; -1.8100e-01; 22117.98; 425773.63; 120937.94; 4.1667; 458; 222; 1442; 31; 49; 6; 1085; 865; 2; 4; 0.8444; -2.4168e-02; 620.90; 1610.48; 557.73; 2.0510; 1957; 725; 98; 0.0297; 870; 3; 3; 0; 2; 175978.05; 0.00; 118177.83; 294155.88; 144627762.44; 0.032357
20; 1856; 228; 2084; 1249; 3333; 5367; 688; 6055; 635; 1551; 2; 5; 10023; 8556; 617; 0.2181; 0.7485; -1.9684e-01; 23180.53; 421814.91; 129292.99; 2.4167; 463; 219; 1475; 43; 51; 12; 1092; 869; 2; 10; 0.8511; -1.8661e-02; 623.72; 1598.17; 587.97; 2.2778; 1949; 725; 108; 0.0297; 876; 5; 5; 0; 2; 500529.50; 0.00; 127788.02; 628317.52; 144950521.13; 0.032204
21; 1850; 225; 2075; 1267; 3342; 5359; 689; 6048; 635; 1549; 2; 4; 10025; 8556; 606; 0.2189; 0.7309; -1.7376e-01; 20981.80; 419061.32; 135548.56; 1.8000; 450; 217; 1501; 41; 54; 5; 1101; 879; 1; 4; 0.8319; -4.1384e-02; 622.82; 1613.28; 562.04; 1.9894; 1935; 700; 94; 0.0297; 880; 4; 4; 0; 0; 233229.27; 0.00; 0.00; 233229.27; 144909333.26; 0.032647
22; 1833; 230; 2063; 1288; 3351; 5347; 690; 6037; 637; 1557; 2; 4; 10025; 8556; 594; 0.2200; 0.7085; -1.8191e-01; 113942.73; 414648.91; 258941.22; 4.4286; 458; 218; 1523; 33; 53; 7; 1111; 890; 2; 4; 0.8363; -4.9519e-02; 622.74; 1595.16; 559.37; 2.8807; 1930; 703; 109; 0.0297; 881; 2; 2; 0; 0; 266221.73; 0.00; 0.00; 266221.73; 144898778.00; 0.032123
23; 1826; 230; 2056; 1299; 3355; 5339; 689; 6028; 638; 1557; 2; 4; 10021; 8556; 591; 0.2209; 0.6694; -1.7571e-01; 22221.07; 410837.33; 213576.61; 3.5000; 452; 216; 1553; 40; 55; 6; 1128; 893; 2; 4; 0.8478; -4.5972e-02; 620.42; 1578.72; 509.75; 1.1909; 1930; 701; 110; 0.0299; 882; 3; 3; 0; 0; 334113.21; 0.00; 0.00; 334113.21; 144856774.29; 0.032167
24; 1824; 228; 2052; 1312; 3364; 5328; 691; 6019; 640; 1559; 2; 4; 10023; 8556; 585; 0.2217; 0.6977; -1.9195e-01; 22653.63; 405884.18; 181452.27; 0.6250; 451; 215; 1578; 34; 59; 8; 1147; 914; 2; 6; 0.8632; -9.1621e-03; 620.03; 1566.75; 506.26; 1.0598; 1932; 702; 117; 0.0302; 885; 3; 3; 0; 1; 282972.00; 0.00; 439952.24; 722924.24; 145298350.70; 0.032257
25; 1831; 225; 2056; 1315; 3371; 5318; 690; 6008; 643; 1558; 1; 4; 10022; 8556; 590; 0.2227; 0.7020; -1.7123e-01; 23621.73; 403565.60; 215570.36; 1.2500; 442; 211; 1596; 28; 61; 8; 1112; 918; 3; 5; 0.8274; -1.6970e-02; 622.29; 1719.53; 566.25; 1.0435; 1847; 613; 23; 0.0303; 887; 3; 3; 0; 0; 261620.44; 0.00; 0.00; 261620.44; 145287435.88; 0.032773
26; 1831; 228; 2059; 1323; 3382; 5309; 688; 5997; 644; 1560; 1; 3; 10023; 8556; 592; 0.2238; 0.6464; -1.8241e-01; 19823.20; 400672.55; 167799.88; 2.0000; 440; 209; 1618; 34; 62; 3; 1111; 921; 2; 1; 0.8301; -3.0919e-02; 621.63; 1680.64; 587.27; 1.4324; 1863; 629; 37; 0.0306; 887; 1; 1; 0; 2; 219391.02; 0.00; 171552.44; 390943.46; 144486208.26; 0.032161
27; 1830; 225; 2055; 1336; 3391; 5299; 688; 5987; 646; 1559; 2; 3; 10024; 8556; 587; 0.2248; 0.6892; -1.7855e-01; 21341.48; 396091.24; 144829.49; 0.1000; 441; 207; 1643; 33; 63; 10; 1134; 930; 3; 6; 0.7915; -6.4171e-02; 622.45; 1643.78; 554.58; 2.5660; 1876; 640; 53; 0.0305; 892; 4; 4; 0; 1; 870770.19; 0.00; 32366.59; 903136.78; 145117745.16; 0.032333
28; 1832; 224; 2056; 1344; 3400; 5291; 690; 5981; 646; 1560; 2; 3; 10027; 8556; 585; 0.2255; 0.6470; -1.9064e-01; 19656.76; 392949.40; 130272.40; 0.8333; 436; 202; 1660; 29; 64; 6; 1131; 924; 0; 6; 0.8248; -6.2381e-02; 622.35; 1635.35; 540.70; 1.8846; 1876; 637; 52; 0.0307; 895; 3; 2; 0; 0; 376213.97; 0.00; 0.00; 376213.97; 145218830.92; 0.033012
29; 1825; 224; 2049; 1358; 3407; 5282; 688; 5970; 646; 1558; 2; 3; 10023; 8556; 582; 0.2267; 0.5406; -2.2651e-01; 18074.68; 387903.11; 75360.38; 0.0000; 429; 202; 1685; 33; 64; 2; 1134; 935; 0; 2; 0.8099; -7.1679e-02; 620.79; 1598.48; 518.21; 1.8657; 1889; 649; 67; 0.0312; 896; 1; 1; 0; 0; 50178.98; 0.00; 0.00; 50178.98; 144992030.31; 0.032313
30; 1827; 223; 2050; 1362; 3412; 5278; 688; 5966; 648; 1559; 2; 3; 10026; 8556; 580; 0.2270; 0.6460; -2.1052e-01; 20579.41; 384394.93; 357975.73; 16.6667; 427; 202; 1706; 25; 67; 3; 1177; 969; 1; 2; 0.8135; -5.1352e-02; 622.15; 1614.15; 554.77; 2.2364; 1881; 635; 55; 0.0315; 896; 0; 0; 0; 0; 0.00; 0.00; 0.00; 0.00; 144714164.24; 0.031881
31; 1831; 219; 2050; 1370; 3420; 5265; 689; 5954; 651; 1559; 2; 3; 10025; 8556; 581; 0.2280; 0.6120; -2.1480e-01; 21354.58; 379740.66; 212198.58; 0.1667; 426; 203; 1729; 30; 67; 6; 1180; 966; 2; 4; 0.8111; -4.6741e-02; 623.57; 1567.53; 520.21; 1.4595; 1901; 655; 74; 0.0318; 898; 3; 3; 0; 0; 320918.46; 0.00; 0.00; 320918.46; 144068251.14; 0.031814
32; 1832; 217; 2049; 1377; 3426; 5253; 693; 5946; 652; 1562; 2; 3; 10024; 8556; 581; 0.2288; 0.5830; -1.7661e-01; 18945.79; 375871.23; 89661.32; 0.6667; 424; 202; 1744; 32; 65; 6; 1195; 970; 1; 5; 0.8105; -4.0598e-02; 623.55; 1536.78; 545.66; 1.6000; 1917; 671; 90; 0.0321; 898; 2; 2; 0; 0; 110523.46; 0.00; 0.00; 110523.46; 143872529.56; 0.032240
33; 1828; 214; 2042; 1392; 3434; 5239; 690; 5929; 657; 1561; 2; 3; 10020; 8556; 578; 0.2302; 0.5821; -2.0616e-01; 21312.15; 372635.26; 139613.83; 1.0000; 425; 204; 1771; 33; 67; 9; 1207; 973; 4; 5; 0.8079; -3.8721e-02; 624.52; 1519.06; 524.20; 3.3878; 1916; 676; 98; 0.0324; 901; 3; 3; 0; 2; 150026.82; 0.00; 81670.05; 231696.87; 143773864.01; 0.031961
34; 1830; 213; 2043; 1403; 3446; 5230; 693; 5923; 658; 1564; 1; 3; 10027; 8556; 572; 0.2308; 0.5958; -1.9517e-01; 20745.96; 370229.77; 185662.98; 0.6667; 417; 199; 1780; 20; 67; 6; 1208; 976; 2; 4; 0.8282; -2.8861e-02; 624.18; 1536.41; 556.22; 3.4205; 1912; 660; 88; 0.0327; 906; 4; 4; 0; 1; 748239.75; 0.00; 43822.61; 792062.37; 144286510.09; 0.032121
35; 1826; 211; 2037; 1420; 3457; 5214; 689; 5903; 664; 1564; 1; 3; 10024; 8556; 569; 0.2325; 0.5969; -1.5840e-01; 18795.55; 364718.25; 104369.76; 1.1000; 414; 198; 1819; 53; 75; 10; 1195; 978; 6; 4; 0.8072; -2.8903e-02; 623.49; 1508.61; 497.41; 1.9688; 1913; 665; 96; 0.0330; 909; 1; 1; 0; 5; 124934.34; 0.00; 180868.08; 305802.42; 144259871.48; 0.032865
36; 1826; 211; 2037; 1428; 3465; 5203; 690; 5893; 665; 1566; 1; 3; 10023; 8556; 570; 0.2335; 0.5475; -1.6160e-01; 18729.42; 362503.69; 89708.98; 5.0000; 412; 194; 1833; 30; 73; 8; 1211; 974; 3; 3; 0.7909; -4.7544e-02; 624.12; 1480.98; 506.73; 2.3727; 1927; 680; 110; 0.0333; 910; 0; 0; 0; 1; 0.00; 0.00; 37035.93; 37035.93; 144016173.31; 0.032220
37; 1827; 206; 2033; 1437; 3470; 5188; 693; 5881; 668; 1567; 2; 3; 10019; 8556; 570; 0.2346; 0.5852; -1.6410e-01; 20408.86; 359410.27; 163057.97; 1.0000; 408; 195; 1856; 33; 77; 9; 1218; 989; 3; 5; 0.8013; -5.4775e-02; 623.38; 1475.14; 513.45; 2.7500; 1930; 682; 112; 0.0335; 912; 3; 3; 0; 0; 171753.39; 0.00; 0.00; 171753.39; 143857977.83; 0.031863
38; 1829; 203; 2032; 1447; 3479; 5181; 694; 5875; 669; 1566; 1; 3; 10023; 8556; 565; 0.2352; 0.5618; -1.7185e-01; 18393.16; 356538.25; 93112.18; 4.2727; 407; 192; 1873; 34; 72; 11; 1214; 987; 2; 7; 0.8001; -5.0929e-02; 624.74; 1473.85; 549.87; 2.8596; 1929; 679; 114; 0.0337; 917; 5; 3; 0; 1; 211063.31; 0.00; 118300.00; 329363.31; 143900993.46; 0.032042
39; 1827; 200; 2027; 1460; 3487; 5169; 699; 5868; 670; 1569; 1; 3; 10025; 8556; 558; 0.2359; 0.5702; -1.5719e-01; 19138.99; 354620.97; 90100.48; 5.1875; 403; 191; 1889; 32; 73; 16; 1203; 990; 4; 12; 0.7727; -3.0570e-02; 623.87; 1458.91; 524.40; 3.9091; 1933; 679; 121; 0.0337; 926; 6; 6; 0; 4; 519758.34; 0.00; 196481.04; 716239.38; 144332561.68; 0.032251
40; 1827; 199; 2026; 1467; 3493; 5165; 700; 5865; 669; 1568; 1; 3; 10027; 8556; 555; 0.2363; 0.5150; -1.6920e-01; 16596.02; 353471.46; 97367.75; 1.0000; 392; 187; 1906; 43; 73; 6; 1192; 989; 2; 4; 0.7811; -3.7777e-02; 626.24; 1505.48; 602.35; 3.4646; 1921; 654; 99; 0.0341; 926; 1; 1; 0; 0; 209545.21; 0.00; 0.00; 209545.21; 144223096.10; 0.032764
41; 1824; 197; 2021; 1479; 3500; 5152; 701; 5853; 671; 1569; 1; 3; 10024; 8556; 553; 0.2375; 0.4750; -1.6864e-01; 18460.24; 349494.74; 118593.30; 1.8000; 396; 189; 1931; 38; 74; 10; 1193; 1004; 5; 5; 0.7925; -3.2905e-02; 623.49; 1476.14; 498.57; 1.6465; 1910; 652; 99; 0.0347; 933; 4; 4; 0; 4; 377267.91; 0.00; 163088.84; 540356.74; 144467480.19; 0.032092
42; 1833; 196; 2029; 1487; 3516; 5144; 701; 5845; 672; 1569; 1; 4; 10033; 8556; 552; 0.2383; 0.5380; -1.6661e-01; 20406.97; 345968.96; 246666.74; 0.4286; 383; 181; 1952; 41; 79; 7; 1215; 1011; 2; 3; 0.7936; -3.3039e-02; 623.36; 1498.81; 519.64; 2.5882; 1910; 637; 85; 0.0350; 934; 1; 1; 0; 1; 36553.32; 0.00; 379166.09; 415719.41; 144596309.03; 0.032531
43; 1828; 195; 2023; 1495; 3518; 5133; 702; 5835; 674; 1571; 0; 4; 10027; 8556; 552; 0.2392; 0.4866; -1.6622e-01; 20828.20; 342641.09; 179334.28; 2.8000; 386; 184; 1971; 39; 79; 10; 1212; 1013; 3; 4; 0.7822; -2.7192e-02; 624.62; 1469.17; 486.60; 2.5426; 1915; 646; 94; 0.0354; 936; 2; 2; 0; 3; 412434.17; 0.00; 430076.05; 842510.22; 144457921.95; 0.032366
44; 1821; 197; 2018; 1508; 3526; 5127; 697; 5824; 675; 1569; 0; 4; 10025; 8556; 549; 0.2404; 0.4968; -1.7361e-01; 16868.82; 340977.18; 88867.54; 0.6250; 383; 180; 1984; 32; 81; 8; 1218; 1016; 5; 1; 0.8004; -2.4204e-02; 625.21; 1483.12; 520.69; 2.1852; 1892; 630; 81; 0.0361; 940; 1; 0; 0; 3; 12064.39; 0.00; 114632.24; 126696.63; 144298482.43; 0.032932
45; 1822; 193; 2015; 1513; 3528; 5113; 702; 5815; 679; 1574; 0; 4; 10022; 8556; 549; 0.2410; 0.4958; -1.6765e-01; 21988.34; 337747.22; 149514.33; 2.2000; 386; 179; 2005; 34; 79; 20; 1243; 1018; 6; 12; 0.7986; -1.9926e-02; 626.09; 1456.51; 543.45; 2.8511; 1899; 643; 94; 0.0366; 950; 9; 8; 0; 5; 799127.07; 0.00; 388640.79; 1187767.86; 145162457.52; 0.031982
46; 1818; 192; 2010; 1529; 3539; 5102; 699; 5801; 682; 1573; 0; 4; 10022; 8556; 544; 0.2423; 0.4760; -1.6601e-01; 18089.51; 335619.75; 124650.65; 3.0000; 372; 173; 2017; 37; 79; 11; 1244; 1019; 4; 6; 0.7912; -2.3072e-02; 628.01; 1449.45; 561.62; 2.8041; 1904; 641; 97; 0.0371; 959; 5; 4; 1; 3; 602708.72; 10373.22; 143889.33; 756971.27; 145631357.55; 0.033390
47; 1817; 191; 2008; 1539; 3547; 5095; 699; 5794; 683; 1573; 1; 4; 10024; 8556; 540; 0.2430; 0.4630; -1.9157e-01; 19468.73; 332064.80; 134793.27; 0.8000; 374; 172; 2041; 43; 77; 15; 1256; 1024; 4; 10; 0.8014; -2.1328e-02; 626.91; 1448.27; 507.71; 3.3000; 1898; 630; 90; 0.0377; 966; 6; 3; 0; 2; 593929.47; 0.00; 449540.47; 1043469.94; 146384890.60; 0.032819
48; 1819; 192; 2011; 1543; 3554; 5088; 694; 5782; 687; 1573; 1; 4; 10023; 8556; 544; 0.2439; 0.4729; -1.8865e-01; 19404.70; 330048.25; 131859.91; 2.5714; 376; 170; 2048; 31; 76; 14; 1252; 1035; 3; 7; 0.8079; -1.0605e-02; 626.98; 1466.89; 537.41; 2.4459; 1878; 618; 74; 0.0384; 971; 3; 1; 0; 3; 286329.41; 0.00; 156598.00; 442927.41; 146528222.82; 0.033199
49; 1813; 191; 2004; 1554; 3558; 5081; 695; 5776; 690; 1576; 1; 4; 10024; 8556; 536; 0.2443; 0.4740; -1.8479e-01; 22358.26; 328855.17; 152596.80; 2.8095; 380; 169; 2054; 27; 80; 21; 1263; 1041; 4; 14; 0.7780; -5.0149e-03; 629.29; 1456.32; 550.89; 2.9467; 1868; 611; 75; 0.0388; 977; 6; 3; 0; 3; 680859.94; 0.00; 148237.26; 829097.21; 147022656.94; 0.032402
50; 1812; 189; 2001; 1564; 3565; 5073; 694; 5767; 690; 1573; 1; 4; 10022; 8556; 535; 0.2453; 0.4647; -1.6691e-01; 19777.22; 325733.79; 119665.59; 1.3158; 374; 168; 2072; 47; 83; 19; 1276; 1042; 5; 8; 0.7480; -2.4390e-02; 629.76; 1410.39; 505.76; 4.2917; 1889; 631; 96; 0.0390; 981; 4; 3; 0; 3; 396352.21; 0.00; 195642.18; 591994.39; 147310365.84; 0.032914
51; 1806; 188; 1994; 1577; 3571; 5067; 694; 5761; 690; 1572; 2; 4; 10022; 8556; 528; 0.2460; 0.4727; -1.7807e-01; 42546.91; 324758.19; 156089.52; 5.0000; 372; 171; 2073; 28; 82; 16; 1278; 1044; 6; 5; 0.7677; -3.3842e-02; 629.16; 1409.28; 553.23; 2.4608; 1891; 630; 102; 0.0392; 983; 2; 1; 0; 0; 116813.08; 0.00; 0.00; 116813.08; 147139526.29; 0.032600
52; 1807; 182; 1989; 1582; 3571; 5062; 698; 5760; 688; 1568; 2; 4; 10019; 8556; 526; 0.2464; 0.4756; -1.4214e-01; 21169.81; 322245.09; 96857.79; 1.8000; 374; 173; 2082; 32; 81; 25; 1278; 1044; 6; 14; 0.7612; -3.2717e-02; 627.86; 1404.37; 511.34; 2.6632; 1878; 621; 95; 0.0394; 992; 7; 4; 0; 6; 213944.89; 0.00; 436409.79; 650354.68; 147207859.83; 0.031969
53; 1808; 180; 1988; 1584; 3572; 5057; 698; 5755; 692; 1570; 2; 4; 10019; 8556; 525; 0.2465; 0.4636; -9.5068e-02; 24003.68; 321602.25; 149721.64; 3.7308; 374; 173; 2080; 31; 84; 26; 1294; 1041; 5; 13; 0.7513; -2.8153e-02; 629.31; 1383.93; 522.52; 3.4667; 1889; 630; 105; 0.0395; 1000; 6; 4; 0; 4; 791037.93; 0.00; 279134.47; 1070172.39; 147950360.23; 0.032677
