Model time; nNonBTLHomeless; nBTLHomeless; nHomeless; nRenting; nNonOwner; nNonBTLOwnerOccupier; nBTLOwnerOccupier; nOwnerOccupier; nActiveBTL; nBTL; nNonBTLBankrupt; nBTLBankrupt; TotalPopulation; HousingStock; nEmptyHouses; BTLStockFraction; Sale HPI; Sale AnnualHPA; Sale AvBidPrice; Sale AvOfferPrice; Sale AvSalePrice; Sale AvMonthsOnMarket; Sale nBuyers; Sale nBTLBuyers; Sale nSellers; Sale nNewSellers; Sale nBTLSellers; Sale nSales; Sale nNonBTLBidsAboveExpAvSalePrice; Sale nBTLBidsAboveExpAvSalePrice; Sale nSalesToBTL; Sale nSalesToFTB; Rental HPI; Rental AnnualHPA; Rental AvBidPrice; Rental AvOfferPrice; Rental AvSalePrice; Rental AvMonthsOnMarket; Rental nBuyers; Rental nSellers; Rental nSales; Rental ExpAvFlowYield; nStockMortgages; nNewFTBMortgages; nNewFTBMortgagesToBTL; nNewHMMortgages; nNewBTLMortgages; newFTBCredit; newHMCredit; newBTLCredit; newTotalCredit; creditStock; interestRate
317; 1514; 187; 1701; 1678; 3379; 5254; 481; 5735; 894; 1562; 2; 3; 10008; 8556; 249; 0.2252; 1.4653; 8.0807e-02; 107103.69; 624356.23; 226405.83; 0.1000; 626; 207; 122; 46; 22; 30; 534; 723; 3; 12; 0.9679; -4.8553e-02; 629.29; 1085.68; 546.13; 2.1474; 1382; 344; 95; 0.0246; 3347; 11; 3; 3; 0; 1636457.83; 517300.48; 0.00; 2153758.31; 341457277.24; 0.036995
318; 1511; 187; 1698; 1680; 3378; 5254; 480; 5734; 893; 1560; 2; 3; 10005; 8556; 249; 0.2255; 1.4737; 8.5239e-02; 76511.48; 592946.20; 204512.52; 0.0556; 643; 206; 141; 49; 23; 36; 551; 747; 4; 13; 0.9706; -3.7334e-02; 628.09; 1075.86; 476.72; 0.4943; 1360; 336; 87; 0.0243; 3355; 13; 2; 4; 3; 1426360.68; 675234.05; 370121.27; 2471716.00; 342116517.80; 0.034707
319; 1516; 185; 1701; 1674; 3375; 5258; 482; 5740; 892; 1559; 1; 3; 10007; 8556; 250; 0.2249; 1.4953; 1.0407e-01; 113174.89; 632608.17; 278512.20; 0.4828; 622; 207; 139; 34; 27; 29; 531; 741; 4; 11; 0.9800; -3.0353e-02; 626.26; 1055.10; 501.07; 1.5490; 1394; 352; 102; 0.0240; 3360; 8; 2; 9; 1; 1563102.31; 1645847.88; 207039.50; 3415989.69; 343320274.42; 0.035129
320; 1512; 185; 1697; 1685; 3382; 5250; 481; 5731; 894; 1560; 2; 3; 10007; 8556; 246; 0.2257; 1.5256; 1.1297e-01; 112717.72; 637350.56; 270509.13; 0.7586; 620; 213; 136; 27; 23; 29; 529; 728; 10; 8; 0.9863; -2.7688e-02; 627.21; 1062.34; 548.11; 2.3238; 1390; 351; 105; 0.0237; 3358; 8; 1; 6; 6; 1476698.35; 765693.31; 809212.24; 3051603.90; 344229662.62; 0.036385
321; 1500; 185; 1685; 1701; 3386; 5245; 479; 5724; 894; 1558; 2; 3; 10004; 8556; 237; 0.2265; 1.5324; 1.0652e-01; 119865.73; 619061.32; 249442.09; 0.0333; 634; 214; 153; 46; 24; 30; 536; 721; 10; 5; 0.9748; -3.4787e-02; 626.32; 1007.91; 554.79; 1.8980; 1411; 384; 147; 0.0234; 3351; 3; 1; 6; 6; 590403.25; 804747.14; 905585.34; 2300735.74; 343690596.67; 0.035900
322; 1503; 186; 1689; 1704; 3393; 5239; 475; 5714; 898; 1559; 2; 3; 10005; 8556; 240; 0.2272; 1.4913; 7.4987e-02; 77763.65; 634152.51; 279877.17; 0.5185; 611; 201; 156; 33; 26; 27; 516; 719; 4; 5; 0.9828; -3.5634e-02; 620.42; 1059.14; 516.42; 1.1531; 1375; 338; 98; 0.0232; 3354; 4; 1; 11; 0; 1078556.15; 1486934.27; 0.00; 2565490.43; 344449708.74; 0.034902
323; 1506; 188; 1694; 1703; 3397; 5237; 474; 5711; 896; 1558; 1; 3; 10004; 8556; 246; 0.2278; 1.4865; 5.6772e-02; 107279.16; 630531.40; 299546.43; 1.2857; 617; 215; 172; 43; 29; 35; 519; 718; 7; 8; 0.9857; -3.8575e-02; 620.30; 1051.59; 520.54; 1.8738; 1395; 349; 103; 0.0230; 3357; 7; 0; 7; 2; 1064738.73; 1547947.76; 286046.06; 2898732.55; 344888030.00; 0.035254
324; 1505; 191; 1696; 1706; 3402; 5237; 474; 5711; 895; 1560; 1; 3; 10008; 8556; 244; 0.2279; 1.5003; 3.5393e-02; 75316.74; 623324.52; 269916.39; 0.9091; 623; 198; 182; 45; 30; 33; 532; 716; 3; 12; 0.9968; -3.3106e-02; 623.58; 1071.60; 514.05; 1.6854; 1366; 333; 89; 0.0229; 3362; 10; 0; 8; 2; 1476967.36; 1174954.10; 255469.27; 2907390.74; 345304085.34; 0.035697
325; 1505; 193; 1698; 1709; 3407; 5233; 472; 5705; 896; 1561; 1; 3; 10008; 8556; 246; 0.2285; 1.5360; 3.4030e-02; 74588.94; 628765.59; 211980.21; 0.3333; 621; 208; 179; 31; 31; 27; 544; 717; 6; 5; 0.9637; -3.5146e-02; 624.44; 1060.18; 579.71; 1.9619; 1392; 351; 105; 0.0227; 3362; 4; 0; 5; 6; 188109.22; 561896.74; 728581.65; 1478587.62; 344752875.34; 0.035708
326; 1499; 196; 1695; 1714; 3409; 5232; 470; 5702; 897; 1563; 1; 3; 10008; 8556; 243; 0.2287; 1.5043; 4.4332e-02; 80985.83; 642959.74; 274952.67; 1.3077; 622; 208; 176; 24; 29; 26; 516; 722; 5; 6; 0.9712; -1.4585e-02; 620.78; 1048.52; 517.51; 1.4949; 1385; 342; 99; 0.0225; 3364; 4; 0; 7; 3; 751254.98; 1077917.43; 529229.48; 2358401.88; 344705315.56; 0.033810
327; 1490; 197; 1687; 1727; 3414; 5226; 469; 5695; 897; 1563; 1; 3; 10006; 8556; 237; 0.2295; 1.4830; 4.7766e-02; 89576.93; 634537.97; 258126.71; 1.2143; 615; 204; 186; 36; 28; 28; 528; 710; 5; 8; 0.9786; -1.9343e-03; 622.46; 1012.81; 527.05; 1.7661; 1401; 361; 124; 0.0224; 3360; 5; 0; 2; 3; 947548.14; 251911.32; 435628.40; 1635087.86; 344258313.31; 0.034979
328; 1486; 198; 1684; 1732; 3416; 5225; 471; 5696; 895; 1564; 1; 3; 10007; 8556; 233; 0.2297; 1.4762; 3.6576e-02; 107574.22; 636753.23; 292180.11; 1.6765; 594; 202; 196; 39; 31; 34; 542; 728; 5; 11; 0.9635; 1.1334e-02; 618.85; 1019.55; 515.09; 2.7034; 1415; 351; 118; 0.0223; 3367; 10; 3; 8; 4; 1588460.31; 1730505.02; 542626.69; 3861592.01; 345882093.89; 0.034017
329; 1485; 196; 1681; 1736; 3417; 5224; 468; 5692; 897; 1561; 1; 3; 10006; 8556; 231; 0.2299; 1.5454; 2.8544e-02; 67844.04; 637933.46; 225365.55; 0.6774; 580; 205; 201; 39; 35; 31; 526; 714; 3; 9; 0.9501; -6.2218e-03; 618.61; 1075.70; 564.89; 1.5652; 1401; 323; 92; 0.0221; 3362; 7; 2; 5; 2; 824901.58; 828370.90; 170041.46; 1823313.94; 345794473.25; 0.036977
330; 1478; 194; 1672; 1743; 3415; 5220; 468; 5688; 899; 1561; 1; 3; 10002; 8556; 226; 0.2301; 1.5703; 4.3668e-02; 65833.46; 617725.91; 193579.65; 0.4634; 585; 201; 223; 54; 41; 41; 532; 725; 2; 13; 0.9609; -1.2211e-02; 622.16; 1048.62; 542.22; 1.6355; 1400; 333; 107; 0.0219; 3355; 10; 3; 6; 2; 1090879.41; 1180795.28; 89301.49; 2360976.18; 345694372.02; 0.034267
331; 1477; 195; 1672; 1752; 3424; 5218; 462; 5680; 902; 1559; 1; 3; 10006; 8556; 222; 0.2307; 1.5543; 5.3150e-02; 72040.01; 653959.32; 268659.33; 0.5600; 580; 202; 217; 35; 39; 25; 528; 718; 6; 6; 0.9374; -2.4074e-02; 623.39; 1046.75; 546.09; 2.3056; 1403; 330; 108; 0.0217; 3347; 4; 0; 2; 3; 563568.09; 221732.21; 459205.17; 1244505.48; 345074182.65; 0.034982
332; 1473; 197; 1670; 1759; 3429; 5217; 464; 5681; 898; 1559; 1; 3; 10008; 8556; 218; 0.2311; 1.5171; 3.2754e-02; 71990.10; 625328.76; 232679.73; 1.6176; 629; 213; 233; 41; 44; 34; 526; 723; 7; 11; 0.9216; -3.9888e-02; 623.24; 1069.73; 524.49; 1.9770; 1343; 305; 87; 0.0215; 3340; 10; 1; 2; 2; 1473096.07; 356218.55; 200566.88; 2029881.51; 344508410.69; 0.033498
333; 1466; 196; 1662; 1765; 3427; 5217; 460; 5677; 900; 1556; 2; 2; 10004; 8556; 214; 0.2313; 1.5695; 1.9255e-02; 73422.12; 632923.25; 229429.61; 0.1724; 605; 210; 233; 34; 47; 29; 523; 714; 5; 6; 0.9495; -4.5080e-02; 623.01; 1049.50; 544.61; 2.5192; 1373; 318; 104; 0.0213; 3337; 5; 1; 5; 3; 581687.58; 910964.50; 395214.11; 1887866.19; 344091681.02; 0.034542
334; 1471; 195; 1666; 1765; 3431; 5219; 462; 5681; 898; 1555; 2; 2; 10010; 8556; 212; 0.2311; 1.5172; 1.2009e-02; 64701.57; 647258.44; 248745.22; 1.6522; 568; 203; 235; 31; 47; 23; 523; 714; 4; 9; 0.9463; -4.2962e-02; 622.22; 1055.66; 558.18; 1.6214; 1405; 315; 103; 0.0212; 3337; 9; 3; 3; 1; 1707947.81; 354608.15; 67818.02; 2130373.97; 344194867.76; 0.034353
335; 1469; 195; 1664; 1769; 3433; 5213; 461; 5674; 899; 1555; 1; 2; 10006; 8556; 214; 0.2318; 1.5923; 3.7443e-02; 58157.74; 644797.58; 206457.30; 0.0476; 553; 204; 259; 47; 56; 21; 525; 710; 5; 5; 0.9532; -3.2014e-02; 622.90; 1023.80; 498.17; 2.0270; 1428; 325; 111; 0.0211; 3341; 4; 1; 4; 5; 410197.37; 532263.48; 480202.46; 1422663.31; 344157925.51; 0.034675
336; 1466; 194; 1660; 1774; 3434; 5211; 465; 5676; 897; 1556; 0; 2; 10007; 8556; 209; 0.2318; 1.4548; 1.9268e-02; 61337.61; 653536.74; 280872.60; 3.6875; 567; 209; 270; 32; 59; 16; 531; 708; 2; 7; 0.9556; -3.7144e-02; 625.92; 1009.67; 531.38; 0.7008; 1429; 336; 127; 0.0210; 3340; 3; 2; 3; 2; 589225.33; 475414.11; 158450.65; 1223090.08; 343793558.47; 0.033735
337; 1465; 193; 1658; 1783; 3441; 5207; 465; 5672; 895; 1553; 0; 2; 10008; 8556; 206; 0.2325; 1.5477; 1.5907e-02; 59849.53; 614922.46; 214133.46; 0.2105; 557; 214; 304; 50; 63; 38; 541; 720; 10; 8; 0.9614; -2.5756e-02; 622.24; 1031.42; 474.23; 1.6569; 1414; 308; 102; 0.0209; 3327; 4; 1; 0; 7; 379284.02; 0.00; 839745.49; 1219029.51; 342339659.44; 0.033469
338; 1460; 196; 1656; 1783; 3439; 5209; 464; 5673; 895; 1555; 0; 2; 10007; 8556; 205; 0.2324; 1.4177; -2.6528e-02; 61096.76; 633133.16; 244152.55; 1.8846; 556; 212; 308; 42; 67; 26; 535; 710; 2; 5; 0.9657; -1.6673e-02; 622.44; 1035.13; 515.64; 1.9717; 1426; 311; 106; 0.0210; 3319; 5; 3; 2; 0; 1367293.44; 333062.98; 0.00; 1700356.41; 342134148.50; 0.033464
339; 1469; 195; 1664; 1776; 3440; 5206; 465; 5671; 896; 1556; 0; 2; 10007; 8556; 213; 0.2325; 1.4307; -2.8126e-02; 60336.25; 627154.72; 227713.56; 1.7500; 545; 215; 324; 42; 73; 24; 538; 722; 5; 6; 0.9862; -8.0618e-05; 623.09; 1018.47; 513.96; 0.9035; 1450; 327; 114; 0.0211; 3315; 3; 2; 1; 3; 506374.36; 143723.63; 172476.70; 822574.70; 341381049.79; 0.034104
340; 1477; 194; 1671; 1779; 3450; 5200; 462; 5662; 896; 1552; 0; 2; 10008; 8556; 219; 0.2335; 1.3845; -5.1647e-02; 55353.35; 624446.03; 216797.50; 1.3333; 534; 203; 348; 48; 78; 21; 558; 731; 5; 2; 0.9710; 3.2788e-03; 625.97; 1069.65; 543.98; 0.8427; 1430; 308; 89; 0.0213; 3307; 1; 1; 1; 5; 76760.13; 43176.97; 510038.30; 629975.40; 340132570.40; 0.032937
341; 1471; 196; 1667; 1783; 3450; 5203; 460; 5663; 896; 1552; 0; 2; 10009; 8556; 214; 0.2334; 1.4560; -5.1805e-02; 48618.34; 611300.84; 198176.53; 0.3200; 499; 202; 372; 45; 92; 25; 552; 738; 5; 3; 0.9644; 1.0151e-02; 627.90; 1067.36; 587.59; 4.5800; 1474; 314; 100; 0.0213; 3299; 2; 2; 1; 4; 276997.04; 41255.37; 474476.85; 792729.27; 338788244.61; 0.032681
342; 1472; 193; 1665; 1784; 3449; 5202; 463; 5665; 894; 1550; 1; 2; 10008; 8556; 213; 0.2334; 1.3810; -8.0663e-02; 49130.82; 607482.53; 213879.48; 1.3333; 484; 200; 395; 48; 100; 24; 530; 735; 2; 8; 0.9682; 1.0148e-02; 627.24; 1054.78; 566.96; 1.1869; 1492; 320; 107; 0.0214; 3287; 7; 5; 0; 1; 632856.40; 0.00; 202420.09; 835276.48; 337442159.15; 0.032897
343; 1471; 195; 1666; 1780; 3446; 5206; 463; 5669; 890; 1548; 1; 2; 10005; 8556; 217; 0.2334; 1.4115; -9.0270e-02; 47225.81; 596195.03; 179506.35; 0.7308; 495; 199; 431; 63; 111; 26; 560; 743; 5; 8; 0.9689; 1.8644e-02; 625.48; 1044.34; 528.57; 0.6569; 1480; 319; 102; 0.0215; 3275; 3; 2; 1; 4; 396800.63; 32954.85; 332634.79; 762390.28; 335801111.77; 0.032954
344; 1474; 195; 1669; 1783; 3452; 5202; 462; 5664; 891; 1548; 1; 2; 10007; 8556; 218; 0.2339; 1.3387; -1.0999e-01; 52296.29; 593535.28; 179491.12; 0.4500; 479; 200; 448; 43; 116; 20; 545; 745; 6; 4; 0.9655; 2.9327e-02; 624.45; 1044.32; 515.57; 1.1020; 1490; 316; 98; 0.0217; 3270; 2; 1; 0; 3; 138338.85; 0.00; 253546.15; 391885.00; 334555767.46; 0.032857
345; 1474; 196; 1670; 1789; 3459; 5197; 465; 5662; 888; 1549; 1; 2; 10009; 8556; 217; 0.2345; 1.3846; -1.0906e-01; 40071.99; 575819.61; 168512.18; 0.1000; 465; 196; 489; 61; 128; 20; 564; 759; 4; 8; 0.9382; 2.2811e-02; 626.07; 1014.73; 529.24; 3.1966; 1520; 334; 117; 0.0218; 3260; 6; 4; 0; 2; 773131.70; 0.00; 137370.48; 910502.18; 333436045.41; 0.032365
346; 1471; 194; 1665; 1806; 3471; 5187; 458; 5645; 894; 1546; 1; 2; 10010; 8556; 211; 0.2357; 1.3963; -1.0518e-01; 84273.66; 575894.53; 182270.28; 0.3810; 445; 199; 503; 34; 133; 21; 565; 747; 8; 4; 0.9264; 4.5066e-03; 622.87; 1026.78; 521.56; 3.4393; 1520; 318; 107; 0.0218; 3251; 0; 0; 0; 5; 0.00; 0.00; 495331.13; 495331.13; 331832935.48; 0.033054
347; 1462; 194; 1656; 1814; 3470; 5183; 460; 5643; 892; 1546; 1; 2; 10005; 8556; 207; 0.2362; 1.2984; -1.2818e-01; 39622.67; 573351.59; 205929.01; 4.1579; 444; 189; 522; 40; 141; 19; 573; 749; 3; 5; 0.9444; -1.4009e-02; 627.72; 1014.12; 566.27; 1.3120; 1527; 332; 125; 0.0219; 3245; 2; 2; 0; 1; 180280.35; 0.00; 52802.90; 233083.25; 330627596.62; 0.032502
348; 1463; 195; 1658; 1818; 3476; 5178; 457; 5635; 894; 1546; 1; 2; 10005; 8556; 209; 0.2369; 1.3707; -1.0932e-01; 40871.29; 565296.41; 167004.41; 0.6471; 436; 191; 540; 38; 146; 17; 563; 761; 5; 2; 0.9331; -1.7912e-02; 624.28; 981.36; 451.95; 1.1034; 1527; 325; 116; 0.0220; 3240; 1; 0; 0; 3; 6843.66; 0.00; 179900.41; 186744.07; 329164455.78; 0.032154
349; 1461; 197; 1658; 1825; 3483; 5172; 454; 5626; 896; 1547; 1; 2; 10005; 8556; 209; 0.2377; 1.2393; -1.4940e-01; 33652.60; 562013.86; 168803.36; 3.0667; 421; 187; 559; 36; 150; 15; 564; 767; 5; 1; 0.9257; -2.3349e-02; 625.14; 997.45; 523.38; 1.7236; 1545; 332; 123; 0.0221; 3237; 1; 1; 1; 4; 171519.04; 18656.14; 226744.77; 416919.94; 328245743.09; 0.032092
350; 1463; 197; 1660; 1827; 3487; 5169; 461; 5630; 894; 1552; 1; 2; 10011; 8556; 205; 0.2375; 1.2493; -1.2691e-01; 81004.11; 553114.42; 163157.47; 0.8824; 423; 189; 583; 39; 161; 17; 583; 780; 3; 7; 0.9346; -3.0992e-02; 626.41; 1035.68; 548.86; 1.2430; 1537; 312; 107; 0.0223; 3235; 6; 5; 0; 1; 507188.46; 0.00; 132900.55; 640089.00; 327200074.18; 0.032398
351; 1461; 196; 1657; 1836; 3493; 5159; 461; 5620; 896; 1553; 0; 3; 10009; 8556; 204; 0.2384; 1.2742; -1.4406e-01; 35408.77; 546976.16; 177711.86; 1.1875; 417; 193; 602; 36; 163; 16; 581; 782; 5; 4; 0.9030; -5.1479e-02; 625.95; 1002.09; 504.41; 2.0531; 1544; 317; 113; 0.0224; 3228; 3; 3; 0; 2; 239463.04; 0.00; 213077.69; 452540.72; 326164836.76; 0.032694
352; 1460; 196; 1656; 1843; 3499; 5152; 461; 5613; 896; 1553; 0; 3; 10008; 8556; 204; 0.2392; 1.2721; -1.0331e-01; 29521.54; 539898.35; 125953.58; 0.6000; 402; 189; 618; 33; 168; 10; 573; 779; 4; 4; 0.9193; -5.6787e-02; 626.51; 1029.54; 509.07; 1.0526; 1538; 299; 95; 0.0226; 3224; 2; 2; 0; 3; 99071.76; 0.00; 190573.65; 289645.41; 324785007.11; 0.032445
353; 1461; 197; 1658; 1852; 3510; 5148; 459; 5607; 895; 1551; 0; 3; 10012; 8556; 202; 0.2401; 1.3291; -9.2668e-02; 27556.63; 534445.28; 101678.72; 0.0000; 406; 187; 641; 34; 177; 3; 594; 784; 1; 0; 0.9079; -6.5507e-02; 627.87; 1013.60; 534.25; 1.2897; 1546; 309; 107; 0.0226; 3214; 0; 0; 0; 1; 0.00; 0.00; 74752.11; 74752.11; 323408771.95; 0.032229
354; 1455; 198; 1653; 1868; 3521; 5139; 455; 5594; 896; 1549; 0; 3; 10011; 8556; 198; 0.2415; 1.2384; -9.0470e-02; 34762.63; 521888.45; 181445.28; 3.0000; 415; 193; 670; 35; 180; 14; 579; 784; 7; 4; 0.9090; -5.7643e-02; 629.34; 985.85; 556.97; 1.8692; 1554; 328; 130; 0.0227; 3209; 2; 2; 1; 6; 266931.00; 10085.41; 564031.71; 841048.11; 322265589.26; 0.031943
355; 1458; 196; 1654; 1875; 3529; 5131; 458; 5589; 895; 1549; 0; 3; 10013; 8556; 197; 0.2422; 1.2168; -1.0927e-01; 31986.17; 514587.93; 157519.08; 3.0000; 415; 186; 695; 45; 183; 13; 609; 772; 4; 6; 0.9128; -5.9182e-02; 629.41; 1015.61; 538.79; 1.0741; 1533; 305; 108; 0.0228; 3203; 6; 6; 0; 2; 557399.40; 0.00; 141530.73; 698930.13; 321076037.20; 0.032961
356; 1454; 192; 1646; 1888; 3534; 5121; 457; 5578; 897; 1546; 0; 4; 10009; 8556; 193; 0.2432; 1.1130; -1.3629e-01; 27748.97; 504233.85; 124180.53; 0.8333; 391; 185; 729; 47; 187; 12; 605; 783; 7; 4; 0.9325; -5.1078e-02; 626.83; 989.90; 525.18; 1.7479; 1558; 312; 119; 0.0232; 3203; 4; 4; 0; 7; 249417.57; 0.00; 427161.46; 676579.03; 319947502.69; 0.032773
357; 1460; 191; 1651; 1893; 3544; 5111; 457; 5568; 899; 1547; 0; 3; 10011; 8556; 196; 0.2442; 1.1540; -1.5745e-01; 28394.60; 492617.95; 162866.43; 3.3077; 381; 181; 761; 44; 198; 13; 622; 804; 6; 5; 0.9436; -2.9161e-02; 627.18; 990.19; 511.13; 0.9469; 1560; 309; 113; 0.0235; 3201; 3; 3; 0; 2; 433918.07; 0.00; 75663.03; 509581.09; 319141973.24; 0.032743
358; 1456; 188; 1644; 1904; 3548; 5103; 454; 5557; 902; 1544; 0; 3; 10007; 8556; 193; 0.2451; 1.1052; -1.8143e-01; 48642.15; 485414.13; 162007.14; 3.9167; 376; 177; 789; 44; 209; 12; 634; 818; 8; 3; 0.9348; -6.8067e-03; 630.01; 990.88; 536.09; 1.2417; 1559; 313; 120; 0.0239; 3191; 2; 2; 0; 5; 105541.56; 0.00; 303296.30; 408837.86; 317708081.39; 0.032521
359; 1452; 186; 1638; 1915; 3553; 5098; 454; 5552; 900; 1540; 0; 4; 10005; 8556; 189; 0.2459; 1.0234; -1.9530e-01; 24750.47; 475639.87; 104741.38; 0.0000; 364; 173; 816; 39; 214; 9; 656; 833; 6; 2; 0.9369; 2.1824e-03; 630.43; 958.70; 505.26; 0.9778; 1580; 324; 135; 0.0244; 3185; 2; 2; 0; 3; 119715.02; 0.00; 170860.17; 290575.19; 316488109.13; 0.032387
360; 1456; 183; 1639; 1922; 3561; 5086; 460; 5546; 900; 1543; 0; 3; 10007; 8556; 188; 0.2466; 1.0406; -2.2044e-01; 23440.26; 466556.59; 133601.35; 2.6000; 363; 167; 844; 37; 222; 10; 662; 855; 3; 7; 0.9511; 6.7019e-03; 630.06; 1010.70; 530.90; 1.3148; 1550; 296; 108; 0.0250; 3182; 7; 7; 0; 2; 768658.44; 0.00; 141400.53; 910058.98; 315730095.96; 0.032230
361; 1458; 183; 1641; 1927; 3568; 5081; 460; 5541; 899; 1542; 1; 4; 10008; 8556; 189; 0.2473; 1.0401; -2.0577e-01; 23358.15; 460041.22; 180966.73; 2.4000; 362; 170; 875; 43; 229; 5; 678; 858; 2; 2; 0.9472; 1.1399e-02; 630.65; 988.21; 515.02; 1.5897; 1567; 306; 117; 0.0255; 3176; 1; 1; 0; 2; 190473.06; 0.00; 145861.26; 336334.32; 314341948.80; 0.033053
362; 1453; 184; 1637; 1934; 3571; 5077; 459; 5536; 898; 1541; 1; 3; 10005; 8556; 188; 0.2480; 0.9776; -2.0753e-01; 23187.15; 450783.93; 112808.36; 1.2500; 360; 171; 909; 41; 236; 8; 685; 866; 5; 3; 0.9057; 3.8160e-03; 631.33; 1002.52; 544.64; 4.6311; 1567; 310; 122; 0.0259; 3171; 3; 3; 0; 4; 173342.78; 0.00; 175547.98; 348890.76; 313006695.15; 0.032291
363; 1447; 184; 1631; 1953; 3584; 5065; 457; 5522; 901; 1542; 1; 4; 10007; 8556; 180; 0.2493; 0.9632; -2.0781e-01; 23085.09; 446574.88; 152054.93; 1.1667; 358; 171; 928; 28; 240; 6; 707; 879; 4; 2; 0.9220; 4.2231e-03; 631.20; 1012.98; 541.36; 1.3186; 1555; 293; 113; 0.0264; 3163; 2; 2; 0; 2; 379619.61; 0.00; 103044.94; 482664.56; 311963372.13; 0.032307
364; 1453; 180; 1633; 1960; 3593; 5054; 459; 5513; 901; 1540; 1; 2; 10007; 8556; 182; 0.2504; 0.9876; -2.2849e-01; 22453.85; 438218.30; 111042.50; 0.3750; 355; 169; 967; 47; 248; 8; 707; 886; 4; 4; 0.9410; 4.2835e-03; 629.40; 991.41; 489.29; 0.2613; 1559; 293; 111; 0.0270; 3158; 4; 4; 0; 1; 400403.16; 0.00; 40312.71; 440715.87; 311132227.56; 0.032485
365; 1454; 179; 1633; 1967; 3600; 5046; 456; 5502; 903; 1538; 1; 3; 10005; 8556; 184; 0.2514; 0.8489; -2.7759e-01; 22684.96; 429421.77; 82263.12; 0.1429; 351; 168; 1003; 47; 254; 7; 701; 890; 5; 2; 0.9091; 1.5339e-02; 631.25; 999.18; 502.09; 2.8981; 1557; 292; 108; 0.0276; 3150; 2; 2; 0; 4; 158295.38; 0.00; 196242.50; 354537.88; 309724310.87; 0.032430
366; 1461; 177; 1638; 1971; 3609; 5039; 455; 5494; 907; 1539; 1; 8; 10010; 8556; 184; 0.2519; 0.9152; -2.8333e-01; 25261.33; 422687.57; 133281.18; 0.2857; 346; 166; 1026; 32; 257; 7; 763; 909; 5; 2; 0.9357; 1.8119e-02; 631.46; 996.09; 511.17; 1.4107; 1566; 296; 112; 0.0283; 3137; 1; 1; 0; 4; 126386.72; 0.00; 250122.05; 376508.77; 307905470.97; 0.032315
367; 1463; 178; 1641; 1981; 3622; 5026; 453; 5479; 912; 1543; 1; 3; 10013; 8556; 184; 0.2530; 0.8951; -2.9731e-01; 26502.99; 415684.34; 117941.04; 0.3750; 346; 161; 1061; 44; 259; 8; 759; 929; 5; 3; 0.9414; 2.0695e-02; 634.58; 1006.79; 519.39; 2.0857; 1556; 289; 105; 0.0289; 3130; 3; 3; 0; 3; 392247.00; 0.00; 175440.69; 567687.69; 306853251.36; 0.032344
368; 1472; 175; 1647; 1984; 3631; 5014; 453; 5467; 911; 1539; 1; 4; 10009; 8556; 194; 0.2546; 0.8781; -2.4658e-01; 21248.19; 407296.77; 82308.09; 1.1111; 340; 160; 1098; 47; 260; 9; 787; 944; 4; 5; 0.9327; 2.0142e-02; 632.95; 967.91; 506.22; 1.9453; 1594; 322; 128; 0.0295; 3124; 5; 5; 0; 4; 348233.98; 0.00; 160265.59; 508499.58; 305534782.84; 0.032598
369; 1473; 171; 1644; 1985; 3629; 5010; 459; 5469; 911; 1541; 1; 4; 10009; 8556; 191; 0.2543; 0.8672; -2.4211e-01; 24734.14; 401453.94; 112769.01; 1.3846; 336; 153; 1130; 43; 267; 13; 803; 956; 2; 10; 0.9050; -3.4985e-03; 634.87; 986.61; 558.95; 2.1429; 1598; 324; 133; 0.0300; 3122; 8; 7; 0; 1; 473235.87; 0.00; 147146.81; 620382.68; 304451379.57; 0.032519
370; 1475; 170; 1645; 1989; 3634; 5006; 459; 5465; 910; 1539; 2; 4; 10009; 8556; 192; 0.2549; 0.8162; -2.4042e-01; 22267.96; 398441.06; 204612.95; 1.5000; 331; 156; 1154; 39; 270; 6; 803; 960; 3; 3; 0.9245; -1.7305e-02; 633.44; 984.81; 517.52; 1.3333; 1589; 312; 120; 0.0306; 3100; 3; 3; 0; 0; 528252.00; 0.00; 0.00; 528252.00; 302688225.26; 0.032668
371; 1480; 167; 1647; 1993; 3640; 4995; 458; 5453; 913; 1538; 1; 5; 10006; 8556; 197; 0.2560; 0.7469; -2.5966e-01; 72846.84; 389540.83; 106643.54; 1.4615; 331; 155; 1193; 52; 274; 13; 839; 973; 8; 5; 0.9164; -2.4597e-02; 632.29; 952.60; 498.46; 1.2754; 1602; 335; 138; 0.0315; 3102; 5; 5; 0; 6; 352574.86; 0.00; 365429.16; 718004.02; 301837223.39; 0.032546
372; 1480; 165; 1645; 1995; 3640; 4992; 460; 5452; 913; 1538; 1; 4; 10005; 8556; 196; 0.2561; 0.8060; -2.5247e-01; 20691.58; 385482.94; 85849.21; 0.0000; 325; 154; 1212; 34; 278; 9; 852; 994; 5; 4; 0.9197; -2.1981e-02; 634.80; 990.28; 524.77; 1.4957; 1592; 311; 115; 0.0322; 3091; 3; 3; 0; 2; 200596.35; 0.00; 103992.56; 304588.91; 300734842.87; 0.032798
