Model time; nNonBTLHomeless; nBTLHomeless; nHomeless; nRenting; nNonOwner; nNonBTLOwnerOccupier; nBTLOwnerOccupier; nOwnerOccupier; nActiveBTL; nBTL; nNonBTLBankrupt; nBTLBankrupt; TotalPopulation; HousingStock; nEmptyHouses; BTLStockFraction; Sale HPI; Sale AnnualHPA; Sale AvBidPrice; Sale AvOfferPrice; Sale AvSalePrice; Sale AvMonthsOnMarket; Sale nBuyers; Sale nBTLBuyers; Sale nSellers; Sale nNewSellers; Sale nBTLSellers; Sale nSales; Sale nNonBTLBidsAboveExpAvSalePrice; Sale nBTLBidsAboveExpAvSalePrice; Sale nSalesToBTL; Sale nSalesToFTB; Rental HPI; Rental AnnualHPA; Rental AvBidPrice; Rental AvOfferPrice; Rental AvSalePrice; Rental AvMonthsOnMarket; Rental nBuyers; Rental nSellers; Rental nSales; Rental ExpAvFlowYield; nStockMortgages; nNewFTBMortgages; nNewFTBMortgagesToBTL; nNewHMMortgages; nNewBTLMortgages; newFTBCredit; newHMCredit; newBTLCredit; newTotalCredit; creditStock; interestRate
10; 1426; 230; 1656; 1326; 2982; 5687; 676; 6363; 660; 1566; 1; 0; 10005; 8556; 207; 0.1792; 0.9561; -7.0047e-02; 28309.80; 297103.70; 150750.04; 3.3438; 488; 204; 830; 45; 7; 32; 700; 861; 1; 14; 0.9223; -6.5011e-02; 647.23; 1525.02; 491.61; 0.7143; 1387; 221; 14; 0.0384; 1078; 8; 3; 1; 0; 647250.51; 90077.44; 0.00; 737327.95; 121084575.51; 0.033483
11; 1432; 229; 1661; 1326; 2987; 5688; 675; 6363; 662; 1566; 1; 0; 10012; 8556; 205; 0.1789; 0.9524; -5.0083e-02; 27618.19; 297779.04; 130438.04; 2.5652; 469; 201; 829; 31; 8; 23; 691; 872; 1; 9; 0.8675; -1.0832e-01; 646.57; 1552.31; 670.90; 2.3333; 1402; 214; 9; 0.0376; 1082; 6; 2; 1; 0; 371047.53; 52386.06; 0.00; 423433.59; 120978661.30; 0.032818
12; 1432; 229; 1661; 1325; 2986; 5691; 674; 6365; 662; 1565; 1; 0; 10013; 8556; 204; 0.1787; 0.9352; -5.2441e-02; 29839.56; 298962.21; 143220.67; 4.5185; 475; 206; 836; 31; 8; 27; 745; 878; 4; 11; 0.9122; -1.0558e-01; 646.67; 1191.74; 499.53; 0.2193; 1506; 318; 114; 0.0371; 1090; 7; 1; 1; 3; 435889.36; 124511.67; 178299.82; 738700.85; 121104832.94; 0.032401
13; 1429; 227; 1656; 1327; 2983; 5689; 673; 6362; 663; 1563; 1; 0; 10008; 8556; 204; 0.1789; 0.9421; -5.5019e-02; 27143.16; 298932.67; 145311.34; 3.4286; 472; 199; 854; 46; 7; 28; 758; 886; 2; 11; 0.9101; -1.2281e-01; 653.44; 1230.92; 537.55; 0.5842; 1485; 305; 101; 0.0366; 1093; 5; 2; 1; 0; 525831.61; 153875.51; 0.00; 679707.12; 121288671.64; 0.032820
14; 1428; 225; 1653; 1325; 2978; 5692; 676; 6368; 663; 1564; 1; 0; 10009; 8556; 200; 0.1782; 0.9261; -5.6466e-02; 30708.22; 298851.67; 164569.63; 5.2727; 466; 198; 856; 32; 9; 33; 761; 898; 3; 14; 0.9215; -8.5262e-02; 652.51; 1234.93; 518.20; 0.5474; 1483; 295; 95; 0.0363; 1101; 10; 2; 0; 1; 765468.68; 0.00; 55135.80; 820604.48; 121702111.66; 0.032741
15; 1427; 225; 1652; 1325; 2977; 5691; 676; 6367; 664; 1565; 1; 0; 10008; 8556; 200; 0.1782; 0.9153; -5.0153e-02; 27322.94; 301405.64; 151479.84; 6.2000; 456; 199; 847; 26; 6; 25; 757; 903; 3; 12; 0.9238; -6.3288e-02; 650.89; 1209.95; 539.33; 0.6881; 1503; 309; 109; 0.0360; 1109; 9; 2; 0; 1; 358272.68; 0.00; 30000.88; 388273.56; 121628639.16; 0.032928
16; 1420; 227; 1647; 1330; 2977; 5692; 673; 6365; 665; 1565; 1; 0; 10007; 8556; 196; 0.1784; 0.9102; -6.2329e-02; 28394.56; 300602.41; 152332.70; 6.6923; 466; 197; 851; 30; 8; 26; 776; 910; 4; 13; 0.9069; -4.1369e-02; 653.56; 1204.51; 542.75; 0.7568; 1489; 307; 111; 0.0358; 1121; 8; 1; 1; 3; 596172.59; 110083.95; 362900.64; 1069157.18; 122349266.19; 0.032354
17; 1419; 225; 1644; 1336; 2980; 5690; 673; 6363; 666; 1564; 0; 0; 10009; 8556; 191; 0.1785; 0.8626; -8.3481e-02; 23890.93; 299466.40; 126294.94; 3.0000; 453; 196; 869; 45; 7; 23; 781; 914; 3; 9; 0.9425; -2.9070e-02; 656.00; 1211.22; 577.81; 1.0614; 1504; 305; 114; 0.0357; 1127; 5; 2; 0; 2; 300501.12; 0.00; 78279.54; 378780.65; 122376965.75; 0.033259
18; 1425; 222; 1647; 1339; 2986; 5683; 677; 6360; 666; 1565; 0; 0; 10012; 8556; 191; 0.1788; 0.8762; -1.0009e-01; 26071.03; 299895.99; 157627.26; 4.7826; 457; 199; 878; 34; 7; 23; 800; 922; 3; 14; 0.9580; 8.1520e-03; 652.79; 1210.77; 505.51; 0.0700; 1487; 291; 100; 0.0358; 1136; 9; 4; 0; 1; 333700.12; 0.00; 110778.92; 444479.04; 122407901.65; 0.032342
19; 1422; 221; 1643; 1341; 2984; 5681; 678; 6359; 665; 1564; 0; 0; 10008; 8556; 191; 0.1791; 0.8862; -9.8965e-02; 36984.73; 296503.09; 140306.61; 2.7857; 459; 199; 899; 44; 8; 28; 819; 924; 4; 8; 0.9571; 3.4444e-02; 655.05; 1195.88; 549.20; 0.3482; 1498; 303; 112; 0.0359; 1136; 4; 2; 0; 1; 445942.30; 0.00; 28251.09; 474193.39; 122207592.96; 0.032429
20; 1420; 221; 1641; 1342; 2983; 5677; 681; 6358; 666; 1568; 0; 0; 10007; 8556; 190; 0.1791; 0.8736; -6.8731e-02; 28971.28; 297842.18; 166456.17; 4.8710; 463; 199; 900; 31; 8; 31; 810; 927; 3; 17; 0.9523; 9.1558e-03; 657.97; 1224.33; 556.62; 0.4896; 1476; 286; 96; 0.0360; 1145; 11; 6; 0; 1; 843348.55; 0.00; 132942.15; 976290.70; 122703398.35; 0.032468
21; 1420; 222; 1642; 1345; 2987; 5679; 678; 6357; 666; 1566; 0; 0; 10010; 8556; 188; 0.1792; 0.8519; -6.7540e-02; 27503.63; 297981.51; 158553.25; 4.6786; 462; 200; 903; 36; 10; 28; 822; 930; 6; 10; 0.9604; 1.2223e-02; 659.90; 1188.22; 554.73; 0.4954; 1487; 297; 109; 0.0362; 1151; 3; 1; 1; 4; 218608.26; 2780.60; 336895.75; 558284.61; 122758376.17; 0.033136
22; 1414; 222; 1636; 1348; 2984; 5678; 677; 6355; 666; 1565; 0; 0; 10005; 8556; 187; 0.1794; 0.8646; -7.1607e-02; 24905.79; 298394.11; 169935.06; 3.7368; 450; 191; 904; 29; 11; 19; 835; 931; 0; 11; 0.9624; 2.5021e-02; 663.39; 1232.51; 601.82; 1.4787; 1473; 281; 94; 0.0363; 1151; 4; 3; 0; 0; 499055.93; 0.00; 0.00; 499055.93; 122769902.02; 0.032580
23; 1416; 224; 1640; 1353; 2993; 5675; 676; 6351; 668; 1568; 0; 0; 10012; 8556; 184; 0.1796; 0.8291; -1.0674e-01; 30108.11; 296178.91; 148645.02; 5.1935; 453; 195; 914; 29; 11; 31; 852; 936; 6; 12; 0.9773; 8.4161e-02; 663.61; 1173.50; 599.25; 0.6500; 1499; 304; 120; 0.0366; 1161; 7; 2; 1; 5; 423690.53; 142492.12; 360642.00; 926824.65; 123165944.16; 0.032501
24; 1421; 221; 1642; 1354; 2996; 5667; 678; 6345; 668; 1567; 0; 0; 10009; 8556; 189; 0.1803; 0.8597; -1.0206e-01; 23177.84; 296044.16; 128961.13; 2.9000; 446; 188; 925; 44; 14; 20; 857; 945; 0; 10; 0.9821; 8.1369e-02; 661.40; 1175.33; 565.17; 0.9182; 1496; 299; 110; 0.0369; 1165; 6; 4; 0; 0; 421513.29; 0.00; 0.00; 421513.29; 123158747.21; 0.033070
25; 1422; 218; 1640; 1355; 2995; 5664; 682; 6346; 668; 1568; 0; 0; 10009; 8556; 187; 0.1802; 0.8441; -1.0487e-01; 26904.99; 292733.28; 127109.38; 4.9394; 456; 191; 940; 37; 13; 33; 813; 956; 4; 16; 0.9679; 8.8315e-02; 661.05; 1360.48; 561.26; 0.3846; 1413; 226; 39; 0.0371; 1177; 12; 4; 0; 3; 1042108.47; 0.00; 373012.79; 1415121.26; 124136857.02; 0.032398
26; 1423; 216; 1639; 1355; 2994; 5661; 683; 6344; 668; 1567; 0; 0; 10006; 8556; 189; 0.1805; 0.8227; -9.8780e-02; 28323.08; 295008.80; 130252.72; 7.5926; 437; 188; 944; 40; 14; 27; 814; 959; 4; 14; 0.9760; 6.6432e-02; 659.33; 1350.77; 611.28; 0.6190; 1431; 231; 42; 0.0373; 1185; 7; 2; 0; 1; 426330.00; 0.00; 123700.38; 550030.38; 124339181.22; 0.033719
27; 1431; 214; 1645; 1352; 2997; 5662; 682; 6344; 670; 1566; 0; 0; 10011; 8556; 190; 0.1802; 0.8541; -9.4349e-02; 24954.33; 294148.17; 131015.61; 4.7241; 439; 185; 952; 37; 19; 29; 824; 964; 2; 8; 0.9525; 5.1188e-02; 658.56; 1324.59; 549.37; 1.2955; 1438; 234; 44; 0.0375; 1185; 3; 1; 2; 1; 206078.39; 124750.52; 186031.63; 516860.54; 123962998.66; 0.032569
28; 1430; 213; 1643; 1359; 3002; 5653; 680; 6333; 673; 1566; 0; 0; 10008; 8556; 191; 0.1812; 0.8459; -8.3189e-02; 22228.36; 293786.68; 128515.12; 1.0556; 424; 184; 952; 32; 18; 18; 827; 963; 3; 7; 0.9577; 4.8722e-02; 656.29; 1214.24; 507.57; 0.8243; 1477; 265; 74; 0.0376; 1189; 4; 1; 0; 1; 178041.08; 0.00; 106855.37; 284896.45; 123844399.04; 0.032525
29; 1429; 211; 1640; 1365; 3005; 5641; 680; 6321; 678; 1569; 0; 0; 10004; 8556; 192; 0.1820; 0.8459; -5.2907e-02; 26883.12; 292518.70; 142040.26; 5.5161; 428; 184; 967; 36; 19; 31; 828; 967; 4; 13; 0.9335; 2.5418e-02; 657.94; 1234.34; 567.59; 1.5000; 1469; 264; 72; 0.0376; 1197; 10; 4; 0; 3; 872208.70; 0.00; 208345.75; 1080554.45; 124224135.89; 0.032216
30; 1434; 207; 1641; 1366; 3007; 5640; 680; 6320; 680; 1567; 0; 0; 10007; 8556; 190; 0.1819; 0.8144; -5.3913e-02; 29562.45; 292256.28; 141456.62; 4.1154; 424; 183; 968; 33; 22; 26; 828; 968; 3; 10; 0.9221; 2.0739e-03; 657.67; 1248.98; 550.06; 1.4286; 1465; 253; 63; 0.0376; 1206; 7; 4; 3; 3; 501895.95; 178704.29; 112811.13; 793411.38; 124424423.16; 0.033274
31; 1433; 206; 1639; 1369; 3008; 5633; 683; 6316; 681; 1570; 1; 0; 10005; 8556; 190; 0.1822; 0.8094; -5.9178e-02; 23674.23; 290736.39; 134123.91; 4.3571; 415; 177; 980; 39; 20; 28; 829; 978; 3; 10; 0.9459; -1.9673e-02; 658.29; 1172.46; 523.44; 0.8161; 1493; 277; 87; 0.0378; 1214; 7; 6; 1; 1; 471858.64; 76718.85; 36497.80; 585075.30; 124610995.48; 0.032893
32; 1433; 206; 1639; 1372; 3011; 5629; 683; 6312; 680; 1569; 1; 0; 10003; 8556; 192; 0.1828; 0.7900; -8.4306e-02; 26041.04; 291610.19; 169913.59; 8.7727; 411; 178; 972; 23; 21; 22; 851; 985; 2; 10; 0.9358; -2.2206e-02; 660.67; 1174.88; 532.11; 1.1034; 1493; 279; 87; 0.0379; 1216; 5; 1; 0; 0; 234064.47; 0.00; 0.00; 234064.47; 124193205.36; 0.032616
33; 1428; 207; 1635; 1379; 3014; 5629; 679; 6308; 681; 1567; 1; 0; 10003; 8556; 188; 0.1831; 0.7907; -8.4870e-02; 25222.03; 289391.58; 151392.15; 6.1429; 419; 177; 984; 37; 21; 28; 853; 992; 4; 8; 0.9547; -1.1651e-02; 656.86; 1162.72; 526.16; 0.9556; 1487; 278; 90; 0.0382; 1220; 4; 0; 1; 2; 144033.92; 66343.22; 138928.27; 349305.41; 124013617.33; 0.032149
34; 1434; 205; 1639; 1378; 3017; 5630; 678; 6308; 681; 1564; 0; 0; 10006; 8556; 189; 0.1831; 0.8104; -7.6849e-02; 23467.99; 286535.68; 122947.55; 3.6250; 412; 174; 1000; 44; 23; 32; 850; 1001; 2; 22; 0.9521; -1.1317e-02; 658.60; 1188.78; 569.46; 1.7349; 1485; 272; 83; 0.0383; 1235; 15; 1; 0; 2; 784495.20; 0.00; 74354.65; 858849.85; 124439833.66; 0.032302
35; 1435; 204; 1639; 1377; 3016; 5633; 681; 6314; 680; 1565; 0; 0; 10010; 8556; 185; 0.1826; 0.7976; -5.7713e-02; 24681.58; 286192.87; 137402.63; 8.9655; 416; 177; 1004; 38; 24; 29; 864; 998; 2; 11; 0.9604; -1.1350e-02; 661.45; 1146.74; 595.35; 1.1887; 1509; 291; 106; 0.0385; 1240; 6; 1; 2; 2; 206441.60; 105853.06; 181269.49; 493564.14; 124038923.51; 0.032979
36; 1441; 200; 1641; 1378; 3019; 5626; 680; 6306; 684; 1564; 0; 0; 10009; 8556; 188; 0.1830; 0.8037; -5.5497e-02; 24652.18; 285542.30; 112906.09; 2.9565; 400; 175; 1018; 45; 25; 23; 858; 1001; 6; 8; 0.9505; -2.0117e-02; 660.37; 1166.60; 591.61; 0.7872; 1509; 282; 94; 0.0386; 1244; 4; 2; 0; 4; 170262.49; 0.00; 169353.46; 339615.94; 123881772.79; 0.032494
37; 1440; 199; 1639; 1385; 3024; 5619; 679; 6298; 686; 1564; 0; 0; 10008; 8556; 187; 0.1837; 0.7961; -5.3500e-02; 22654.59; 285617.52; 119383.74; 7.4615; 402; 169; 1032; 37; 24; 26; 848; 1000; 1; 13; 0.9591; -1.9535e-02; 659.95; 1168.65; 598.63; 1.9579; 1501; 282; 95; 0.0388; 1246; 6; 4; 0; 1; 402594.49; 0.00; 25699.04; 428293.53; 123706818.08; 0.032289
38; 1446; 199; 1645; 1384; 3029; 5613; 678; 6291; 688; 1565; 0; 0; 10008; 8556; 193; 0.1843; 0.7759; -5.9686e-02; 27497.84; 284651.81; 130214.53; 6.0769; 403; 171; 1042; 37; 24; 26; 849; 1004; 4; 8; 0.9751; -1.4101e-02; 658.00; 1160.14; 574.51; 0.6458; 1512; 289; 96; 0.0390; 1250; 6; 1; 0; 2; 433340.04; 0.00; 172162.20; 605502.23; 123879755.62; 0.032407
39; 1451; 195; 1646; 1381; 3027; 5613; 680; 6293; 686; 1561; 0; 0; 10006; 8556; 196; 0.1843; 0.7698; -7.1028e-02; 23971.22; 282098.71; 127829.98; 2.9677; 393; 169; 1066; 53; 25; 31; 839; 1012; 4; 15; 0.9433; -6.5020e-03; 658.04; 1198.82; 587.11; 1.6582; 1505; 275; 79; 0.0392; 1254; 6; 2; 0; 1; 671372.74; 0.00; 32484.90; 703857.65; 124158570.51; 0.032643
40; 1448; 195; 1643; 1391; 3034; 5603; 678; 6281; 689; 1562; 0; 0; 10004; 8556; 195; 0.1854; 0.7696; -8.2180e-02; 33001.84; 280768.01; 137099.71; 7.3636; 398; 171; 1072; 41; 24; 33; 842; 1013; 8; 13; 0.9614; -2.2247e-03; 656.04; 1144.20; 545.87; 1.4141; 1511; 294; 99; 0.0395; 1262; 8; 3; 1; 4; 920620.17; 74653.18; 266125.07; 1261398.41; 124229612.15; 0.032774
41; 1443; 195; 1638; 1401; 3039; 5599; 679; 6278; 689; 1563; 0; 0; 10006; 8556; 188; 0.1857; 0.7600; -9.6796e-02; 23535.64; 281113.48; 168207.87; 5.4000; 390; 162; 1077; 39; 23; 20; 848; 1009; 1; 9; 0.9422; 1.1349e-03; 655.97; 1153.71; 600.15; 2.0667; 1517; 293; 105; 0.0396; 1267; 7; 3; 0; 1; 1131665.68; 0.00; 51554.08; 1183219.76; 124881779.07; 0.033515
42; 1449; 195; 1644; 1402; 3046; 5594; 679; 6273; 689; 1563; 0; 0; 10008; 8556; 192; 0.1863; 0.7559; -8.8065e-02; 22954.54; 280288.41; 126496.80; 1.5000; 397; 166; 1091; 36; 24; 28; 837; 1010; 3; 11; 0.9687; 2.0984e-02; 653.84; 1202.31; 557.35; 1.3247; 1492; 269; 77; 0.0399; 1270; 8; 2; 1; 1; 428926.56; 77645.23; 122508.56; 629080.36; 124482124.86; 0.033411
43; 1448; 194; 1642; 1407; 3049; 5589; 679; 6268; 690; 1563; 0; 0; 10007; 8556; 191; 0.1868; 0.7630; -7.7256e-02; 29100.63; 278808.35; 129465.67; 3.9333; 397; 169; 1098; 36; 26; 30; 846; 1016; 4; 13; 0.9682; 2.7738e-02; 656.56; 1198.05; 605.32; 2.0941; 1500; 276; 85; 0.0401; 1280; 10; 2; 2; 4; 928714.79; 159829.31; 377897.69; 1466441.79; 125370275.43; 0.032674
44; 1449; 195; 1644; 1414; 3058; 5581; 679; 6260; 691; 1565; 0; 0; 10009; 8556; 191; 0.1876; 0.7585; -5.6504e-02; 25654.29; 278880.33; 159033.29; 4.3750; 396; 167; 1098; 30; 27; 24; 835; 1016; 4; 7; 0.9421; 2.6884e-02; 655.29; 1232.02; 595.04; 1.4714; 1484; 261; 70; 0.0403; 1286; 5; 3; 2; 1; 845113.23; 112656.23; 99584.05; 1057353.51; 125864249.94; 0.033787
45; 1449; 193; 1642; 1421; 3063; 5570; 679; 6249; 696; 1568; 0; 0; 10008; 8556; 190; 0.1883; 0.7365; -5.5216e-02; 29635.88; 276475.74; 162299.63; 5.5806; 401; 168; 1111; 46; 29; 31; 846; 1021; 5; 13; 0.9728; 1.6513e-02; 653.65; 1169.34; 546.97; 0.5698; 1495; 276; 86; 0.0406; 1295; 8; 4; 0; 2; 664704.41; 0.00; 169140.75; 833845.16; 126295899.06; 0.033244
46; 1451; 194; 1645; 1426; 3071; 5563; 678; 6241; 697; 1569; 0; 0; 10009; 8556; 192; 0.1891; 0.7448; -6.3239e-02; 34094.00; 276136.06; 160196.71; 4.6667; 410; 169; 1108; 30; 28; 30; 862; 1021; 5; 10; 0.9257; -6.8122e-04; 654.94; 1192.20; 590.52; 2.0366; 1483; 274; 82; 0.0407; 1302; 8; 1; 2; 3; 616928.85; 152378.27; 322197.58; 1091504.70; 126804204.03; 0.032947
47; 1452; 192; 1644; 1426; 3070; 5561; 679; 6240; 698; 1569; 0; 0; 10008; 8556; 192; 0.1891; 0.7497; -6.9877e-02; 29455.59; 275204.25; 137785.90; 7.5333; 406; 167; 1109; 31; 28; 45; 861; 1024; 5; 16; 0.9306; -1.3290e-02; 653.94; 1197.07; 563.11; 1.6486; 1482; 266; 74; 0.0408; 1311; 6; 2; 2; 4; 334202.80; 205629.88; 244441.21; 784273.89; 127017451.19; 0.033289
48; 1449; 190; 1639; 1423; 3062; 5569; 679; 6248; 696; 1565; 0; 0; 10006; 8556; 189; 0.1884; 0.7516; -6.8690e-02; 28554.57; 276195.01; 134925.31; 10.0889; 404; 165; 1102; 39; 30; 45; 851; 1022; 3; 17; 0.9523; -1.9003e-02; 653.10; 1177.69; 525.34; 1.4675; 1482; 266; 77; 0.0410; 1319; 9; 0; 0; 2; 606642.88; 0.00; 60134.36; 666777.24; 127045285.53; 0.032881
49; 1453; 189; 1642; 1431; 3073; 5560; 678; 6238; 701; 1568; 0; 0; 10012; 8556; 186; 0.1890; 0.7622; -5.5840e-02; 28658.21; 278781.83; 140388.26; 9.0250; 409; 163; 1078; 23; 29; 40; 847; 1032; 2; 17; 0.9009; -3.0050e-02; 654.52; 1169.92; 568.32; 3.0349; 1480; 272; 86; 0.0408; 1335; 12; 2; 6; 2; 868979.12; 479897.23; 109549.05; 1458425.41; 127924892.11; 0.032725
50; 1456; 189; 1645; 1429; 3074; 5563; 676; 6239; 702; 1567; 0; 0; 10015; 8556; 186; 0.1888; 0.7530; -4.5831e-02; 38570.13; 280277.89; 150581.26; 10.3429; 400; 163; 1060; 22; 29; 35; 848; 1031; 3; 10; 0.9422; -3.0944e-02; 652.76; 1163.11; 528.25; 0.0759; 1490; 265; 79; 0.0410; 1345; 7; 1; 5; 1; 348431.91; 416630.17; 17344.31; 782406.40; 128238569.19; 0.033776
51; 1460; 188; 1648; 1423; 3071; 5566; 673; 6239; 703; 1564; 0; 0; 10013; 8556; 191; 0.1886; 0.7702; -2.4036e-02; 38194.87; 280119.00; 136699.06; 10.6444; 409; 165; 1065; 44; 31; 45; 848; 1035; 6; 17; 0.9548; -2.7668e-02; 655.09; 1137.14; 516.89; 0.2955; 1491; 279; 88; 0.0411; 1364; 15; 0; 5; 2; 1281698.40; 443030.10; 180329.33; 1905057.83; 129686342.34; 0.032879
52; 1451; 189; 1640; 1423; 3063; 5568; 674; 6242; 703; 1566; 0; 0; 10008; 8556; 188; 0.1883; 0.7603; -1.3752e-02; 27030.75; 280250.54; 120268.78; 10.6098; 409; 161; 1057; 40; 31; 41; 840; 1029; 3; 17; 0.9226; -2.0889e-02; 657.89; 1158.52; 566.98; 1.1395; 1484; 274; 86; 0.0410; 1377; 14; 2; 3; 1; 1077996.55; 100673.39; 110725.16; 1289395.10; 130352702.05; 0.034370
53; 1450; 188; 1638; 1420; 3058; 5574; 672; 6246; 702; 1562; 0; 0; 10006; 8556; 188; 0.1879; 0.7486; -8.8427e-03; 34234.01; 281579.67; 151443.28; 10.5000; 401; 165; 1045; 32; 32; 38; 833; 1030; 4; 15; 0.9597; -3.4443e-03; 655.18; 1137.79; 515.57; 0.0357; 1491; 272; 84; 0.0412; 1390; 12; 0; 2; 2; 1160857.70; 117587.48; 157896.58; 1436341.76; 131279322.25; 0.033552
