Model time; nNonBTLHomeless; nBTLHomeless; nHomeless; nRenting; nNonOwner; nNonBTLOwnerOccupier; nBTLOwnerOccupier; nOwnerOccupier; nActiveBTL; nBTL; nNonBTLBankrupt; nBTLBankrupt; TotalPopulation; HousingStock; nEmptyHouses; BTLStockFraction; Sale HPI; Sale AnnualHPA; Sale AvBidPrice; Sale AvOfferPrice; Sale AvSalePrice; Sale AvMonthsOnMarket; Sale nBuyers; Sale nBTLBuyers; Sale nSellers; Sale nNewSellers; Sale nBTLSellers; Sale nSales; Sale nNonBTLBidsAboveExpAvSalePrice; Sale nBTLBidsAboveExpAvSalePrice; Sale nSalesToBTL; Sale nSalesToFTB; Rental HPI; Rental AnnualHPA; Rental AvBidPrice; Rental AvOfferPrice; Rental AvSalePrice; Rental AvMonthsOnMarket; Rental nBuyers; Rental nSellers; Rental nSales; Rental ExpAvFlowYield; nStockMortgages; nNewFTBMortgages; nNewFTBMortgagesToBTL; nNewHMMortgages; nNewBTLMortgages; newFTBCredit; newHMCredit; newBTLCredit; newTotalCredit; creditStock; interestRate
0; 1898; 271; 2169; 1197; 3366; 5357; 677; 6034; 616; 1564; 0; 0; 10016; 8556; 709; 0.2228; 0.9931; -2.3100e-03; 285931.35; 358953.60; 278018.21; 0.0000; 1807; 594; 2402; 2402; 4; 1225; 2420; 500; 332; 893; 1.0195; 6.5064e-03; 627.61; 1055.88; 563.05; 0.0000; 3027; 1906; 1197; 0.0475; 719; 442; 284; 0; 277; 58368100.39; 0.00; 76695084.45; 135063184.85; 135063184.85; 0.035000
1; 1904; 265; 2169; 1157; 3326; 5391; 686; 6077; 616; 1567; 0; 6; 10019; 8556; 706; 0.2177; 1.0040; -9.6126e-04; 40189.12; 438113.61; 176692.19; 0.7846; 629; 265; 1220; 47; 5; 65; 927; 197; 4; 50; 0.9287; -1.7272e-02; 623.39; 1862.37; 597.42; 0.2500; 1816; 718; 12; 0.0452; 729; 8; 5; 0; 2; 602432.34; 0.00; 67304.92; 669737.27; 135479606.01; 0.211107
2; 1906; 261; 2167; 1127; 3294; 5425; 688; 6113; 616; 1565; 0; 6; 10023; 8556; 700; 0.2135; 0.9496; -1.7755e-02; 53432.80; 448337.86; 218296.53; 1.5167; 658; 268; 1191; 38; 5; 60; 981; 306; 9; 45; 0.9781; -2.4588e-02; 619.07; 1848.85; 514.29; 0.5000; 1793; 716; 16; 0.0432; 766; 32; 3; 2; 5; 2694348.28; 137935.68; 1601199.73; 4433483.69; 139586544.99; 0.032703
3; 1908; 262; 2170; 1117; 3287; 5433; 691; 6124; 615; 1568; 0; 6; 10026; 8556; 700; 0.2124; 0.9641; -2.7400e-02; 43050.13; 457712.82; 218965.26; 1.8788; 612; 260; 1168; 41; 6; 33; 964; 396; 4; 24; 0.9016; -6.3881e-02; 617.15; 1843.57; 585.00; 0.8000; 1832; 715; 15; 0.0413; 786; 17; 2; 1; 2; 1602184.06; 174878.76; 505245.17; 2282307.99; 141608312.52; 0.037697
4; 1905; 258; 2163; 1107; 3270; 5446; 691; 6137; 617; 1566; 0; 6; 10024; 8556; 695; 0.2106; 0.9582; -4.2673e-02; 44807.15; 460879.73; 216737.00; 3.0606; 594; 260; 1165; 30; 10; 33; 963; 496; 5; 18; 0.9110; -6.9766e-02; 616.18; 1837.44; 596.61; 0.8571; 1846; 709; 14; 0.0397; 805; 12; 4; 3; 4; 1266091.09; 114057.12; 954109.77; 2334257.98; 143677234.91; 0.034843
5; 1906; 256; 2162; 1105; 3267; 5445; 693; 6138; 616; 1565; 0; 6; 10021; 8556; 697; 0.2106; 1.0459; -1.0576e-02; 33224.40; 466162.75; 148571.40; 2.2500; 559; 253; 1161; 29; 13; 12; 953; 558; 0; 9; 0.8921; -9.8423e-02; 614.22; 1833.85; 627.44; 1.6667; 1868; 706; 9; 0.0380; 808; 2; 1; 1; 0; 185865.65; 3043.34; 0.00; 188908.98; 143595249.14; 0.034912
6; 1910; 254; 2164; 1094; 3258; 5455; 695; 6150; 615; 1564; 0; 6; 10023; 8556; 697; 0.2093; 0.9778; -6.0085e-03; 37555.02; 465795.16; 178528.05; 4.3333; 586; 254; 1181; 33; 15; 18; 919; 592; 0; 11; 0.8745; -1.0748e-01; 614.70; 1827.53; 560.63; 1.2000; 1839; 702; 5; 0.0365; 816; 7; 2; 2; 0; 699675.56; 56233.83; 0.00; 755909.39; 144058835.64; 0.032065
7; 1910; 253; 2163; 1097; 3260; 5457; 695; 6152; 614; 1562; 0; 6; 10026; 8556; 693; 0.2092; 0.9668; -3.1386e-03; 37718.64; 464899.19; 167947.92; 3.3529; 578; 255; 1201; 39; 16; 17; 936; 640; 2; 14; 0.8256; -1.3596e-01; 613.26; 1809.60; 599.83; 2.5455; 1851; 704; 11; 0.0351; 825; 9; 1; 0; 1; 946530.52; 0.00; 191212.07; 1137742.59; 144878757.18; 0.032817
8; 1909; 253; 2162; 1094; 3256; 5463; 694; 6157; 614; 1561; 0; 6; 10027; 8556; 691; 0.2086; 0.9262; -4.3058e-02; 37145.29; 465443.70; 191165.23; 5.1429; 573; 251; 1216; 33; 17; 14; 942; 677; 1; 10; 0.7906; -1.6981e-01; 612.50; 1793.39; 493.01; 2.0000; 1852; 703; 12; 0.0338; 831; 5; 0; 0; 1; 697130.83; 0.00; 48055.36; 745186.18; 145346792.89; 0.033324
9; 1905; 253; 2158; 1106; 3264; 5454; 691; 6145; 615; 1559; 0; 5; 10024; 8556; 690; 0.2099; 0.9250; -6.0673e-02; 34083.43; 463668.44; 150694.26; 1.1667; 558; 244; 1244; 44; 19; 12; 969; 715; 0; 11; 0.7937; -1.9674e-01; 612.62; 1770.16; 555.73; 1.2727; 1866; 712; 22; 0.0326; 833; 5; 2; 0; 0; 318236.68; 0.00; 0.00; 318236.68; 145277357.45; 0.032803
10; 1908; 251; 2159; 1111; 3270; 5448; 693; 6141; 615; 1559; 0; 5; 10026; 8556; 689; 0.2104; 0.8392; -1.0322e-01; 33217.51; 463196.26; 169655.02; 2.3571; 546; 245; 1260; 29; 19; 14; 956; 733; 1; 9; 0.7399; -2.2531e-01; 612.81; 1775.25; 420.75; 1.5385; 1871; 702; 13; 0.0315; 840; 8; 4; 0; 1; 772983.33; 0.00; 46842.00; 819825.33; 145308457.63; 0.032237
11; 1899; 251; 2150; 1122; 3272; 5441; 692; 6133; 618; 1561; 0; 5; 10023; 8556; 683; 0.2110; 0.8353; -1.3351e-01; 32305.51; 460071.28; 198816.93; 3.3750; 529; 243; 1281; 39; 21; 16; 996; 767; 3; 8; 0.7745; -2.3065e-01; 614.12; 1763.04; 595.92; 3.7143; 1888; 704; 21; 0.0307; 845; 3; 3; 0; 3; 742734.77; 0.00; 151306.66; 894041.43; 145843534.20; 0.032902
12; 1882; 253; 2135; 1139; 3274; 5436; 693; 6129; 620; 1566; 1; 5; 10023; 8556; 668; 0.2112; 0.8623; -1.5245e-01; 28873.37; 457775.03; 144648.02; 1.9231; 528; 240; 1299; 37; 24; 13; 1046; 780; 2; 9; 0.7856; -2.3829e-01; 615.04; 1623.57; 514.41; 1.2991; 1955; 775; 107; 0.0300; 848; 2; 1; 0; 2; 206407.66; 0.00; 109309.59; 315717.25; 145879581.22; 0.033001
13; 1881; 250; 2131; 1150; 3281; 5432; 692; 6124; 621; 1563; 1; 5; 10026; 8556; 661; 0.2117; 0.7891; -1.7029e-01; 27129.31; 455681.04; 175026.26; 3.2500; 504; 238; 1319; 33; 27; 8; 1038; 789; 3; 5; 0.7941; -2.0146e-01; 616.65; 1659.27; 541.23; 1.0000; 1948; 743; 82; 0.0296; 850; 3; 3; 0; 1; 739319.04; 0.00; 72822.26; 812141.30; 146311325.45; 0.032233
14; 1871; 248; 2119; 1166; 3285; 5421; 695; 6116; 623; 1566; 1; 5; 10024; 8556; 651; 0.2124; 0.7765; -1.7604e-01; 26243.92; 450702.42; 142220.47; 1.4000; 501; 238; 1355; 47; 35; 10; 1066; 816; 3; 6; 0.8164; -1.8116e-01; 618.14; 1630.85; 509.64; 1.4433; 1954; 748; 97; 0.0293; 856; 4; 4; 0; 2; 413333.95; 0.00; 282160.52; 695494.47; 146729760.70; 0.032892
15; 1870; 245; 2115; 1178; 3293; 5411; 691; 6102; 627; 1563; 1; 5; 10022; 8556; 649; 0.2135; 0.6769; -2.3140e-01; 26381.86; 450997.67; 185193.03; 4.3750; 490; 233; 1371; 30; 38; 8; 1081; 828; 3; 5; 0.8235; -1.3331e-01; 619.29; 1623.03; 524.56; 1.2500; 1960; 753; 104; 0.0294; 858; 1; 1; 0; 2; 239789.48; 0.00; 172717.88; 412507.36; 146863773.39; 0.032737
16; 1871; 242; 2113; 1190; 3303; 5403; 692; 6095; 628; 1562; 0; 5; 10026; 8556; 643; 0.2142; 0.7471; -2.3379e-01; 22318.74; 445564.64; 52559.97; 0.0000; 479; 230; 1393; 32; 40; 6; 1142; 877; 2; 4; 0.8372; -1.1239e-01; 617.78; 1600.31; 473.95; 0.9364; 1974; 753; 110; 0.0294; 862; 2; 2; 0; 2; 78502.06; 0.00; 77770.82; 156272.88; 146740780.38; 0.032361
17; 1869; 241; 2110; 1199; 3309; 5395; 691; 6086; 629; 1561; 0; 5; 10024; 8556; 642; 0.2152; 0.7561; -2.6553e-01; 22941.18; 442353.17; 150303.96; 0.6000; 473; 224; 1420; 37; 43; 5; 1114; 876; 1; 4; 0.8352; -7.7224e-02; 619.31; 1657.34; 518.26; 1.3056; 1932; 714; 72; 0.0294; 864; 2; 2; 0; 1; 269447.72; 0.00; 66097.25; 335544.97; 146795870.52; 0.032021
18; 1862; 236; 2098; 1217; 3315; 5388; 690; 6078; 629; 1555; 1; 5; 10022; 8556; 632; 0.2161; 0.7552; -2.4265e-01; 21882.80; 436939.26; 80615.98; 0.3750; 463; 219; 1454; 47; 48; 8; 1117; 875; 3; 5; 0.8372; -6.2727e-02; 620.24; 1608.10; 548.91; 1.7115; 1958; 736; 104; 0.0294; 867; 4; 4; 0; 1; 367470.34; 0.00; 60878.96; 428349.29; 146884549.23; 0.032259
19; 1862; 233; 2095; 1231; 3326; 5378; 690; 6068; 631; 1554; 2; 5; 10025; 8556; 626; 0.2170; 0.6798; -2.6732e-01; 21735.15; 433494.73; 93272.94; 0.4286; 458; 215; 1476; 32; 52; 7; 1109; 876; 2; 5; 0.8406; -3.0503e-02; 620.89; 1612.98; 541.94; 1.6526; 1947; 721; 95; 0.0296; 870; 4; 3; 0; 1; 252629.31; 0.00; 31516.42; 284145.73; 146840109.56; 0.032383
20; 1853; 227; 2080; 1248; 3328; 5370; 690; 6060; 633; 1550; 2; 5; 10021; 8556; 615; 0.2177; 0.6761; -2.6464e-01; 20981.14; 429269.54; 101901.11; 0.6000; 447; 213; 1496; 33; 57; 5; 1144; 889; 1; 4; 0.8351; 8.9858e-03; 622.82; 1613.05; 570.73; 2.2857; 1944; 713; 98; 0.0298; 872; 2; 2; 0; 1; 113779.00; 0.00; 135549.40; 249328.40; 146762092.24; 0.032191
21; 1845; 226; 2071; 1266; 3337; 5363; 687; 6050; 636; 1549; 2; 5; 10023; 8556; 604; 0.2186; 0.7072; -2.6788e-01; 20767.24; 424458.55; 107140.47; 0.8000; 443; 213; 1520; 31; 57; 5; 1157; 895; 3; 2; 0.8401; 4.3999e-02; 623.41; 1615.93; 573.82; 2.4000; 1933; 699; 95; 0.0299; 875; 1; 1; 0; 3; 84263.07; 0.00; 210732.08; 294995.16; 146771494.12; 0.032145
22; 1839; 227; 2066; 1281; 3347; 5353; 684; 6037; 640; 1551; 2; 5; 10024; 8556; 598; 0.2196; 0.6696; -2.3695e-01; 115386.29; 420223.83; 263942.55; 2.2000; 441; 211; 1544; 36; 58; 5; 1152; 898; 3; 2; 0.8470; 8.5254e-02; 624.37; 1588.34; 546.47; 1.6147; 1943; 707; 109; 0.0302; 878; 2; 2; 0; 2; 292422.78; 0.00; 92755.01; 385177.79; 146872077.88; 0.032206
23; 1841; 222; 2063; 1294; 3357; 5340; 686; 6026; 642; 1550; 2; 5; 10025; 8556; 594; 0.2207; 0.6918; -2.0422e-01; 19922.49; 415596.85; 85732.27; 0.0000; 443; 210; 1564; 33; 61; 7; 1175; 911; 1; 6; 0.8692; 1.0755e-01; 624.10; 1573.49; 507.62; 1.1770; 1943; 707; 113; 0.0304; 882; 5; 5; 0; 1; 357050.16; 0.00; 56707.22; 413757.38; 146996759.70; 0.032325
24; 1832; 222; 2054; 1306; 3360; 5332; 685; 6017; 643; 1550; 2; 5; 10020; 8556; 590; 0.2216; 0.6601; -2.0311e-01; 20191.10; 411742.00; 143953.75; 2.2000; 439; 208; 1585; 35; 63; 5; 1172; 912; 2; 3; 0.8763; 1.2719e-01; 623.66; 1553.17; 519.21; 1.3984; 1947; 713; 123; 0.0309; 883; 2; 2; 0; 0; 222473.12; 0.00; 0.00; 222473.12; 146518210.51; 0.032363
25; 1839; 223; 2062; 1307; 3369; 5327; 686; 6013; 644; 1553; 1; 5; 10026; 8556; 592; 0.2219; 0.6642; -1.8925e-01; 19115.42; 408838.58; 124709.74; 1.2500; 433; 206; 1607; 32; 65; 4; 1143; 925; 1; 3; 0.8374; 9.7156e-02; 625.82; 1693.82; 557.04; 3.1250; 1868; 624; 32; 0.0311; 885; 3; 3; 0; 0; 286317.20; 0.00; 0.00; 286317.20; 146518448.09; 0.032109
26; 1847; 221; 2068; 1308; 3376; 5323; 687; 6010; 644; 1552; 2; 5; 10030; 8556; 594; 0.2223; 0.6178; -2.0011e-01; 34170.23; 403449.44; 185575.80; 5.7500; 430; 205; 1645; 42; 68; 4; 1154; 928; 1; 3; 0.8564; 7.2603e-02; 626.16; 1669.75; 513.64; 1.4054; 1880; 631; 37; 0.0316; 885; 2; 2; 0; 0; 262159.71; 0.00; 0.00; 262159.71; 146453505.80; 0.032194
27; 1843; 218; 2061; 1318; 3379; 5315; 692; 6007; 641; 1551; 2; 4; 10027; 8556; 590; 0.2230; 0.6444; -1.4102e-01; 23700.77; 398789.64; 243603.72; 1.8889; 434; 209; 1671; 34; 68; 9; 1174; 944; 3; 6; 0.8083; 2.7994e-02; 625.25; 1611.83; 531.77; 3.0000; 1897; 653; 63; 0.0318; 888; 4; 4; 0; 1; 405779.59; 0.00; 347662.25; 753441.84; 146052545.08; 0.032162
28; 1841; 214; 2055; 1331; 3386; 5308; 688; 5996; 643; 1545; 2; 4; 10025; 8556; 586; 0.2241; 0.6533; -1.2955e-01; 19070.39; 393343.99; 105045.93; 1.0000; 423; 202; 1701; 40; 70; 7; 1166; 934; 2; 5; 0.8595; 1.9023e-02; 625.71; 1633.82; 516.35; 1.9565; 1878; 632; 46; 0.0319; 890; 4; 4; 0; 1; 364708.11; 0.00; 29344.58; 394052.69; 145866970.81; 0.032814
29; 1843; 212; 2055; 1338; 3393; 5302; 687; 5989; 644; 1543; 1; 4; 10026; 8556; 585; 0.2248; 0.6404; -1.1104e-01; 20997.39; 391023.13; 232067.57; 2.6000; 418; 202; 1713; 22; 70; 5; 1167; 937; 3; 2; 0.8092; -7.5540e-03; 627.77; 1604.41; 586.33; 3.5397; 1900; 648; 63; 0.0320; 892; 1; 1; 0; 1; 57128.90; 0.00; 28102.11; 85231.01; 145668249.63; 0.032337
30; 1852; 211; 2063; 1345; 3408; 5289; 681; 5970; 651; 1543; 1; 4; 10029; 8556; 590; 0.2262; 0.6200; -1.5266e-01; 25154.10; 387844.65; 276268.62; 2.8571; 414; 199; 1737; 32; 74; 7; 1182; 943; 5; 2; 0.8421; 4.5064e-04; 627.56; 1572.43; 524.72; 0.7895; 1919; 666; 76; 0.0323; 896; 1; 1; 0; 3; 42973.38; 0.00; 512928.12; 555901.50; 145939287.79; 0.031927
31; 1852; 204; 2056; 1355; 3411; 5277; 685; 5962; 651; 1540; 1; 4; 10024; 8556; 588; 0.2271; 0.6571; -1.2490e-01; 21570.83; 385288.04; 197334.10; 3.2857; 406; 196; 1754; 30; 73; 7; 1198; 951; 1; 6; 0.7976; -2.5555e-02; 627.50; 1585.67; 581.43; 3.0676; 1920; 662; 74; 0.0322; 902; 5; 4; 0; 1; 212921.35; 0.00; 526497.99; 739419.34; 146392545.31; 0.032551
32; 1851; 203; 2054; 1364; 3418; 5268; 685; 5953; 651; 1539; 1; 5; 10022; 8556; 588; 0.2281; 0.5372; -1.4058e-01; 17637.08; 381922.43; 80027.29; 3.0000; 399; 194; 1774; 34; 74; 3; 1175; 947; 1; 1; 0.8100; -2.5217e-02; 626.72; 1581.36; 533.47; 3.7647; 1916; 656; 68; 0.0326; 903; 1; 1; 0; 1; 101141.28; 0.00; 42837.71; 143979.00; 146248620.90; 0.032795
33; 1853; 201; 2054; 1373; 3427; 5259; 686; 5945; 651; 1538; 1; 5; 10023; 8556; 587; 0.2291; 0.5221; -1.6800e-01; 17879.34; 378459.09; 74958.72; 1.8571; 401; 193; 1799; 35; 77; 7; 1226; 981; 1; 6; 0.8018; -4.2344e-02; 627.78; 1560.59; 564.66; 2.3671; 1926; 666; 79; 0.0331; 907; 3; 3; 0; 1; 120863.24; 0.00; 35197.62; 156060.86; 146117185.31; 0.032005
34; 1856; 199; 2055; 1379; 3434; 5249; 689; 5938; 652; 1540; 1; 5; 10024; 8556; 587; 0.2298; 0.5340; -2.2387e-01; 17866.22; 372870.29; 93256.09; 1.1429; 397; 192; 1826; 38; 79; 7; 1245; 994; 2; 5; 0.8163; -3.7331e-02; 624.37; 1527.77; 491.68; 1.5281; 1937; 676; 89; 0.0338; 911; 5; 5; 0; 0; 331228.04; 0.00; 0.00; 331228.04; 146092314.76; 0.032021
35; 1853; 197; 2050; 1395; 3445; 5235; 688; 5923; 656; 1541; 1; 5; 10024; 8556; 582; 0.2311; 0.5502; -2.2349e-01; 19215.53; 368912.99; 123036.74; 0.3000; 398; 194; 1854; 39; 81; 10; 1259; 996; 6; 3; 0.7937; -5.6514e-02; 628.41; 1504.07; 536.29; 3.8962; 1948; 688; 106; 0.0341; 917; 3; 3; 0; 5; 208014.27; 0.00; 587213.29; 795227.56; 146553718.06; 0.032253
36; 1851; 195; 2046; 1404; 3450; 5226; 690; 5916; 657; 1542; 2; 5; 10023; 8556; 579; 0.2318; 0.5434; -1.9490e-01; 19513.23; 364799.55; 128606.99; 2.4000; 389; 185; 1875; 36; 79; 10; 1248; 990; 3; 6; 0.7988; -7.0845e-02; 625.73; 1467.91; 517.50; 2.1680; 1964; 704; 125; 0.0345; 924; 5; 5; 0; 3; 492834.59; 0.00; 141550.80; 634385.39; 146898978.68; 0.032869
37; 1855; 193; 2048; 1413; 3461; 5216; 689; 5905; 660; 1542; 2; 5; 10026; 8556; 578; 0.2327; 0.5427; -1.8841e-01; 17979.17; 361052.43; 74752.97; 1.6000; 386; 185; 1908; 48; 81; 10; 1240; 987; 4; 6; 0.7989; -7.4163e-02; 626.51; 1497.56; 519.60; 1.4400; 1944; 678; 100; 0.0348; 928; 4; 4; 0; 1; 193075.15; 0.00; 36269.85; 229345.00; 146790266.12; 0.032655
38; 1846; 193; 2039; 1432; 3471; 5204; 688; 5892; 662; 1543; 0; 5; 10025; 8556; 570; 0.2340; 0.5536; -1.5577e-01; 26994.65; 357864.18; 294308.80; 1.7000; 382; 181; 1924; 31; 79; 10; 1236; 988; 5; 5; 0.7925; -7.0024e-02; 627.00; 1484.87; 524.95; 3.2818; 1947; 680; 110; 0.0350; 932; 2; 2; 0; 3; 630609.52; 0.00; 503628.18; 1134237.70; 147633718.08; 0.032118
39; 1851; 190; 2041; 1439; 3480; 5194; 688; 5882; 664; 1542; 0; 5; 10026; 8556; 571; 0.2349; 0.5141; -1.6408e-01; 18249.12; 354429.32; 103958.78; 6.0000; 379; 179; 1945; 36; 84; 10; 1240; 987; 1; 6; 0.7832; -5.0987e-02; 625.50; 1471.73; 479.02; 3.6364; 1951; 681; 110; 0.0353; 933; 2; 2; 0; 0; 94676.73; 0.00; 0.00; 94676.73; 147436649.57; 0.033318
40; 1843; 187; 2030; 1452; 3482; 5194; 684; 5878; 663; 1534; 0; 5; 10023; 8556; 563; 0.2355; 0.5189; -1.7172e-01; 20270.78; 351021.13; 108584.69; 1.5000; 381; 179; 1964; 33; 82; 18; 1227; 992; 6; 10; 0.7882; -6.3518e-02; 627.65; 1517.02; 548.01; 3.4096; 1909; 646; 83; 0.0355; 939; 1; 1; 0; 5; 48615.70; 0.00; 433879.76; 482495.46; 147628277.41; 0.031939
41; 1842; 186; 2028; 1463; 3491; 5187; 683; 5870; 666; 1535; 0; 5; 10027; 8556; 557; 0.2361; 0.5109; -2.0337e-01; 18518.88; 349968.79; 103773.15; 2.5833; 376; 176; 1968; 27; 85; 12; 1241; 988; 3; 9; 0.7816; -5.0051e-02; 628.33; 1506.51; 573.45; 5.1758; 1916; 648; 91; 0.0357; 947; 6; 2; 0; 2; 320682.06; 0.00; 118199.73; 438881.79; 147775373.69; 0.032454
42; 1840; 182; 2022; 1469; 3491; 5182; 684; 5866; 667; 1533; 0; 5; 10024; 8556; 554; 0.2364; 0.5060; -1.9741e-01; 21462.82; 346304.70; 176342.13; 4.2500; 371; 174; 1988; 42; 83; 12; 1236; 995; 2; 7; 0.7735; -6.6674e-02; 625.41; 1502.68; 537.82; 3.4659; 1914; 642; 88; 0.0360; 949; 2; 1; 0; 2; 44183.58; 0.00; 337049.58; 381233.16; 147851205.94; 0.032396
43; 1846; 180; 2026; 1469; 3495; 5176; 689; 5865; 669; 1538; 0; 5; 10029; 8556; 553; 0.2363; 0.4986; -2.0963e-01; 19064.94; 345057.80; 105530.17; 3.9375; 370; 174; 1997; 29; 86; 16; 1247; 995; 2; 11; 0.7740; -4.8875e-02; 626.09; 1495.38; 533.46; 1.9551; 1918; 642; 89; 0.0364; 958; 8; 6; 0; 2; 640777.74; 0.00; 173298.25; 814075.99; 148259945.29; 0.032320
44; 1840; 180; 2020; 1478; 3498; 5168; 688; 5856; 671; 1539; 0; 5; 10025; 8556; 551; 0.2371; 0.4661; -1.8938e-01; 19625.12; 342355.64; 115412.94; 2.8462; 363; 171; 2006; 33; 85; 13; 1255; 999; 5; 5; 0.7845; -4.8019e-02; 625.79; 1485.88; 502.04; 2.8118; 1912; 636; 85; 0.0370; 965; 3; 3; 0; 4; 313711.53; 0.00; 276349.48; 590061.01; 148556309.55; 0.032894
45; 1838; 178; 2016; 1492; 3508; 5153; 685; 5838; 677; 1540; 0; 5; 10023; 8556; 549; 0.2385; 0.4606; -1.6965e-01; 19670.02; 339457.74; 116864.87; 3.3750; 365; 173; 2029; 43; 88; 16; 1279; 1012; 3; 11; 0.7903; -2.5138e-02; 626.60; 1481.44; 506.93; 2.0698; 1910; 635; 86; 0.0377; 969; 3; 3; 0; 3; 220816.20; 0.00; 234701.25; 455517.45; 148716729.92; 0.032596
46; 1838; 176; 2014; 1496; 3510; 5152; 683; 5835; 678; 1537; 1; 5; 10023; 8556; 547; 0.2388; 0.4592; -1.3017e-01; 19148.05; 336911.92; 108525.64; 0.9286; 358; 169; 2038; 35; 89; 14; 1289; 1017; 2; 7; 0.7587; -3.8963e-02; 628.94; 1487.39; 572.74; 2.9176; 1912; 632; 85; 0.0381; 969; 1; 1; 0; 0; 24324.63; 0.00; 0.00; 24324.63; 148388827.75; 0.032418
47; 1834; 175; 2009; 1513; 3522; 5141; 686; 5827; 678; 1539; 1; 5; 10027; 8556; 538; 0.2397; 0.4938; -1.1997e-01; 23536.77; 334798.75; 151109.13; 1.4000; 365; 172; 2051; 36; 91; 20; 1289; 1026; 5; 13; 0.7432; -4.9591e-02; 628.25; 1473.95; 546.22; 5.7174; 1908; 630; 92; 0.0382; 976; 5; 3; 0; 4; 315212.84; 0.00; 488442.10; 803654.94; 148835514.70; 0.031846
48; 1833; 173; 2006; 1525; 3531; 5132; 682; 5814; 680; 1535; 0; 5; 10025; 8556; 537; 0.2410; 0.4504; -1.3773e-01; 18132.30; 332579.65; 108196.11; 2.5000; 349; 166; 2060; 33; 92; 10; 1271; 1020; 3; 5; 0.7519; -6.4357e-02; 628.26; 1487.59; 505.29; 3.3158; 1898; 613; 76; 0.0386; 979; 1; 1; 0; 2; 76884.09; 0.00; 208777.38; 285661.47; 148829217.64; 0.032880
49; 1822; 173; 1995; 1542; 3537; 5123; 680; 5803; 682; 1535; 0; 5; 10022; 8556; 529; 0.2421; 0.4503; -1.4773e-01; 21094.58; 329948.21; 125264.16; 2.0714; 354; 168; 2067; 33; 90; 14; 1286; 1028; 5; 5; 0.7358; -6.7097e-02; 629.09; 1455.85; 552.97; 3.4184; 1906; 627; 98; 0.0389; 983; 3; 0; 0; 2; 101482.41; 0.00; 96244.67; 197727.08; 148733966.04; 0.032192
50; 1821; 172; 1993; 1552; 3545; 5117; 680; 5797; 682; 1534; 0; 5; 10024; 8556; 525; 0.2428; 0.4486; -1.7704e-01; 19745.44; 326937.37; 96593.01; 1.8421; 353; 168; 2088; 41; 92; 19; 1285; 1032; 7; 9; 0.7483; -6.4492e-02; 628.75; 1440.88; 514.52; 3.7500; 1906; 625; 100; 0.0392; 989; 3; 3; 0; 4; 155816.52; 0.00; 173557.36; 329373.88; 148771734.74; 0.032076
51; 1818; 171; 1989; 1562; 3551; 5112; 681; 5793; 682; 1534; 1; 5; 10026; 8556; 519; 0.2432; 0.4590; -1.5674e-01; 18807.11; 325215.22; 108172.74; 1.0714; 357; 166; 2095; 32; 91; 14; 1280; 1025; 2; 8; 0.7489; -5.9613e-02; 628.89; 1456.99; 533.70; 3.2000; 1889; 609; 90; 0.0394; 992; 3; 2; 0; 0; 179818.94; 0.00; 0.00; 179818.94; 148661945.31; 0.032250
52; 1813; 172; 1985; 1571; 3556; 5106; 680; 5786; 683; 1535; 1; 5; 10025; 8556; 516; 0.2439; 0.4709; -1.3112e-01; 29090.50; 323064.75; 177011.05; 4.2500; 358; 166; 2108; 39; 91; 20; 1285; 1023; 4; 6; 0.7602; -4.5032e-02; 627.66; 1413.35; 491.06; 1.1818; 1903; 626; 110; 0.0395; 995; 1; 1; 0; 3; 398957.07; 0.00; 212337.77; 611294.85; 148982522.61; 0.032052
53; 1814; 170; 1984; 1582; 3566; 5096; 676; 5772; 688; 1534; 1; 5; 10026; 8556; 514; 0.2450; 0.4538; -1.0375e-01; 31897.69; 319997.74; 134876.03; 4.8000; 376; 169; 2126; 47; 90; 40; 1277; 1021; 10; 20; 0.7288; -4.8933e-02; 627.13; 1414.43; 495.40; 3.9515; 1876; 617; 103; 0.0396; 1007; 8; 3; 0; 6; 420154.53; 0.00; 289977.56; 710132.09; 149321429.85; 0.032624
54; 1815; 169; 1984; 1594; 3578; 5083; 668; 5751; 697; 1534; 1; 5; 10026; 8556; 514; 0.2464; 0.4552; -1.0152e-01; 23958.56; 319535.60; 111943.45; 2.8000; 358; 170; 2114; 37; 93; 30; 1276; 1015; 13; 15; 0.7381; -4.9631e-02; 627.04; 1406.20; 490.10; 1.2500; 1893; 618; 104; 0.0397; 1017; 3; 1; 0; 12; 93369.25; 0.00; 564000.79; 657370.04; 149530689.14; 0.032755
55; 1813; 167; 1980; 1598; 3578; 5077; 664; 5741; 704; 1535; 1; 5; 10023; 8556; 513; 0.2467; 0.4556; -9.9580e-02; 28091.65; 318583.02; 131175.02; 4.0488; 374; 168; 2113; 36; 93; 41; 1279; 1008; 7; 21; 0.7361; -5.4189e-02; 627.47; 1414.56; 513.50; 4.6869; 1872; 612; 99; 0.0398; 1029; 7; 4; 0; 6; 460943.85; 0.00; 389461.10; 850404.95; 150042128.41; 0.032685
